;id;site_id;title;price;sale_price;currency_id;available_quantity;sold_quantity;buying_mode;listing_type_id;stop_time;condition;permalink;thumbnail;accepts_mercadopago;attributes;original_price;category_id;official_store_id;domain_id;catalog_product_id;tags;catalog_listing;order_backend;seller.id;seller.permalink;seller.registration_date;seller.car_dealer;seller.real_estate_agency;seller.tags;seller.eshop.nick_name;seller.eshop.eshop_rubro.id;seller.eshop.eshop_rubro.name;seller.eshop.eshop_rubro.category_id;seller.eshop.eshop_id;seller.eshop.eshop_locations;seller.eshop.site_id;seller.eshop.eshop_logo_url;seller.eshop.eshop_status_id;seller.eshop.seller;seller.eshop.eshop_experience;seller.seller_reputation.transactions.total;seller.seller_reputation.transactions.canceled;seller.seller_reputation.transactions.period;seller.seller_reputation.transactions.ratings.negative;seller.seller_reputation.transactions.ratings.positive;seller.seller_reputation.transactions.ratings.neutral;seller.seller_reputation.transactions.completed;seller.seller_reputation.power_seller_status;seller.seller_reputation.metrics.claims.rate;seller.seller_reputation.metrics.claims.value;seller.seller_reputation.metrics.claims.period;seller.seller_reputation.metrics.delayed_handling_time.rate;seller.seller_reputation.metrics.delayed_handling_time.value;seller.seller_reputation.metrics.delayed_handling_time.period;seller.seller_reputation.metrics.sales.period;seller.seller_reputation.metrics.sales.completed;seller.seller_reputation.metrics.cancellations.rate;seller.seller_reputation.metrics.cancellations.value;seller.seller_reputation.metrics.cancellations.period;seller.seller_reputation.level_id;installments.quantity;installments.amount;installments.rate;installments.currency_id;address.state_id;address.state_name;address.city_id;address.city_name;shipping.free_shipping;shipping.mode;shipping.tags;shipping.logistic_type;shipping.store_pick_up;seller_address.id;seller_address.comment;seller_address.address_line;seller_address.zip_code;seller_address.country.id;seller_address.country.name;seller_address.state.id;seller_address.state.name;seller_address.city.id;seller_address.city.name;seller_address.latitude;seller_address.longitude;seller.eshop.eshop_rubro;seller.seller_reputation.metrics.claims.excluded.real_rate;seller.seller_reputation.metrics.claims.excluded.real_value;seller.seller_reputation.metrics.delayed_handling_time.excluded.real_rate;seller.seller_reputation.metrics.delayed_handling_time.excluded.real_value;seller.seller_reputation.metrics.cancellations.excluded.real_rate;seller.seller_reputation.metrics.cancellations.excluded.real_value;seller.seller_reputation.protection_end_date;seller.seller_reputation.real_level;prices.id;prices.prices;prices.presentation.display_currency;prices.payment_method_prices;differential_pricing.id
0;MLA885869161;MLA;Moto G6 Plus 64 Gb Nimbus 4 Gb Ram;35998.8;;ARS;21;3;buy_it_now;gold_special;2040-10-23T04:00:00.000Z;new;https://www.mercadolibre.com.ar/moto-g6-plus-64-gb-nimbus-4-gb-ram/p/MLA9452524;http://http2.mlstatic.com/D_795558-MLA31003306206_062019-I.jpg;True;[{'value_name': 'Motorola', 'value_struct': None, 'values': [{'id': '2503', 'name': 'Motorola', 'struct': None, 'source': 1}], 'attribute_group_id': 'OTHERS', 'id': 'BRAND', 'name': 'Marca', 'value_id': '2503', 'attribute_group_name': 'Otros', 'source': 1}, {'attribute_group_name': 'Otros', 'value_name': 'Adreno 508', 'value_struct': None, 'values': [{'struct': None, 'source': 1, 'id': '7477349', 'name': 'Adreno 508'}], 'attribute_group_id': 'OTHERS', 'source': 1, 'id': 'GPU_MODEL', 'name': 'Modelo de GPU', 'value_id': '7477349'}, {'value_id': '2230284', 'value_struct': None, 'values': [{'id': '2230284', 'name': 'Nuevo', 'struct': None, 'source': 6808261514773724}], 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'id': 'ITEM_CONDITION', 'name': 'Condición del ítem', 'value_name': 'Nuevo', 'source': 6808261514773724}, {'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_id': '3073863', 'value_struct': None, 'values': [{'name': 'Moto G', 'struct': None, 'source': 1, 'id': '3073863'}], 'source': 1, 'id': 'LINE', 'name': 'Línea', 'value_name': 'Moto G'}, {'value_id': '2915826', 'value_name': 'G6 Plus', 'values': [{'name': 'G6 Plus', 'struct': None, 'source': 1, 'id': '2915826'}], 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'source': 1, 'name': 'Modelo', 'value_struct': None, 'id': 'MODEL'}, {'values': [{'id': '6900526', 'name': 'Snapdragon 630', 'struct': None, 'source': 1}], 'attribute_group_id': 'OTHERS', 'id': 'PROCESSOR_MODEL', 'name': 'Modelo del procesador', 'value_struct': None, 'attribute_group_name': 'Otros', 'source': 1, 'value_id': '6900526', 'value_name': 'Snapdragon 630'}, {'value_id': '2087871', 'value_name': '167 g', 'attribute_group_name': 'Otros', 'id': 'WEIGHT', 'value_struct': {'number': 167, 'unit': 'g'}, 'values': [{'id': '2087871', 'name': '167 g', 'struct': {'number': 167, 'unit': 'g'}, 'source': 1}], 'attribute_group_id': 'OTHERS', 'source': 1, 'name': 'Peso'}];;MLA1055;2227.0;MLA-CELLPHONES;MLA9452524;['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed'];True;1;183212103;http://perfil.mercadolibre.com.ar/PEROZZI_E_HIJO;2015-05-13T11:09:34.000-04:00;False;False;['brand', 'user_info_verified', 'eshop', 'developer', 'large_seller', 'credits_profile', 'messages_as_seller', 'messages_as_buyer'];PEROZZI_E_HIJO;MLA5726;Electrodomésticos y Aires Ac.;MLA5726;200497.0;[{'state': {'id': 'AR-B'}, 'neighborhood': {'id': None}, 'country': {'id': 'AR'}, 'city': {'id': 'TUxBQ0JFUjYyYWU3'}}];MLA;http://resources.mlstatic.com/eshops/183212103v40a391.png;1.0;183212103.0;1968.0;14887;1492;historic;0.04;0.93;0.03;13395;;0.0223;40;60 days;0.0033;4;60 days;60 days;1645;0.019;34;60 days;3_yellow;12;5104.93;70.17;ARS;AR-B;Buenos Aires;;Ranelagh;True;me2;['mandatory_free_shipping'];cross_docking;False;;;;;AR;Argentina;AR-B;Buenos Aires;;Ranelagh;;;;;;;;;;;;;;;;
1;MLA879426285;MLA;Moto G6 32 Gb Índigo Oscuro 3 Gb Ram;28100.0;;ARS;1;8;buy_it_now;gold_special;2040-09-13T04:00:00.000Z;new;https://www.mercadolibre.com.ar/moto-g6-32-gb-indigo-oscuro-3-gb-ram/p/MLA9652754;http://http2.mlstatic.com/D_632562-MLA31003470563_062019-I.jpg;True;[{'attribute_group_name': 'Otros', 'source': 1, 'id': 'BRAND', 'name': 'Marca', 'value_id': '2503', 'value_struct': None, 'values': [{'id': '2503', 'name': 'Motorola', 'struct': None, 'source': 1}], 'value_name': 'Motorola', 'attribute_group_id': 'OTHERS'}, {'source': 6808261514773724, 'id': 'ITEM_CONDITION', 'name': 'Condición del ítem', 'value_struct': None, 'attribute_group_id': 'OTHERS', 'value_id': '2230284', 'value_name': 'Nuevo', 'values': [{'id': '2230284', 'name': 'Nuevo', 'struct': None, 'source': 6808261514773724}], 'attribute_group_name': 'Otros'}, {'value_struct': None, 'values': [{'struct': None, 'source': 1, 'id': '3073863', 'name': 'Moto G'}], 'attribute_group_name': 'Otros', 'source': 1, 'name': 'Línea', 'value_id': '3073863', 'attribute_group_id': 'OTHERS', 'id': 'LINE', 'value_name': 'Moto G'}, {'id': 'MODEL', 'values': [{'id': '8074', 'name': 'G6', 'struct': None, 'source': 1}], 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'source': 1, 'name': 'Modelo', 'value_id': '8074', 'value_name': 'G6', 'value_struct': None}, {'value_name': 'Snapdragon 450', 'values': [{'id': '6936759', 'name': 'Snapdragon 450', 'struct': None, 'source': 1}], 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'id': 'PROCESSOR_MODEL', 'name': 'Modelo del procesador', 'source': 1, 'value_id': '6936759', 'value_struct': None}, {'attribute_group_name': 'Otros', 'name': 'Peso', 'value_id': '2087871', 'value_struct': {'number': 167, 'unit': 'g'}, 'values': [{'id': '2087871', 'name': '167 g', 'struct': {'number': 167, 'unit': 'g'}, 'source': 1}], 'id': 'WEIGHT', 'value_name': '167 g', 'attribute_group_id': 'OTHERS', 'source': 1}];;MLA1055;;MLA-CELLPHONES;MLA9652754;['good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'brand_verified', 'extended_warranty_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed'];True;2;119914491;http://perfil.mercadolibre.com.ar/GAMESTATION+ARG;2012-08-22T11:06:10.000-04:00;False;False;['normal', 'user_info_verified', 'medium_seller', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller', 'messages_as_buyer'];GAMESTATION ARG;;;;395940.0;[];MLA;http://resources.mlstatic.com/eshops/119914491v3c507a.png;1.0;119914491.0;0.0;18303;1871;historic;0.03;0.95;0.02;16432;platinum;0.0;0;60 days;0.0;0;60 days;60 days;3475;0.0;0;60 days;5_green;12;3984.81;70.17;ARS;AR-C;Capital Federal;TUxBQkJFTDcyNTJa;Belgrano;True;me2;['self_service_in', 'mandatory_free_shipping'];drop_off;False;;;;;AR;Argentina;AR-C;Capital Federal;TUxBQkJFTDcyNTJa;Belgrano;;;;0.019;72.0;0.0113;39.0;0.02;76.0;2021-01-24T00:00:00.000-04:00;green_platinum;MLA879426285;[{'id': '1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 28100, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-01-14T13:36:50Z'}];ARS;[];
2;MLA902033509;MLA;Moto G6 Plus |+caja Completa|-no Prende ;11500.0;;ARS;1;0;buy_it_now;gold_special;2040-12-17T04:00:00.000Z;used;https://articulo.mercadolibre.com.ar/MLA-902033509-moto-g6-plus-caja-completa-no-prende-_JM;http://http2.mlstatic.com/D_742757-MLA44143180816_112020-O.jpg;True;[{'value_struct': None, 'attribute_group_id': 'OTHERS', 'name': 'Marca', 'value_name': 'Motorola', 'values': [{'id': '2503', 'name': 'Motorola', 'struct': None, 'source': 1}], 'attribute_group_name': 'Otros', 'source': 1, 'id': 'BRAND', 'value_id': '2503'}, {'value_id': '7477349', 'values': [{'id': '7477349', 'name': 'Adreno 508', 'struct': None, 'source': 1}], 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'source': 1, 'id': 'GPU_MODEL', 'name': 'Modelo de GPU', 'value_name': 'Adreno 508', 'value_struct': None}, {'id': 'ITEM_CONDITION', 'value_id': '2230581', 'values': [{'name': 'Usado', 'struct': None, 'source': 7092, 'id': '2230581'}], 'attribute_group_id': 'OTHERS', 'source': 7092, 'name': 'Condición del ítem', 'value_name': 'Usado', 'value_struct': None, 'attribute_group_name': 'Otros'}, {'attribute_group_name': 'Otros', 'source': 1, 'id': 'LINE', 'value_name': 'Moto G', 'value_struct': None, 'attribute_group_id': 'OTHERS', 'name': 'Línea', 'value_id': '3073863', 'values': [{'source': 1, 'id': '3073863', 'name': 'Moto G', 'struct': None}]}, {'id': 'MODEL', 'values': [{'id': '2915826', 'name': 'G6 Plus', 'struct': None, 'source': 1}], 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'source': 1, 'name': 'Modelo', 'value_id': '2915826', 'value_name': 'G6 Plus', 'value_struct': None}, {'attribute_group_name': 'Otros', 'source': 1, 'id': 'PROCESSOR_MODEL', 'name': 'Modelo del procesador', 'value_id': '6900526', 'value_name': 'Snapdragon 630', 'value_struct': None, 'values': [{'name': 'Snapdragon 630', 'struct': None, 'source': 1, 'id': '6900526'}], 'attribute_group_id': 'OTHERS'}, {'name': 'Peso', 'value_name': '167 g', 'value_struct': {'number': 167, 'unit': 'g'}, 'values': [{'source': 1, 'id': '2087871', 'name': '167 g', 'struct': {'number': 167, 'unit': 'g'}}], 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'source': 1, 'id': 'WEIGHT', 'value_id': '2087871'}];;MLA1055;;MLA-CELLPHONES;MLA9452522;['dragged_bids_and_visits', 'poor_quality_picture', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed'];;3;156434130;http://perfil.mercadolibre.com.ar/MONICATORREZ564;2014-03-31T19:51:58.000-04:00;False;False;['normal', 'user_info_verified', 'credits_active_borrower', 'credits_profile', 'mshops', 'messages_as_seller', 'messages_as_buyer'];;;;;;;;;;;;14;7;historic;0.0;1.0;0.0;7;;0.0;0;365 days;0.0;0;365 days;365 days;7;0.0;0;365 days;4_light_green;12;1630.8;70.17;ARS;AR-C;Capital Federal;TUxBQk1BVDMwMDJa;Mataderos;True;me2;[];drop_off;False;;;;;AR;Argentina;AR-C;Capital Federal;TUxBQk1BVDMwMDJa;Mataderos;;;;;;;;;;;;MLA902033509;[{'id': '5fcc1174-d1f2-40a3-92f6-b71cc1e2ecd1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 11500, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2020-12-22T22:49:39Z'}];ARS;[];
3;MLA902102999;MLA;Moto G6 32 Gb Usado;16000.0;;ARS;1;0;buy_it_now;gold_special;2040-12-18T04:00:00.000Z;used;https://articulo.mercadolibre.com.ar/MLA-902102999-moto-g6-32-gb-usado-_JM;http://http2.mlstatic.com/D_816164-MLA44403496864_122020-O.jpg;True;[{'values': [{'id': '2503', 'name': 'Motorola', 'struct': None, 'source': 7092}], 'attribute_group_id': 'OTHERS', 'source': 7092, 'id': 'BRAND', 'name': 'Marca', 'value_name': 'Motorola', 'value_id': '2503', 'value_struct': None, 'attribute_group_name': 'Otros'}, {'source': 1505, 'id': 'ITEM_CONDITION', 'value_id': '2230581', 'value_struct': None, 'values': [{'id': '2230581', 'name': 'Usado', 'struct': None, 'source': 1505}], 'attribute_group_id': 'OTHERS', 'name': 'Condición del ítem', 'value_name': 'Usado', 'attribute_group_name': 'Otros'}, {'values': [{'id': '3073863', 'name': 'Moto G', 'struct': None, 'source': 7092}], 'attribute_group_name': 'Otros', 'source': 7092, 'id': 'LINE', 'value_id': '3073863', 'value_name': 'Moto G', 'name': 'Línea', 'value_struct': None, 'attribute_group_id': 'OTHERS'}, {'value_name': 'G6', 'value_struct': None, 'values': [{'name': 'G6', 'struct': None, 'source': 7092, 'id': '8074'}], 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'source': 7092, 'id': 'MODEL', 'name': 'Modelo', 'value_id': '8074'}, {'values': [{'source': 7092, 'id': '6936759', 'name': 'Snapdragon 450', 'struct': None}], 'attribute_group_id': 'OTHERS', 'id': 'PROCESSOR_MODEL', 'value_id': '6936759', 'value_name': 'Snapdragon 450', 'source': 7092, 'name': 'Modelo del procesador', 'value_struct': None, 'attribute_group_name': 'Otros'}, {'values': [{'id': '2087871', 'name': '167 g', 'struct': {'number': 167, 'unit': 'g'}, 'source': 7092}], 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'source': 7092, 'id': 'WEIGHT', 'name': 'Peso', 'value_id': '2087871', 'value_name': '167 g', 'value_struct': {'number': 167, 'unit': 'g'}}];;MLA1055;;MLA-CELLPHONES;MLA9652753;['poor_quality_picture', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed'];;4;184895209;http://perfil.mercadolibre.com.ar/WANDERBOI;2015-06-05T02:42:08.000-04:00;False;False;['normal', 'user_info_verified', 'credits_profile', 'mshops', 'messages_as_seller', 'messages_as_buyer'];;;;;;;;;;;;511;21;historic;0.0;0.98;0.02;490;silver;0.0;0;60 days;0.0;0;60 days;60 days;98;0.0;0;60 days;5_green;12;2268.93;70.17;ARS;AR-C;Capital Federal;TUxBQlJFQzkyMTVa;Recoleta;False;me2;['self_service_in'];xd_drop_off;False;;;;;AR;Argentina;AR-C;Capital Federal;TUxBQlJFQzkyMTVa;Recoleta;;;;;;;;;;;;;;;;
4;MLA899797530;MLA;Celular Motorola Xt1922-4 - Moto G6 Play - 32gb - Dorado;19000.0;;ARS;1;5;buy_it_now;gold_special;2040-11-28T04:00:00.000Z;new;https://articulo.mercadolibre.com.ar/MLA-899797530-celular-motorola-xt1922-4-moto-g6-play-32gb-dorado-_JM;http://http2.mlstatic.com/D_921937-MLA44237227213_122020-O.jpg;True;[{'attribute_group_name': 'Otros', 'source': 1, 'id': 'BRAND', 'name': 'Marca', 'value_name': 'Motorola', 'values': [{'id': '2503', 'name': 'Motorola', 'struct': None, 'source': 1}], 'attribute_group_id': 'OTHERS', 'value_id': '2503', 'value_struct': None}, {'source': 6808261514773724, 'id': 'ITEM_CONDITION', 'value_id': '2230582', 'value_struct': None, 'attribute_group_name': 'Otros', 'name': 'Condición del ítem', 'value_name': 'Reacondicionado', 'values': [{'id': '2230582', 'name': 'Reacondicionado', 'struct': None, 'source': 6808261514773724}], 'attribute_group_id': 'OTHERS'}, {'name': 'Línea', 'value_struct': None, 'values': [{'id': '3073863', 'name': 'Moto G', 'struct': None, 'source': 1}], 'attribute_group_name': 'Otros', 'id': 'LINE', 'value_id': '3073863', 'value_name': 'Moto G', 'attribute_group_id': 'OTHERS', 'source': 1}, {'value_struct': None, 'source': 1, 'id': 'MODEL', 'name': 'Modelo', 'values': [{'struct': None, 'source': 1, 'id': '2876818', 'name': 'G6 Play'}], 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_id': '2876818', 'value_name': 'G6 Play'}];;MLA1055;;MLA-CELLPHONES;MLA9413721;['brand_verified', 'good_quality_picture', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed'];;5;79599554;http://perfil.mercadolibre.com.ar/VERKOFELECTRONICS;2009-06-16T21:04:44.000-04:00;False;False;['normal', 'user_info_verified', 'credits_profile', 'messages_as_seller', 'messages_as_buyer'];;;;;;;;;;;;77;4;historic;0.0;1.0;0.0;73;;0.0;2;365 days;0.0;0;365 days;365 days;73;0.0;0;365 days;5_green;12;2694.36;70.17;ARS;AR-C;Capital Federal;TUxBQkJBUjM0MDha;Barracas;True;me2;['mandatory_free_shipping'];drop_off;False;;;;;AR;Argentina;AR-C;Capital Federal;TUxBQkJBUjM0MDha;Barracas;;;;;;;;;;;;;;;;
5;MLA844157293;MLA;Motorola Moto G6 Bueno Indigo Liberado;18999.0;;ARS;1;5;buy_it_now;gold_special;2040-03-11T06:39:21.000Z;new;https://articulo.mercadolibre.com.ar/MLA-844157293-motorola-moto-g6-bueno-indigo-liberado-_JM;http://http2.mlstatic.com/D_924739-MLA41140557566_032020-I.jpg;True;[{'id': 'BRAND', 'name': 'Marca', 'source': 4060709329251625, 'value_id': '2503', 'value_name': 'Motorola', 'value_struct': None, 'values': [{'id': '2503', 'name': 'Motorola', 'struct': None, 'source': 4060709329251625}], 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros'}, {'name': 'Condición del ítem', 'value_name': 'Reacondicionado', 'values': [{'struct': None, 'source': 1138849081739375, 'id': '2230582', 'name': 'Reacondicionado'}], 'id': 'ITEM_CONDITION', 'value_id': '2230582', 'value_struct': None, 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'source': 1138849081739375}, {'values': [{'struct': None, 'source': 4060709329251625, 'id': '59187', 'name': 'Moto'}], 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'source': 4060709329251625, 'id': 'LINE', 'value_id': '59187', 'value_struct': None, 'name': 'Línea', 'value_name': 'Moto'}, {'value_id': '8074', 'value_struct': None, 'attribute_group_name': 'Otros', 'source': 4060709329251625, 'id': 'MODEL', 'name': 'Modelo', 'value_name': 'G6', 'values': [{'source': 4060709329251625, 'id': '8074', 'name': 'G6', 'struct': None}], 'attribute_group_id': 'OTHERS'}, {'value_name': 'Snapdragon 450', 'value_struct': None, 'values': [{'name': 'Snapdragon 450', 'struct': None, 'source': 1138849081739375, 'id': '6936759'}], 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'id': 'PROCESSOR_MODEL', 'name': 'Modelo del procesador', 'value_id': '6936759', 'source': 1138849081739375}, {'id': 'WEIGHT', 'value_id': '2087871', 'value_name': '167 g', 'value_struct': {'unit': 'g', 'number': 167}, 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'source': 1138849081739375, 'name': 'Peso', 'values': [{'id': '2087871', 'name': '167 g', 'struct': {'number': 167, 'unit': 'g'}, 'source': 1138849081739375}]}];;MLA1055;;MLA-CELLPHONES;MLA9652753;['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed'];;6;304248120;http://perfil.mercadolibre.com.ar/ZELUCASH+ARG;2018-02-25T12:09:37.000-04:00;False;False;['normal', 'user_info_verified', 'credits_profile', 'messages_as_seller', 'messages_as_buyer'];;;;;;;;;;;;18482;2798;historic;0.05;0.92;0.03;15684;;0.0;0;60 days;0.0;0;60 days;60 days;985;0.0;0;60 days;5_green;12;2694.22;70.17;ARS;AR-C;Capital Federal;TUxBQk1PTjUxOTJa;Monserrat;True;me2;['self_service_in', 'mandatory_free_shipping'];cross_docking;False;;;;;AR;Argentina;AR-C;Capital Federal;TUxBQk1PTjUxOTJa;Monserrat;;;;0.0441;50.0;0.0119;12.0;0.0167;19.0;2021-02-24T00:00:00.000-04:00;orange;MLA844157293;[{'id': '44cfcf5a-c85a-405c-aef8-4cac55891172', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 18999, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-01-08T13:05:30Z'}];ARS;[];
6;MLA858524508;MLA;Motorola Moto G6 Play Bueno Negro Liberado;22199.0;;ARS;1;5;buy_it_now;gold_pro;2040-05-23T04:00:00.000Z;new;https://articulo.mercadolibre.com.ar/MLA-858524508-motorola-moto-g6-play-bueno-negro-liberado-_JM;http://http2.mlstatic.com/D_741527-MLA41986384316_052020-O.jpg;True;[{'name': 'Marca', 'value_id': '2503', 'value_name': 'Motorola', 'value_struct': None, 'attribute_group_name': 'Otros', 'id': 'BRAND', 'values': [{'id': '2503', 'name': 'Motorola', 'struct': None, 'source': 1138849081739375}], 'attribute_group_id': 'OTHERS', 'source': 1138849081739375}, {'value_struct': None, 'value_name': 'Reacondicionado', 'name': 'Condición del ítem', 'value_id': '2230582', 'values': [{'id': '2230582', 'name': 'Reacondicionado', 'struct': None, 'source': 1138849081739375}], 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'source': 1138849081739375, 'id': 'ITEM_CONDITION'}, {'id': 'LINE', 'name': 'Línea', 'value_struct': None, 'values': [{'source': 1138849081739375, 'id': '59187', 'name': 'Moto', 'struct': None}], 'attribute_group_name': 'Otros', 'value_id': '59187', 'value_name': 'Moto', 'attribute_group_id': 'OTHERS', 'source': 1138849081739375}, {'name': 'Modelo', 'value_id': '2876818', 'source': 1138849081739375, 'attribute_group_name': 'Otros', 'id': 'MODEL', 'value_name': 'G6 Play', 'value_struct': None, 'values': [{'struct': None, 'source': 1138849081739375, 'id': '2876818', 'name': 'G6 Play'}], 'attribute_group_id': 'OTHERS'}, {'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '2087990', 'name': 'Snapdragon 430', 'struct': None, 'source': 1138849081739375}], 'value_id': '2087990', 'value_name': 'Snapdragon 430', 'source': 1138849081739375, 'id': 'PROCESSOR_MODEL', 'name': 'Modelo del procesador'}, {'id': 'WEIGHT', 'name': 'Peso', 'values': [{'source': 1138849081739375, 'id': '462001', 'name': '175 g', 'struct': {'number': 175, 'unit': 'g'}}], 'attribute_group_id': 'OTHERS', 'value_id': '462001', 'value_name': '175 g', 'value_struct': {'number': 175, 'unit': 'g'}, 'attribute_group_name': 'Otros', 'source': 1138849081739375}];;MLA1055;;MLA-CELLPHONES;MLA9413721;['catalog_product_candidate', 'good_quality_picture', 'good_quality_thumbnail', 'brand_verified', 'immediate_payment', 'shipping_guaranteed'];;7;304248120;http://perfil.mercadolibre.com.ar/ZELUCASH+ARG;2018-02-25T12:09:37.000-04:00;False;False;['normal', 'user_info_verified', 'credits_profile', 'messages_as_seller', 'messages_as_buyer'];;;;;;;;;;;;18482;2798;historic;0.05;0.92;0.03;15684;;0.0;0;60 days;0.0;0;60 days;60 days;985;0.0;0;60 days;5_green;9;2466.56;0.0;ARS;AR-C;Capital Federal;TUxBQk1PTjUxOTJa;Monserrat;True;me2;['self_service_in', 'mandatory_free_shipping'];cross_docking;False;;;;;AR;Argentina;AR-C;Capital Federal;TUxBQk1PTjUxOTJa;Monserrat;;;;0.0441;50.0;0.0119;12.0;0.0167;19.0;2021-02-24T00:00:00.000-04:00;orange;MLA858524508;[{'id': 'ccb105e1-c2db-4a8e-80df-b1c2ea98f89e', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 22199, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-01-08T13:06:10Z'}];ARS;[];35713248.0
