item_id;product;domain_id;sold_quantity;title;tags;category_id;price;seller_address.country.name;official_store_id;condition;start_time;listing_type_id;seller_address.state.name;catalog_product_id;seller_id;health;initial_quantity;warranty;available_quantity;original_price;base_price;questions_total;user_user_type;user_seller_reputation.transactions.ratings.negative;user_seller_reputation.transactions.ratings.positive;user_seller_reputation.level_id;user_seller_reputation.transactions.ratings.neutral;user_nickname;user_seller_reputation.transactions.completed;user_seller_reputation.transactions.canceled;user_seller_reputation.power_seller_status;product_domain_id;product_name
MLA870939786;Dell Inspiron;MLA-NOTEBOOKS;0;Notebook Dell 5593 Inspiron Corei7 Ram 8gb Ssd 256gb Ck6dv;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];MLA1652;241313.19;Argentina;;new;2020-07-30T17:51:41.000Z;gold_pro;Capital Federal;MLA15582392;47277478;0.9;342;Garantía de fábrica: 1 años;250;;241313.19;;normal;0.01;0.98;5_green;0.01;TRES MARES;31496.0;2750.0;platinum;MLA-NOTEBOOKS;Dell Inspiron 5593 - Platinum silver - 8 GB - 256 GB - 1920 px x 1080 px - Intel UHD Graphics - Intel - Core i5 - 1035G1 - Windows - 10 - Home
MLA881143886;Dell Inspiron;MLA-NOTEBOOKS;0;Notebook Dell Inspiron I7 256ssd + 480ssd 16gb 15.6 W10 Gf;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];MLA1652;178699.0;Argentina;69;new;2020-09-28T13:29:40.000Z;gold_special;Capital Federal;MLA15344922;179571326;0.8;20;;1;;178699.0;4.0;brand;0.02;0.96;5_green;0.02;TIENDASMERCADOLIBRE;6790.0;509.0;platinum;MLA-NOTEBOOKS;Dell Inspiron 5593
MLA896769972;Dell Inspiron;MLA-NOTEBOOKS;0;Notebook Laptop Dell Inspiron I3 12gb 1tb + 240 Ssd15.6 W10;['good_quality_picture', 'good_quality_thumbnail', 'brand_verified', 'extended_warranty_eligible', 'immediate_payment', 'cart_eligible'];MLA1652;104899.0;Argentina;69;new;2020-11-11T18:58:57.000Z;gold_special;Capital Federal;MLA15349658;179571326;0.8;2;;1;;104899.0;4.0;brand;0.02;0.96;5_green;0.02;TIENDASMERCADOLIBRE;6790.0;509.0;platinum;MLA-NOTEBOOKS;Dell Inspiron 3593
MLA882817852;Dell Inspiron;MLA-NOTEBOOKS;0;Notebook Laptop Dell Inspiron I5 10g 8g 256gb + 480ssd Ubu;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];MLA1652;115999.0;Argentina;69;new;2020-10-07T13:43:04.000Z;gold_special;Capital Federal;MLA15349659;179571326;0.8;4;;1;;115999.0;1.0;brand;0.02;0.96;5_green;0.02;TIENDASMERCADOLIBRE;6790.0;509.0;platinum;MLA-NOTEBOOKS;Dell Inspiron 3493
MLA858013368;Dell Inspiron;MLA-NOTEBOOKS;0;Dell Inspiron 7559 Intel I7 16gb Ssd 240 Gtx 960m Gaming;['poor_quality_picture', 'immediate_payment', 'cart_eligible'];MLA1652;149999.99;Argentina;;used;2020-05-26T11:59:51.000Z;gold_pro;Capital Federal;MLA16607562;280335277;0.87;1;Sin garantía;1;;149999.99;4.0;normal;0.0;1.0;5_green;0.0;TUMERCADOONLINEBA1;37.0;10.0;;MLA-NOTEBOOKS;Dell Inspiron 7559
MLA881143999;Dell Inspiron;MLA-NOTEBOOKS;0;Notebook Dell Inspiron I5 256ssd 12gb W10 Gforce;['good_quality_thumbnail', 'brand_verified', 'good_quality_picture', 'immediate_payment', 'cart_eligible'];MLA1652;193698.0;Argentina;69;new;2020-09-28T13:27:43.000Z;gold_pro;Capital Federal;MLA15344922;179571326;0.9;2;;1;;193698.0;1.0;brand;0.02;0.96;5_green;0.02;TIENDASMERCADOLIBRE;6790.0;509.0;platinum;MLA-NOTEBOOKS;Dell Inspiron 5593
MLA896788018;Dell Inspiron;MLA-NOTEBOOKS;0;Notebook Laptop Dell Inspiron I3 4gb 1tb Ubuntu;['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible'];MLA1652;92199.0;Argentina;69;new;2020-11-11T20:50:52.000Z;gold_special;Capital Federal;MLA15349658;179571326;0.77;23;;1;;92199.0;1.0;brand;0.02;0.96;5_green;0.02;TIENDASMERCADOLIBRE;6790.0;509.0;platinum;MLA-NOTEBOOKS;Dell Inspiron 3593
MLA674049975;Dell Inspiron;MLA-NOTEBOOKS;5;Notebook Laptop Dell I7 10g 16g 256ssd + 1t W10 Gf Cuotas;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];MLA1652;177999.0;Argentina;69;new;2017-07-11T12:37:01.000Z;gold_special;Capital Federal;MLA15344922;179571326;0.9;29;Garantía de fábrica: 1 años;1;291283;177999.0;240.0;brand;0.02;0.96;5_green;0.02;TIENDASMERCADOLIBRE;6790.0;509.0;platinum;MLA-NOTEBOOKS;Dell Inspiron 5593
MLA881141870;Dell Inspiron;MLA-NOTEBOOKS;0;Notebook Laptop Dell Inspiron I3 32gb 1tb + 480ssd 14 Ubu;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];MLA1652;140198.0;Argentina;69;new;2020-09-28T13:25:29.000Z;gold_pro;Capital Federal;MLA15349659;179571326;0.9;8;;1;;140198.0;0.0;brand;0.02;0.96;5_green;0.02;TIENDASMERCADOLIBRE;6790.0;509.0;platinum;MLA-NOTEBOOKS;Dell Inspiron 3493
MLA881143471;Dell Inspiron;MLA-NOTEBOOKS;0;Notebook Laptop Dell Inspiron I5 10g 12g 256gb + 240ssd Ubu;['good_quality_picture', 'good_quality_thumbnail', 'brand_verified', 'immediate_payment', 'cart_eligible'];MLA1652;147998.0;Argentina;69;new;2020-09-28T13:26:49.000Z;gold_pro;Capital Federal;MLA15349659;179571326;0.9;4;;1;;147998.0;0.0;brand;0.02;0.96;5_green;0.02;TIENDASMERCADOLIBRE;6790.0;509.0;platinum;MLA-NOTEBOOKS;Dell Inspiron 3493
MLA881143992;Dell Inspiron;MLA-NOTEBOOKS;0;Notebook Laptop Dell Inspiron I5 10g 8g 256gb + 1tb Ubu;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];MLA1652;147998.0;Argentina;69;new;2020-09-28T13:27:31.000Z;gold_pro;Capital Federal;MLA15349659;179571326;0.9;4;;1;;147998.0;0.0;brand;0.02;0.96;5_green;0.02;TIENDASMERCADOLIBRE;6790.0;509.0;platinum;MLA-NOTEBOOKS;Dell Inspiron 3493
MLA881143488;Dell Inspiron;MLA-NOTEBOOKS;0;Notebook Laptop Dell Inspiron I5 10g 32g 256gb + 240ssd Ubu;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];MLA1652;170398.0;Argentina;69;new;2020-09-28T13:26:58.000Z;gold_pro;Capital Federal;MLA15349659;179571326;0.9;4;;1;;170398.0;0.0;brand;0.02;0.96;5_green;0.02;TIENDASMERCADOLIBRE;6790.0;509.0;platinum;MLA-NOTEBOOKS;Dell Inspiron 3493
MLA896767235;Dell Inspiron;MLA-NOTEBOOKS;0;Notebook Laptop Dell Inspiron I3 16gb 1tb + 480ssd 15.6 W10;['brand_verified', 'good_quality_picture', 'immediate_payment', 'cart_eligible'];MLA1652;112599.0;Argentina;69;new;2020-11-11T18:59:03.000Z;gold_special;Capital Federal;MLA15349658;179571326;0.77;1;;1;;112599.0;0.0;brand;0.02;0.96;5_green;0.02;TIENDASMERCADOLIBRE;6790.0;509.0;platinum;MLA-NOTEBOOKS;Dell Inspiron 3593
MLA896767447;Dell Inspiron;MLA-NOTEBOOKS;0;Notebook Laptop Dell Inspiron I3 4gb 1tb 15.6 Win 10 Letra Ñ;['good_quality_picture', 'brand_verified', 'immediate_payment', 'cart_eligible'];MLA1652;121598.0;Argentina;69;new;2020-11-11T19:03:42.000Z;gold_pro;Capital Federal;MLA15349658;179571326;0.88;1;;1;;121598.0;0.0;brand;0.02;0.96;5_green;0.02;TIENDASMERCADOLIBRE;6790.0;509.0;platinum;MLA-NOTEBOOKS;Dell Inspiron 3593
MLA896768249;Dell Inspiron;MLA-NOTEBOOKS;0;Notebook Laptop Dell Inspiron I3 32gb 1tb + 480ssd 15.6 W10;['good_quality_picture', 'brand_verified', 'immediate_payment', 'cart_eligible'];MLA1652;122999.0;Argentina;69;new;2020-11-11T18:59:08.000Z;gold_special;Capital Federal;MLA15349658;179571326;0.77;1;;1;;122999.0;;brand;0.02;0.96;5_green;0.02;TIENDASMERCADOLIBRE;6790.0;509.0;platinum;MLA-NOTEBOOKS;Dell Inspiron 3593
MLA881142449;Dell Inspiron;MLA-NOTEBOOKS;0;Notebook Laptop Dell Inspiron I5 10g 32g 256gb + 1tb Ubu;['good_quality_picture', 'good_quality_thumbnail', 'brand_verified', 'immediate_payment', 'cart_eligible'];MLA1652;174098.0;Argentina;69;new;2020-09-28T13:28:09.000Z;gold_pro;Capital Federal;MLA15349659;179571326;0.9;4;;1;;174098.0;0.0;brand;0.02;0.96;5_green;0.02;TIENDASMERCADOLIBRE;6790.0;509.0;platinum;MLA-NOTEBOOKS;Dell Inspiron 3493
MLA896794773;Dell Inspiron;MLA-NOTEBOOKS;0;Notebook Laptop Dell Inspiron I3 8gb 1tb + 480ssd Ubuntu;['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible'];MLA1652;102699.0;Argentina;69;new;2020-11-11T21:50:07.000Z;gold_special;Capital Federal;MLA15349658;179571326;0.77;20;;1;;102699.0;0.0;brand;0.02;0.96;5_green;0.02;TIENDASMERCADOLIBRE;6790.0;509.0;platinum;MLA-NOTEBOOKS;Dell Inspiron 3593
MLA881143983;Dell Inspiron;MLA-NOTEBOOKS;0;Notebook Laptop Dell Inspiron I5 10g 16g 256gb + 480ssd Ubu;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];MLA1652;154798.0;Argentina;69;new;2020-09-28T13:27:19.000Z;gold_pro;Capital Federal;MLA15349659;179571326;0.9;4;;1;;154798.0;0.0;brand;0.02;0.96;5_green;0.02;TIENDASMERCADOLIBRE;6790.0;509.0;platinum;MLA-NOTEBOOKS;Dell Inspiron 3493
MLA881143996;Dell Inspiron;MLA-NOTEBOOKS;0;Notebook Laptop Dell Inspiron I5 10g 12g 256gb + 1tb Ubu;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];MLA1652;151698.0;Argentina;69;new;2020-09-28T13:27:34.000Z;gold_pro;Capital Federal;MLA15349659;179571326;0.9;4;;1;;151698.0;0.0;brand;0.02;0.96;5_green;0.02;TIENDASMERCADOLIBRE;6790.0;509.0;platinum;MLA-NOTEBOOKS;Dell Inspiron 3493
MLA882496804;Dell Inspiron;MLA-NOTEBOOKS;0;Notebook Dell Inspiron I5 256ssd + 480ssd 32gb W10 Gforce;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];MLA1652;176899.0;Argentina;69;new;2020-10-05T17:55:52.000Z;gold_special;Capital Federal;MLA15344922;179571326;0.8;2;;1;;176899.0;;brand;0.02;0.96;5_green;0.02;TIENDASMERCADOLIBRE;6790.0;509.0;platinum;MLA-NOTEBOOKS;Dell Inspiron 5593
MLA896795773;Dell Inspiron;MLA-NOTEBOOKS;0;Notebook Laptop Dell Inspiron I3 16gb 1tb + 480ssd Ubuntu;['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible'];MLA1652;109899.0;Argentina;69;new;2020-11-11T22:00:35.000Z;gold_special;Capital Federal;MLA15349658;179571326;0.77;20;;1;;109899.0;;brand;0.02;0.96;5_green;0.02;TIENDASMERCADOLIBRE;6790.0;509.0;platinum;MLA-NOTEBOOKS;Dell Inspiron 3593
MLA882519561;Dell Inspiron;MLA-NOTEBOOKS;0;Notebook Dell Inspiron I5 256ssd + 1tb 12gb W10 Gforce;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];MLA1652;203398.0;Argentina;69;new;2020-10-05T19:39:02.000Z;gold_pro;Capital Federal;MLA15344922;179571326;0.9;2;;1;;203398.0;0.0;brand;0.02;0.96;5_green;0.02;TIENDASMERCADOLIBRE;6790.0;509.0;platinum;MLA-NOTEBOOKS;Dell Inspiron 5593
MLA896769095;Dell Inspiron;MLA-NOTEBOOKS;0;Notebook Laptop Dell Inspiron I3 12gb 1tb + 480ssd 15.6 W10;['good_quality_picture', 'brand_verified', 'extended_warranty_eligible', 'immediate_payment', 'cart_eligible'];MLA1652;107599.0;Argentina;69;new;2020-11-11T18:59:00.000Z;gold_special;Capital Federal;MLA15349658;179571326;0.77;2;;1;;107599.0;;brand;0.02;0.96;5_green;0.02;TIENDASMERCADOLIBRE;6790.0;509.0;platinum;MLA-NOTEBOOKS;Dell Inspiron 3593
MLA881143454;Dell Inspiron;MLA-NOTEBOOKS;0;Notebook Laptop Dell Inspiron I5 10g 24g 256gb Ubuntu;['good_quality_picture', 'good_quality_thumbnail', 'brand_verified', 'immediate_payment', 'cart_eligible'];MLA1652;151398.0;Argentina;69;new;2020-09-28T13:26:41.000Z;gold_pro;Capital Federal;MLA15349659;179571326;0.9;4;;1;;151398.0;;brand;0.02;0.96;5_green;0.02;TIENDASMERCADOLIBRE;6790.0;509.0;platinum;MLA-NOTEBOOKS;Dell Inspiron 3493
MLA881144023;Dell Inspiron;MLA-NOTEBOOKS;0;Notebook Laptop Dell Inspiron I5 10g 24g 256gb + 1tb Ubu;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];MLA1652;160998.0;Argentina;69;new;2020-09-28T13:28:05.000Z;gold_pro;Capital Federal;MLA15349659;179571326;0.9;4;;1;;160998.0;;brand;0.02;0.96;5_green;0.02;TIENDASMERCADOLIBRE;6790.0;509.0;platinum;MLA-NOTEBOOKS;Dell Inspiron 3493
MLA882457646;Dell Inspiron;MLA-NOTEBOOKS;0;Notebook Dell Inspiron I5 256ssd + 240ssd 24gb W10 Gforce;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];MLA1652;163499.0;Argentina;69;new;2020-10-05T14:50:17.000Z;gold_special;Capital Federal;MLA15344922;179571326;0.8;2;;1;;163499.0;;brand;0.02;0.96;5_green;0.02;TIENDASMERCADOLIBRE;6790.0;509.0;platinum;MLA-NOTEBOOKS;Dell Inspiron 5593
MLA882518706;Dell Inspiron;MLA-NOTEBOOKS;0;Notebook Dell Inspiron I5 256ssd + 1tb 24gb W10 Gforce;['good_quality_picture', 'good_quality_thumbnail', 'brand_verified', 'immediate_payment', 'cart_eligible'];MLA1652;212698.0;Argentina;69;new;2020-10-05T19:39:28.000Z;gold_pro;Capital Federal;MLA15344922;179571326;0.9;2;;1;;212698.0;;brand;0.02;0.96;5_green;0.02;TIENDASMERCADOLIBRE;6790.0;509.0;platinum;MLA-NOTEBOOKS;Dell Inspiron 5593
MLA896793667;Dell Inspiron;MLA-NOTEBOOKS;0;Notebook Laptop Dell Inspiron I3 4gb 1tb + 480ssd Ubuntu;['brand_verified', 'extended_warranty_eligible', 'immediate_payment', 'cart_eligible'];MLA1652;99799.0;Argentina;69;new;2020-11-11T21:41:03.000Z;gold_special;Capital Federal;MLA15349658;179571326;0.77;20;;1;;99799.0;0.0;brand;0.02;0.96;5_green;0.02;TIENDASMERCADOLIBRE;6790.0;509.0;platinum;MLA-NOTEBOOKS;Dell Inspiron 3593
MLA869937612;Dell Inspiron;MLA-NOTEBOOKS;0;Notebook Laptop Dell Inspiron I3 4gb 1tb + 480ssd Win 10 ;['good_quality_picture', 'brand_verified', 'extended_warranty_eligible', 'immediate_payment', 'cart_eligible'];MLA1652;110999.0;Argentina;69;new;2020-07-24T19:48:16.000Z;gold_special;Capital Federal;MLA15349659;179571326;0.88;3;Garantía de fábrica: 1 años;1;;110999.0;0.0;brand;0.02;0.96;5_green;0.02;TIENDASMERCADOLIBRE;6790.0;509.0;platinum;MLA-NOTEBOOKS;Dell Inspiron 3493
MLA882456751;Dell Inspiron;MLA-NOTEBOOKS;0;Notebook Dell Inspiron I5 256ssd + 240ssd 12gb W10 Gforce;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];MLA1652;199598.0;Argentina;69;new;2020-10-05T14:36:30.000Z;gold_pro;Capital Federal;MLA15344922;179571326;0.9;2;;1;;199598.0;;brand;0.02;0.96;5_green;0.02;TIENDASMERCADOLIBRE;6790.0;509.0;platinum;MLA-NOTEBOOKS;Dell Inspiron 5593
MLA896769073;Dell Inspiron;MLA-NOTEBOOKS;0;Notebook Laptop Dell Inspiron I3 16gb 1tb 15.6 Win 10 Letrañ;['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible'];MLA1652;105099.0;Argentina;69;new;2020-11-11T18:58:46.000Z;gold_special;Capital Federal;MLA15349658;179571326;0.77;1;;1;;105099.0;0.0;brand;0.02;0.96;5_green;0.02;TIENDASMERCADOLIBRE;6790.0;509.0;platinum;MLA-NOTEBOOKS;Dell Inspiron 3593
MLA881143482;Dell Inspiron;MLA-NOTEBOOKS;0;Notebook Laptop Dell Inspiron I5 10g 24g 256gb + 240ssd Ubu;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];MLA1652;157298.0;Argentina;69;new;2020-09-28T13:26:55.000Z;gold_pro;Capital Federal;MLA15349659;179571326;0.9;4;;1;;157298.0;;brand;0.02;0.96;5_green;0.02;TIENDASMERCADOLIBRE;6790.0;509.0;platinum;MLA-NOTEBOOKS;Dell Inspiron 3493
MLA882457760;Dell Inspiron;MLA-NOTEBOOKS;0;Notebook Dell Inspiron I5 256ssd + 240ssd 32gb W10 Gforce;['good_quality_picture', 'good_quality_thumbnail', 'brand_verified', 'immediate_payment', 'cart_eligible'];MLA1652;172199.0;Argentina;69;new;2020-10-05T14:51:26.000Z;gold_special;Capital Federal;MLA15344922;179571326;0.8;10;;1;;172199.0;;brand;0.02;0.96;5_green;0.02;TIENDASMERCADOLIBRE;6790.0;509.0;platinum;MLA-NOTEBOOKS;Dell Inspiron 5593
MLA896793222;Dell Inspiron;MLA-NOTEBOOKS;0;Notebook Laptop Dell Inspiron I3 16gb 1tb Ubuntu;['good_quality_picture', 'brand_verified', 'extended_warranty_eligible', 'immediate_payment', 'cart_eligible'];MLA1652;102299.0;Argentina;69;new;2020-11-11T21:20:31.000Z;gold_special;Capital Federal;MLA15349658;179571326;0.77;20;;1;;102299.0;;brand;0.02;0.96;5_green;0.02;TIENDASMERCADOLIBRE;6790.0;509.0;platinum;MLA-NOTEBOOKS;Dell Inspiron 3593
MLA896796930;Dell Inspiron;MLA-NOTEBOOKS;0;Notebook Laptop Dell Inspiron I3 24gb 1tb Ubuntu;['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible'];MLA1652;107499.0;Argentina;69;new;2020-11-11T22:21:17.000Z;gold_special;Capital Federal;MLA15349658;179571326;0.77;18;;1;;107499.0;;brand;0.02;0.96;5_green;0.02;TIENDASMERCADOLIBRE;6790.0;509.0;platinum;MLA-NOTEBOOKS;Dell Inspiron 3593
MLA865606925;Apple Macbook;MLA-NOTEBOOKS;15;Apple Macbook Air 13.3' 2020 Intel I3 8gb 256gb;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible'];MLA1652;160000.0;Argentina;;new;2020-07-02T00:57:57.000Z;gold_special;Capital Federal;MLA15913938;5276693;0.75;33;Garantía del vendedor: 6 meses;1;;160000.0;;normal;0.01;0.97;5_green;0.02;HARLEM;2681.0;250.0;platinum;MLA-NOTEBOOKS;Apple MacBook Air A2179
MLA896864876;Apple Macbook;MLA-NOTEBOOKS;7;Apple Macbook Air 2020 13.3 Core I3 8gb 256gb A2179 1,29kg;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible'];MLA1652;154000.0;Argentina;;new;2020-11-12T13:17:42.000Z;gold_special;Capital Federal;MLA15913938;86898163;0.87;10;Garantía de fábrica: 12 meses;2;;154000.0;;normal;0.01;0.98;5_green;0.01;OFERTAS INFORMATICAS;27404.0;1416.0;platinum;MLA-NOTEBOOKS;Apple MacBook Air A2179
MLA865569740;Apple Macbook;MLA-NOTEBOOKS;15;Macbook Air 13.3 Intel Core I5 512gb Ssd, 8gb (nuevo Modelo);['good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'brand_verified', 'immediate_payment', 'cart_eligible'];MLA1652;225000.0;Argentina;;new;2020-07-01T20:54:03.000Z;gold_special;Capital Federal;;44778367;0.87;34;Garantía de fábrica: 12 meses;1;;225000.0;;normal;0.01;0.99;5_green;0.0;EAGLETECHNOLOGY;7697.0;436.0;platinum;;
MLA831825009;Apple Macbook;MLA-NOTEBOOKS;12;Macbook Air 2020 Retina Sensor Id Ssd256gb 18 Cuotas Sin Int;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];MLA1652;259999.0;Argentina;;new;2019-12-26T17:37:14.000Z;gold_pro;Capital Federal;MLA15913938;225480741;1.0;20901;Garantía del vendedor: 12 meses;10500;;259999.0;;normal;0.0;1.0;5_green;0.0;MLSERCOFIN;4411.0;336.0;platinum;MLA-NOTEBOOKS;Apple MacBook Air A2179
MLA903181331;Apple Macbook;MLA-NOTEBOOKS;1;Apple Macbook Pro 16 2020 Touch Bar Intel Core I7 512gb;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];MLA1652;459999.0;Argentina;1938;new;2021-01-05T15:15:27.000Z;gold_special;Buenos Aires;;608846165;0.87;5;Garantía de fábrica: 12 meses;1;;459999.0;;brand;0.07;0.9;5_green;0.03;ELECTRONICAFLA;191044.0;8614.0;platinum;;
MLA903404556;Apple Macbook;MLA-NOTEBOOKS;2;Apple Macbook Air 13.3 Español Intel Core I3 256gb Ssd 8gb;['good_quality_picture', 'good_quality_thumbnail', 'brand_verified', 'immediate_payment', 'cart_eligible'];MLA1652;155999.0;Argentina;;new;2021-01-07T02:09:31.000Z;gold_special;Capital Federal;MLA15913938;53644240;0.87;3;Garantía de fábrica: 1 años;1;;155999.0;9.0;normal;0.0;0.99;5_green;0.01;TRICU3O;621.0;31.0;silver;MLA-NOTEBOOKS;Apple MacBook Air A2179
MLA885542068;Apple Macbook;MLA-NOTEBOOKS;8;Apple Macbook Air 2020 Mwtl2ll/a 13.3  Core I3 256gb Dorado;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible'];MLA1652;153899.0;Argentina;;new;2020-10-26T21:48:14.000Z;gold_special;Capital Federal;MLA15913938;82274172;0.88;20;Garantía de fábrica: 12 meses;3;;153899.0;;normal;0.01;0.97;5_green;0.02;BH COMPUTACION;27221.0;1544.0;platinum;MLA-NOTEBOOKS;Apple MacBook Air A2179
MLA896870097;Apple Macbook;MLA-NOTEBOOKS;7;Apple Macbook Air 2020 13.3 A2179 Intel Core I3 8gb 256gb ;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible'];MLA1652;153999.0;Argentina;;new;2020-11-12T13:39:30.000Z;gold_special;Capital Federal;MLA15913938;69526727;0.9;15;Garantía de fábrica: 12 meses;3;;153999.0;;normal;0.02;0.96;5_green;0.02;ELECTRONIC-MARKET;28183.0;1469.0;platinum;MLA-NOTEBOOKS;Apple MacBook Air A2179
MLA897147605;Apple Macbook;MLA-NOTEBOOKS;0;Macbook Pro 13 Touchbar 2020 I5 8gb 256gb Ssd Garantia;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];MLA1652;260000.0;Argentina;;new;2020-11-14T01:59:05.000Z;gold_special;Buenos Aires;MLA16598196;337885694;0.8;1;Garantía de fábrica: 12 meses;1;;260000.0;;normal;0.0;0.99;5_green;0.01;FLP8381;22.0;3.0;;MLA-NOTEBOOKS;Apple MacBook Pro A2289
MLA878263917;Apple Macbook;MLA-NOTEBOOKS;2;Apple Macbook Pro 13 Core I5 Gen 10 Ssd 1tb 16gb Touch Bar;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];MLA1652;399999.0;Argentina;;new;2020-09-12T02:41:05.000Z;gold_special;Capital Federal;;15096445;0.7;202;Garantía de fábrica: 12 meses;150;490000;399999.0;;normal;0.01;0.98;5_green;0.01;TECNOLIFE ARG;66361.0;4296.0;platinum;;
MLA886631663;Apple Macbook;MLA-NOTEBOOKS;2;Apple Macbook Air 2020 Mwtj2ll/a 13.3  Core I3 256gb Gris;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];MLA1652;154000.0;Argentina;;new;2020-11-03T18:57:39.000Z;gold_special;Capital Federal;MLA15913938;82274172;0.9;6;Garantía de fábrica: 12 meses;1;;154000.0;;normal;0.01;0.97;5_green;0.02;BH COMPUTACION;27221.0;1544.0;platinum;MLA-NOTEBOOKS;Apple MacBook Air A2179
MLA653282516;Apple Macbook;MLA-NOTEBOOKS;5;Macbook Air Modelo A1466 13.3 I5 8gb Ssd 512/256/128 Garanti;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];MLA1652;189999.0;Argentina;;new;2017-02-07T23:19:45.000Z;gold_special;Capital Federal;MLA15306717;225480741;0.9;1125;12 MESES CON FACTURA;500;;189999.0;;normal;0.0;1.0;5_green;0.0;MLSERCOFIN;4411.0;336.0;platinum;MLA-NOTEBOOKS;Apple MacBook Air A1466 - Silver - 8 GB - 128 GB - 1440 px x 900 px - Intel HD Graphics 6000 - Intel - Core i5 - 5350U - macOS - Sierra - 10
MLA843370924;Apple Macbook;MLA-NOTEBOOKS;3;Macbook Pro 16  Con Touch Bar: 2.6ghz 6-core I7, 512gb;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];MLA1652;539999.0;Argentina;;new;2020-03-12T01:04:05.000Z;gold_special;Santa Fe;;208137579;0.8;5;Garantía de fábrica: 1 años;1;599999;539999.0;;normal;0.01;0.98;5_green;0.01;ONECLICKARG;16520.0;877.0;platinum;;
MLA832710886;Apple Macbook;MLA-NOTEBOOKS;2;Macbook Pro 15  Quadcore I7 2.2ghz 8g 500g 2011 Mojave 10.14;['dragged_bids_and_visits', 'poor_quality_picture', 'immediate_payment', 'cart_eligible'];MLA1652;80000.0;Argentina;;used;2020-01-02T16:41:33.000Z;gold_special;Capital Federal;;164032151;0.55;1;;1;;80000.0;;normal;0.01;0.97;5_green;0.02;SERVICIOSAPPLEMAC;342.0;107.0;silver;;
MLA865003694;Apple Macbook;MLA-NOTEBOOKS;0;Macbook M3 Retina 12-inch 2015 8gb Ram Permu X iMac O Drone;['poor_quality_picture', 'immediate_payment', 'cart_eligible'];MLA1652;120000.0;Argentina;;used;2020-06-28T17:10:47.000Z;gold_special;Capital Federal;;147639453;0.66;1;Garantía del vendedor: 6 meses;1;;120000.0;;normal;0.01;0.96;5_green;0.03;ALTOSPRECIOS.COM;395.0;46.0;silver;;
