item_id;product;domain_id;sold_quantity;title;tags;category_id;price;seller_address.country.name;official_store_id;condition;start_time;listing_type_id;seller_address.state.name;catalog_product_id;seller_id;health;initial_quantity;warranty;available_quantity;original_price;base_price;questions_total;user_user_type;user_seller_reputation.transactions.ratings.negative;user_seller_reputation.transactions.ratings.positive;user_seller_reputation.level_id;user_seller_reputation.transactions.ratings.neutral;user_nickname;user_seller_reputation.transactions.completed;user_seller_reputation.transactions.canceled;user_seller_reputation.power_seller_status;product_domain_id;product_name
MLA896987657;Apple Macbook;MLA-NOTEBOOKS;0;Macbook Pro A1502 - Con Cargador Original. Lista Para Usar! ;['poor_quality_picture', 'immediate_payment', 'cart_eligible'];MLA1652;119800.0;Argentina;;used;2020-11-13T02:18:45.000Z;gold_special;Buenos Aires;MLA15741419;90662636;0.77;1;Garantía del vendedor: 1 meses;1;;119800.0;;normal;0.05;0.95;5_green;0.0;BUNKER_PC_INSUMOS;57.0;3.0;;MLA-NOTEBOOKS;Apple MacBook Pro A1502 - 8 GB - 256 GB - 2560 px x 1600 px - Intel HD Graphics 6100 - Intel - Core i5 - 5257U - 60 Hz - macOS - X - 10
MLA868691999;Apple Macbook;MLA-NOTEBOOKS;0;Macbook Pro 16 2020 Ssd512 I7 16g Ram En Español Touchbar Id;['good_quality_thumbnail', 'brand_verified', 'good_quality_picture', 'immediate_payment', 'cart_eligible'];MLA1652;580890.0;Argentina;;new;2020-07-17T17:14:09.000Z;gold_special;Capital Federal;;210018018;0.7;100;Garantía de fábrica: 1 años;2;;580890.0;;normal;0.02;0.97;5_green;0.01;LATITUDES SUR;5210.0;477.0;platinum;;
MLA874750542;Apple Macbook;MLA-NOTEBOOKS;1;Macbook Air 13 2020 Retina Ssd 512gb I5 10ma Grantia Oficial;['good_quality_thumbnail', 'good_quality_picture', 'immediate_payment', 'cart_eligible'];MLA1652;349999.0;Argentina;;new;2020-08-23T13:49:56.000Z;gold_special;Capital Federal;MLA15913938;225480741;0.81;99999;Garantía de fábrica: 12 meses;50000;;349999.0;;normal;0.0;1.0;5_green;0.0;MLSERCOFIN;4411.0;336.0;platinum;MLA-NOTEBOOKS;Apple MacBook Air A2179
MLA903924284;Apple Macbook;MLA-NOTEBOOKS;0;Notebook Apple Macbook Pro 2020 13.3 I5 8gb 512gb Ssd Cuotas;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible'];MLA1652;359500.0;Argentina;;new;2021-01-12T12:10:24.000Z;gold_pro;Buenos Aires;MLA16598196;188368799;1.0;1;Garantía de fábrica: 12 meses;1;;359500.0;;normal;0.01;0.98;5_green;0.01;REDNETCORP;26749.0;1614.0;platinum;MLA-NOTEBOOKS;Apple MacBook Pro A2289
MLA903839702;Apple Macbook;MLA-NOTEBOOKS;0;Notebook Apple Macbook Air 2020 13.3 Core I7 16gb 512gb Ssd;['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible'];MLA1652;265000.0;Argentina;;new;2021-01-11T16:02:10.000Z;gold_special;Buenos Aires;MLA15913938;188368799;0.8;1;Garantía de fábrica: 12 meses;1;;265000.0;;normal;0.01;0.98;5_green;0.01;REDNETCORP;26749.0;1614.0;platinum;MLA-NOTEBOOKS;Apple MacBook Air A2179
MLA881249003;Apple Macbook;MLA-NOTEBOOKS;0;Macbook Air 13intel Core I5, 8gb Ddr3, Ssd 256gb. Poco Uso;['poor_quality_picture', 'immediate_payment', 'cart_eligible'];MLA1652;162740.0;Argentina;;used;2020-09-28T21:05:48.000Z;gold_special;Capital Federal;MLA15306716;89573481;0.66;1;Sin garantía;1;;162740.0;;normal;0.0;1.0;5_green;0.0;VIRREYLORETO 1959;14.0;1.0;;MLA-NOTEBOOKS;Apple MacBook Air A1466
MLA885188434;Apple Macbook;MLA-NOTEBOOKS;0;Macbook Pro 13 I5 2,4 4gb Ssd 128 Retina Disp 2013 Impecable;['poor_quality_picture', 'immediate_payment', 'cart_eligible'];MLA1652;242000.0;Argentina;;used;2020-10-23T21:53:56.000Z;gold_pro;Capital Federal;MLA15562880;169232216;0.81;1;Sin garantía;1;;242000.0;;normal;0.02;0.96;5_green;0.02;CYCLES MOTO;19319.0;1327.0;platinum;MLA-NOTEBOOKS;Apple MacBook Pro A1708 (Mid 2017)
MLA900224107;Apple Macbook;MLA-NOTEBOOKS;0;Macbook  Air Mac Book Apple M1 8g 256 Ssd 1350 Usd Palermo;['poor_quality_thumbnail', 'poor_quality_picture', 'immediate_payment', 'cart_eligible'];MLA1652;239999.0;Argentina;;new;2020-12-07T21:26:11.000Z;gold_special;Capital Federal;;185245543;0.77;1;Garantía de fábrica: 12 meses;1;;239999.0;;normal;0.41;0.59;;0.0;PLAZAITALIASTORE;2.0;7.0;;;
MLA898092846;Apple Macbook;MLA-NOTEBOOKS;0;Macbook Pro 15 Quad Core I7 Disco Solido 256g 8gram;['poor_quality_picture', 'immediate_payment', 'cart_eligible'];MLA1652;90000.0;Argentina;;used;2020-11-20T16:27:55.000Z;gold_special;Capital Federal;;75041082;0.66;1;Sin garantía;1;;90000.0;;normal;0.02;0.95;3_yellow;0.03;INGAP TOOLS;137.0;12.0;;;
MLA904027254;Apple Macbook;MLA-NOTEBOOKS;0;Apple Macbook Air - M1 - 8gb - Ssd 512gb - 13.3 - Disponible;['poor_quality_thumbnail', 'poor_quality_picture', 'immediate_payment', 'cart_eligible'];MLA1652;259900.0;Argentina;;new;2021-01-13T01:38:50.000Z;gold_special;Capital Federal;MLA16591147;150363083;0.7;3;Garantía de fábrica: 1 años;2;;259900.0;2.0;normal;0.03;0.97;5_green;0.0;MOSHOTECHVENTAS;40.0;3.0;;MLA-NOTEBOOKS;Apple MacBook Air A2337 - Space gray - 8 GB - 512 GB - 2560 px x 1600 px - Apple GPU - Apple - M1 - macOS - X - 11
MLA901456707;Apple Macbook;MLA-NOTEBOOKS;0;Apple Macbook Air I3 8gb Ssd 256gb Gold - New Model;['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible'];MLA1652;199000.0;Argentina;;new;2020-12-17T18:32:15.000Z;gold_pro;Capital Federal;MLA15913938;150363083;0.8;1;Garantía del vendedor: 1 meses;1;;199000.0;;normal;0.03;0.97;5_green;0.0;MOSHOTECHVENTAS;40.0;3.0;;MLA-NOTEBOOKS;Apple MacBook Air A2179
MLA739905658;Apple Macbook;MLA-NOTEBOOKS;0;Mantenimiento Mac;['poor_quality_thumbnail', 'extended_warranty_eligible', 'incomplete_technical_specs', 'poor_quality_picture', 'immediate_payment', 'cart_eligible'];MLA1652;4500.0;Argentina;;new;2018-07-29T05:08:44.000Z;gold_pro;Capital Federal;;42259661;0.8;997;Garantía del vendedor: 6 meses;500;;4500.0;56.0;normal;0.0;0.98;3_yellow;0.02;MAG LEON;200.0;17.0;;;
MLA903520516;Apple Macbook;MLA-NOTEBOOKS;0;Apple Macbook Air 13 I5 1.1 Ghz 8gb 512gb Ssd Mvh52ll/a Gold;['poor_quality_thumbnail', 'poor_quality_picture', 'immediate_payment', 'cart_eligible'];MLA1652;239000.0;Argentina;;new;2021-01-07T22:27:37.000Z;gold_special;Capital Federal;MLA15913938;150363083;0.7;2;Garantía de fábrica: 1 años;1;;239000.0;;normal;0.03;0.97;5_green;0.0;MOSHOTECHVENTAS;40.0;3.0;;MLA-NOTEBOOKS;Apple MacBook Air A2179
MLA904482026;Apple Macbook;MLA-NOTEBOOKS;0;Apple Macbook Air - M1 - 8gb - Ssd 512gb - 13.3 - Space Gray;['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible'];MLA1652;259900.0;Argentina;;new;2021-01-16T14:36:17.000Z;gold_special;Capital Federal;MLA16591147;150363083;0.7;1;Garantía de fábrica: 1 años;1;;259900.0;1.0;normal;0.03;0.97;5_green;0.0;MOSHOTECHVENTAS;40.0;3.0;;MLA-NOTEBOOKS;Apple MacBook Air A2337 - Space gray - 8 GB - 512 GB - 2560 px x 1600 px - Apple GPU - Apple - M1 - macOS - X - 11
MLA904027275;Apple Macbook;MLA-NOTEBOOKS;0;Apple Macbook Air - M1 - 8gb - Ssd 512gb - 13.3 - Disponible;['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible'];MLA1652;299000.0;Argentina;;new;2021-01-13T01:40:20.000Z;gold_pro;Capital Federal;MLA16591147;150363083;0.8;3;Garantía de fábrica: 1 años;2;;299000.0;0.0;normal;0.03;0.97;5_green;0.0;MOSHOTECHVENTAS;40.0;3.0;;MLA-NOTEBOOKS;Apple MacBook Air A2337 - Space gray - 8 GB - 512 GB - 2560 px x 1600 px - Apple GPU - Apple - M1 - macOS - X - 11
MLA904482077;Apple Macbook;MLA-NOTEBOOKS;0;Apple Macbook Air - M1 - 8gb - Ssd 512gb - 13.3 - Space Gray;['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible'];MLA1652;329900.0;Argentina;;new;2021-01-16T14:37:57.000Z;gold_pro;Capital Federal;MLA16591147;150363083;0.8;1;Garantía de fábrica: 1 años;1;;329900.0;0.0;normal;0.03;0.97;5_green;0.0;MOSHOTECHVENTAS;40.0;3.0;;MLA-NOTEBOOKS;Apple MacBook Air A2337 - Space gray - 8 GB - 512 GB - 2560 px x 1600 px - Apple GPU - Apple - M1 - macOS - X - 11
MLA903519722;Apple Macbook;MLA-NOTEBOOKS;0;Apple Macbook Air 13 I5 1.1 Ghz 8gb 512gb Ssd Mvh52ll/a Gold;['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible'];MLA1652;299000.0;Argentina;;new;2021-01-07T22:28:39.000Z;gold_pro;Capital Federal;MLA15913938;150363083;0.8;2;Garantía de fábrica: 1 años;1;;299000.0;;normal;0.03;0.97;5_green;0.0;MOSHOTECHVENTAS;40.0;3.0;;MLA-NOTEBOOKS;Apple MacBook Air A2179
MLA901664731;Apple Macbook;MLA-NOTEBOOKS;0;Macbook Pro 15  2012 I7 2.3 8g 500g Bateria 600 Ciclos;['poor_quality_picture', 'immediate_payment', 'cart_eligible'];MLA1652;100000.0;Argentina;;used;2020-12-19T16:28:36.000Z;gold_special;Capital Federal;;164032151;0.66;1;Garantía del vendedor: 1 meses;1;;100000.0;1.0;normal;0.01;0.97;5_green;0.02;SERVICIOSAPPLEMAC;342.0;107.0;silver;;
MLA903626257;Apple Macbook;MLA-NOTEBOOKS;0;Notebook Apple Macbook Pro 2020 13.3 Core I5 8gb 512gb Ssd;['good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'brand_verified', 'immediate_payment', 'cart_eligible'];MLA1652;284500.0;Argentina;;new;2021-01-08T20:54:42.000Z;gold_special;Buenos Aires;MLA16598196;188368799;0.9;1;Garantía de fábrica: 12 meses;1;;284500.0;;normal;0.01;0.98;5_green;0.01;REDNETCORP;26749.0;1614.0;platinum;MLA-NOTEBOOKS;Apple MacBook Pro A2289
MLA884070503;Apple Macbook;MLA-NOTEBOOKS;0;Apple Macbook Air Modelo A2179 1.2ghz/16gb/256gb Nuevo;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];MLA1652;222049.0;Argentina;;new;2020-10-15T19:58:00.000Z;gold_special;Capital Federal;MLA15913938;11884210;0.8;1;Garantía del vendedor: 3 meses;1;;222049.0;9.0;normal;0.02;0.96;5_green;0.02;RYKLATINO;4789.0;412.0;platinum;MLA-NOTEBOOKS;Apple MacBook Air A2179
MLA898644357;Apple Macbook;MLA-NOTEBOOKS;0;Macbook Air 13.3  - I5 Ram 8gb Ssd 256gb Macos Mac;['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible'];MLA1652;245004.64;Argentina;;new;2020-11-25T00:39:32.000Z;gold_special;Buenos Aires;;116239336;0.7;1;Garantía de fábrica: 12 meses;1;;245004.64;0.0;normal;0.01;0.98;5_green;0.01;GRUPO-TECNO;5781.0;485.0;platinum;;
MLA622862609;Apple Macbook;MLA-NOTEBOOKS;0;Apple Macbook Air Mjve2le/a 13.3 Core I5 Ñ En Stock Ya!!!!! ;['poor_quality_thumbnail', 'poor_quality_picture', 'immediate_payment', 'cart_eligible'];MLA1652;349999.0;Argentina;;new;2016-06-04T00:14:53.000Z;gold_special;Capital Federal;;8682999;0.77;3;12 MESES OTORGADA POR EL FABRICANTE;1;;349999.0;10.0;normal;0.01;0.99;5_green;0.0;TYSAN2;252.0;48.0;;;
MLA883014739;Apple Macbook;MLA-NOTEBOOKS;0;Apple Macbook Pro 13,31 Mwp52le/a I5 Gen10 16gb 1tb Ssd ;['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];MLA1652;490049.0;Argentina;;new;2020-10-08T15:01:08.000Z;gold_pro;Capital Federal;;583145152;0.9;3;Garantía de fábrica: 12 meses;1;;490049.0;0.0;normal;0.0;0.93;5_green;0.07;ONE_WORLD_LATAM;180.0;10.0;silver;;
MLA853963889;Apple Macbook;MLA-NOTEBOOKS;0;Macbook Pro Para Repuestos Sin Memoria Ni Disco;['incomplete_technical_specs', 'poor_quality_picture', 'immediate_payment', 'cart_eligible'];MLA1652;2500.0;Argentina;;used;2020-05-07T20:21:29.000Z;gold_special;Buenos Aires;;63417879;0.4;1;Sin garantía;1;;2500.0;4.0;normal;0.0;1.0;5_green;0.0;HERNANSITONE;237.0;22.0;;;
MLA865542436;Apple Macbook;MLA-NOTEBOOKS;2;Macbook Air I3-1000ng4 256gb Ssd 8gb Ram 13.3puLG Space Gray;['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible'];MLA1652;152553.94;Argentina;;new;2020-07-01T18:57:30.000Z;gold_special;Córdoba;MLA15913938;60246795;0.66;11;Garantía de fábrica: 12 meses;1;;152553.94;;normal;0.02;0.97;5_green;0.01;MAURICOMPUTACION;6310.0;517.0;platinum;MLA-NOTEBOOKS;Apple MacBook Air A2179
MLA869274927;Apple Macbook;MLA-NOTEBOOKS;0;Macbook Pro 15 2012 Quadcore I7 2.3 8g 500g;['poor_quality_picture', 'immediate_payment', 'cart_eligible'];MLA1652;130000.0;Argentina;;used;2020-07-21T03:12:59.000Z;gold_special;Capital Federal;;164032151;0.66;1;Garantía del vendedor: 1 meses;1;;130000.0;11.0;normal;0.01;0.97;5_green;0.02;SERVICIOSAPPLEMAC;342.0;107.0;silver;;
MLA899188537;Apple Macbook;MLA-NOTEBOOKS;0;Macbook Pro 15 2010 I7 2.66gz 8g Ram Ssd 500g Bat Nueva;['poor_quality_picture', 'immediate_payment', 'cart_eligible'];MLA1652;85000.0;Argentina;;used;2020-11-28T18:23:32.000Z;gold_special;Capital Federal;;164032151;0.55;1;Garantía del vendedor: 1 meses;1;;85000.0;2.0;normal;0.01;0.97;5_green;0.02;SERVICIOSAPPLEMAC;342.0;107.0;silver;;
MLA899188767;Apple Macbook;MLA-NOTEBOOKS;0;Macbook Pro 13 2011 Core I5 2.3 Ghz 8g Ram Hd 500g;['dragged_bids_and_visits', 'poor_quality_picture', 'immediate_payment', 'cart_eligible'];MLA1652;75000.0;Argentina;;used;2020-11-28T18:30:42.000Z;gold_special;Capital Federal;;164032151;0.55;1;;1;;75000.0;7.0;normal;0.01;0.97;5_green;0.02;SERVICIOSAPPLEMAC;342.0;107.0;silver;;
MLA886138630;Apple Macbook;MLA-NOTEBOOKS;1;Apple Macbook Pro 13.3 I5 16gb 1tb Ssd Touch Bar Silver Ctas;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];MLA1652;447800.0;Argentina;;new;2020-10-30T15:47:02.000Z;gold_pro;Capital Federal;;110242209;0.9;15;Garantía de fábrica: 12 meses;1;589000;447800.0;7.0;normal;0.01;0.97;5_green;0.02;VEINTEDOCEPC;17239.0;902.0;platinum;;
MLA869735177;Apple Macbook;MLA-NOTEBOOKS;1;Apple Macbook Air 13 I5 1.1 Ghz 8gb 512gb Ssd Mvh22le/a ;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];MLA1652;264999.0;Argentina;;new;2020-07-23T18:31:01.000Z;gold_special;Capital Federal;;310646112;0.8;4;Garantía de fábrica: 12 meses;1;;264999.0;17.0;normal;0.01;0.98;5_green;0.01;OUTTEC;2495.0;183.0;gold;;
MLA885220446;Apple Macbook;MLA-NOTEBOOKS;0;Apple Macbook Pro 13 I5 2.4ghz 8gb 256gb Español Inmaculada;['poor_quality_picture', 'immediate_payment', 'cart_eligible'];MLA1652;139999.0;Argentina;;used;2020-10-24T05:40:13.000Z;gold_special;Capital Federal;MLA15741417;78024526;0.77;1;Sin garantía;1;;139999.0;4.0;normal;0.02;0.97;5_green;0.01;IMPORTADORAFOTOGRAFICA;37087.0;2563.0;platinum;MLA-NOTEBOOKS;Apple MacBook Pro A1502
MLA901105914;Apple Macbook;MLA-NOTEBOOKS;0;Macbook Pro 15 2009 C2d 2.66 4g 320g Bat Nueva Catalina ;['poor_quality_picture', 'immediate_payment', 'cart_eligible'];MLA1652;55000.0;Argentina;;used;2020-12-15T04:46:36.000Z;gold_special;Capital Federal;;164032151;0.77;1;Garantía del vendedor: 1 meses;1;;55000.0;4.0;normal;0.01;0.97;5_green;0.02;SERVICIOSAPPLEMAC;342.0;107.0;silver;;
MLA901783107;Apple Macbook;MLA-NOTEBOOKS;0;Efi Macbook Pro Air iMac Desbloqueo 2009 Hasta 2017;['extended_warranty_eligible', 'poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible'];MLA1652;4250.0;Argentina;;new;2020-12-20T22:39:30.000Z;gold_special;Buenos Aires;MLA15306716;51807642;0.66;1000;Sin garantía;500;;4250.0;8.0;normal;0.0;1.0;4_light_green;0.0;LEANTIESTO;11.0;3.0;;MLA-NOTEBOOKS;Apple MacBook Air A1466
MLA863814925;Apple Macbook;MLA-NOTEBOOKS;0;Macbook Air 13 I7 1.2ghz (10th Gen) 8gb 256gb Spacegray 2020;['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];MLA1652;249999.99;Argentina;;new;2020-06-22T22:46:00.000Z;gold_special;Capital Federal;MLA15913938;162133415;0.77;1;Garantía de fábrica: 1 años;1;;249999.99;46.0;normal;0.0;0.0;;1.0;MUCHOPARAVER1;1.0;1.0;;MLA-NOTEBOOKS;Apple MacBook Air A2179
MLA871859024;Apple Macbook;MLA-NOTEBOOKS;7;Macbook Air 13  1.1 Ghz 2020 New Dual-core Core I3, 256gb;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];MLA1652;229999.0;Argentina;;new;2020-08-05T19:12:10.000Z;gold_special;Santa Fe;;208137579;0.8;17;Garantía de fábrica: 1 años;1;249999;229999.0;108.0;normal;0.01;0.98;5_green;0.01;ONECLICKARG;16520.0;877.0;platinum;;
MLA899728550;Apple Macbook;MLA-NOTEBOOKS;0;Macbook Pro 13 Retina 2015 128gb Ssd 8gb I5 Ciclos Hyt;['brand_verified', 'good_quality_picture', 'immediate_payment', 'cart_eligible'];MLA1652;119999.0;Argentina;;new;2020-12-02T21:13:10.000Z;gold_special;Capital Federal;MLA15741418;216203805;0.88;1;Garantía de fábrica: 6 meses;1;;119999.0;7.0;normal;0.02;0.97;5_green;0.01;HYT.COM.AR;16909.0;1367.0;platinum;MLA-NOTEBOOKS;Apple MacBook Pro A1502 - 8 GB - 128 GB - 2560 px x 1600 px - Intel HD Graphics 6100 - Intel - Core i5 - 5257U - 60 Hz - macOS - X - 10
MLA863019200;Apple Macbook;MLA-NOTEBOOKS;0;Apple Macbook Air 13.3-retina-i3-8gb -256ssd-iris Plus Gpu;['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible'];MLA1652;239999.99;Argentina;;new;2020-06-18T16:08:31.000Z;gold_special;Capital Federal;MLA15913938;280992944;0.8;99;Garantía del vendedor: 12 meses;50;;239999.99;2.0;normal;0.0;0.99;5_green;0.01;RAM TECHWEB;236.0;18.0;;MLA-NOTEBOOKS;Apple MacBook Air A2179
MLA874451924;Apple Macbook;MLA-NOTEBOOKS;0;Macbook Pro 13  (2020) Touch Bar 2.0ghz Quad-core 10th-gen C;['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible'];MLA1652;452641.0;Argentina;;new;2020-08-21T13:49:29.000Z;gold_pro;Capital Federal;;169311474;0.8;1;;1;;452641.0;0.0;normal;0.02;0.96;5_green;0.02;VIRTUAL-ELECTRO;4037.0;309.0;platinum;;
MLA874453214;Apple Macbook;MLA-NOTEBOOKS;0;Macbook Pro 13  (2020) Touch Bar 1.4ghz Quad-core 8th-gen Co;['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible'];MLA1652;372840.0;Argentina;;new;2020-08-21T13:49:29.000Z;gold_pro;Capital Federal;;169311474;0.8;1;;1;;372840.0;0.0;normal;0.02;0.96;5_green;0.02;VIRTUAL-ELECTRO;4037.0;309.0;platinum;;
MLA902748177;Apple Macbook;MLA-NOTEBOOKS;0;Macbook Pro 2021 M1 8 Cores Ssd256 8gb Entrega Hoy !! Grtia;['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];MLA1652;399999.0;Argentina;;new;2020-12-31T12:17:23.000Z;gold_pro;Capital Federal;;225480741;1.0;100;Garantía de fábrica: 12 meses;50;;399999.0;1.0;normal;0.0;1.0;5_green;0.0;MLSERCOFIN;4411.0;336.0;platinum;;
MLA900048065;Apple Macbook;MLA-NOTEBOOKS;0;Macbook Air 13 2017 Core I5 1,8gz 8gb Ram- Ssd256gb- En Caja;['immediate_payment', 'cart_eligible'];MLA1652;155000.17;Argentina;;used;2020-12-05T15:13:50.000Z;gold_special;Capital Federal;MLA15313470;79268188;0.75;1;Sin garantía;1;;155000.17;11.0;normal;0.0;1.0;;0.0;XERO 1;6.0;1.0;;MLA-NOTEBOOKS;Apple MacBook Air A1466 - Silver - 8 GB - 256 GB - 1440 px x 900 px - Intel HD Graphics 6000 - Intel - Core i5 - 5350U - macOS - Sierra - 10
MLA859254936;Apple Macbook;MLA-NOTEBOOKS;0;Macbook Pro 13  Retina Mid 2017 I5 3,1gh 8gb 256gb;['poor_quality_picture', 'immediate_payment', 'cart_eligible'];MLA1652;190000.0;Argentina;;used;2020-05-31T22:31:07.000Z;gold_special;Capital Federal;;73545538;0.75;1;;1;;190000.0;40.0;normal;0.01;0.99;;0.0;MATIASKUNKEL;3.0;0.0;;;
MLA897512865;Apple Macbook;MLA-NOTEBOOKS;0;Macbook Pro 15 2018 I7 16 Gb Ram 500 Gb Touch Bar Como Nueva;['poor_quality_picture', 'immediate_payment', 'cart_eligible'];MLA1652;475000.0;Argentina;;used;2020-11-17T01:46:34.000Z;gold_special;Capital Federal;MLA15246684;53729536;0.9;1;Sin garantía;1;;475000.0;3.0;normal;0.01;0.98;5_green;0.01;SHOWMUSIC;8458.0;622.0;platinum;MLA-NOTEBOOKS;Apple MacBook Pro A1990
MLA898324902;Apple Macbook;MLA-NOTEBOOKS;0;Macbook Air 2017 Core I5 1.8 Ghz + 8 Gb 128 Ssd Impecable;['poor_quality_picture', 'immediate_payment', 'cart_eligible'];MLA1652;130000.0;Argentina;;used;2020-11-22T16:15:11.000Z;gold_special;Buenos Aires;MLA15306717;85758072;0.75;1;Sin garantía;1;;130000.0;8.0;normal;0.0;1.0;;0.0;RAM_SALG2009;6.0;0.0;;MLA-NOTEBOOKS;Apple MacBook Air A1466 - Silver - 8 GB - 128 GB - 1440 px x 900 px - Intel HD Graphics 6000 - Intel - Core i5 - 5350U - macOS - Sierra - 10
MLA903997549;Apple Macbook;MLA-NOTEBOOKS;1;Laptop Macbook Air Apple 256gb M1 Chip 16-core Neural Engine;['good_quality_picture', 'good_quality_thumbnail', 'brand_verified', 'immediate_payment', 'cart_eligible'];MLA1652;199999.0;Argentina;;new;2021-01-12T20:31:40.000Z;gold_special;Capital Federal;MLA16591146;284824585;0.9;1000;Garantía del vendedor: 3 meses;500;;199999.0;9.0;normal;0.05;0.93;5_green;0.02;SKY.VISION ELECTRONICA;16713.0;1705.0;platinum;MLA-NOTEBOOKS;Apple MacBook Air A2337
MLA876215071;Apple Macbook;MLA-NOTEBOOKS;0;Apple Macbook Pro 2017 I7 16gb Ram;['poor_quality_picture', 'immediate_payment', 'cart_eligible'];MLA1652;300000.0;Argentina;;used;2020-09-01T23:11:16.000Z;gold_special;Capital Federal;MLA15562880;190308668;0.66;1;Sin garantía;1;;300000.0;19.0;normal;0.0;1.0;;0.0;LUCS49;2.0;1.0;;MLA-NOTEBOOKS;Apple MacBook Pro A1708 (Mid 2017)
MLA885221305;Apple Macbook;MLA-NOTEBOOKS;0;Apple Macbook Pro 13 I7 16gb 1tb Touch Bar Español Open-box;['poor_quality_picture', 'immediate_payment', 'cart_eligible'];MLA1652;449999.0;Argentina;;used;2020-10-24T05:34:43.000Z;gold_pro;Capital Federal;MLA15552876;78024526;0.88;1;Sin garantía;1;;449999.0;7.0;normal;0.02;0.97;5_green;0.01;IMPORTADORAFOTOGRAFICA;37087.0;2563.0;platinum;MLA-NOTEBOOKS;Apple MacBook Pro A1989 (2019)
MLA874444752;Apple Macbook;MLA-NOTEBOOKS;0;Macbook Pro 13  (2020) Touch Bar 2.0ghz Quad-core 10th-gen C;['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible'];MLA1652;353060.0;Argentina;;new;2020-08-21T12:48:34.000Z;gold_special;Capital Federal;;169311474;0.7;1;;1;;353060.0;2.0;normal;0.02;0.96;5_green;0.02;VIRTUAL-ELECTRO;4037.0;309.0;platinum;;
MLA868716375;Apple Macbook;MLA-NOTEBOOKS;0;Macbook Pro 13 2020 Ssd1tb I5 16g Ram En Español Touchbar Id;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];MLA1652;579990.0;Argentina;;new;2020-07-17T18:58:52.000Z;gold_special;Capital Federal;MLA15248256;210018018;0.7;100;Garantía de fábrica: 1 años;2;;579990.0;8.0;normal;0.02;0.97;5_green;0.01;LATITUDES SUR;5210.0;477.0;platinum;MLA-NOTEBOOKS;Apple MacBook Pro A2159
MLA902174493;Apple Macbook;MLA-NOTEBOOKS;0;Apple 13.3 Macbook Pro M1 8gb/512gb 2100 Usd;['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];MLA1652;350000.0;Argentina;;new;2020-12-24T16:41:18.000Z;gold_special;Capital Federal;MLA16267559;75217772;0.9;1;Garantía de fábrica: 1 años;1;;350000.0;2.0;normal;0.01;0.99;5_green;0.0;SNEAKERS LIFE;3136.0;333.0;platinum;MLA-NOTEBOOKS;Apple MacBook Pro A2251 (Mid 2020)
MLA904194134;Apple Macbook;MLA-NOTEBOOKS;0;Macbook White Unibody (13inch, Late 2009) Pocible Permuta!!;['dragged_bids_and_visits', 'immediate_payment', 'cart_eligible'];MLA1652;36000.0;Argentina;;used;2021-01-14T13:33:10.000Z;gold_special;Buenos Aires;;230470506;;1;Sin garantía;1;;36000.0;;normal;0.0;1.0;5_green;0.0;CLAUMER 70;91.0;11.0;;;
MLA877584934;Apple Macbook;MLA-NOTEBOOKS;0;Macbook Pro 15 Mid 2012 Quadcore I7 2.3 8g Ssd 500g 1.5g Vid;['immediate_payment', 'cart_eligible'];MLA1652;135000.0;Argentina;;used;2020-09-09T13:48:29.000Z;gold_special;Capital Federal;;164032151;0.66;1;Garantía del vendedor: 1 meses;1;;135000.0;;normal;0.01;0.97;5_green;0.02;SERVICIOSAPPLEMAC;342.0;107.0;silver;;
