,index,product,original_price,start_time,seller_address.country.name,listing_type_id,status,catalog_product_id,price,id,tags,base_price,accepts_mercadopago,sold_quantity,health,condition,available_quantity,title,official_store_id,buying_mode,warranty,category_id,seller_address.state.name,seller_id,domain_id,initial_quantity,item_id,questions_total,user_seller_reputation.power_seller_status,user_seller_reputation.transactions.completed,user_seller_reputation.transactions.canceled,user_seller_reputation.transactions.ratings.neutral,user_seller_reputation.transactions.ratings.positive,user_seller_reputation.transactions.ratings.negative,user_seller_reputation.level_id,user_nickname,user_user_type,product_name,product_domain_id
250,250,Apple Macbook,379999,2020-09-08T13:31:33.000Z,Argentina,gold_pro,active,,288500.0,MLA877381906,"['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",288500.0,True,5,0.8,new,1,Macbook Air 13 2020 New 1.1 Ghz Quad Core I5 8gb Ram 512gb C,,buy_it_now,Garantía de fábrica: 12 meses,MLA1652,Capital Federal,110242209,MLA-NOTEBOOKS,8,MLA877381906,12.0,platinum,17229.0,899.0,0.02,0.97,0.01,5_green,VEINTEDOCEPC,normal,,
251,251,Apple Macbook,315999,2020-08-29T02:30:57.000Z,Argentina,gold_special,active,,239000.0,MLA875632525,"['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",239000.0,True,5,0.7,new,1,Macbook Air 13 2020 New 1.1 Ghz Quad Core I5 8gb Ram 512gb,,buy_it_now,Garantía de fábrica: 12 meses,MLA1652,Capital Federal,110242209,MLA-NOTEBOOKS,14,MLA875632525,32.0,platinum,17229.0,899.0,0.02,0.97,0.01,5_green,VEINTEDOCEPC,normal,,
252,252,Apple Macbook,,2020-08-21T13:49:29.000Z,Argentina,gold_pro,active,,324436.0,MLA874451923,"['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",324436.0,True,1,0.8,new,1,Macbook Pro 13  (2020) Touch Bar 1.4ghz Quad-core 8th-gen Co,,buy_it_now,,MLA1652,Capital Federal,169311474,MLA-NOTEBOOKS,9,MLA874451923,1.0,platinum,4037.0,309.0,0.02,0.96,0.02,5_green,VIRTUAL-ELECTRO,normal,,
253,253,Apple Macbook,,2020-08-21T12:50:33.000Z,Argentina,gold_special,active,,253060.0,MLA874446527,"['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",253060.0,True,2,0.7,new,1,Macbook Pro 13  (2020) Touch Bar 1.4ghz Quad-core 8th-gen Co,,buy_it_now,,MLA1652,Capital Federal,169311474,MLA-NOTEBOOKS,10,MLA874446527,20.0,platinum,4037.0,309.0,0.02,0.96,0.02,5_green,VIRTUAL-ELECTRO,normal,,
254,254,Apple Macbook,,2020-07-01T16:49:20.000Z,Argentina,gold_special,active,MLA15913938,169999.0,MLA865520593,"['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",169999.0,True,1,0.7,new,1,Macbook Air 2020 Retina Sensor Id Ssd256gb Stock ,,buy_it_now,Garantía de fábrica: 6 meses,MLA1652,Capital Federal,193659561,MLA-NOTEBOOKS,2,MLA865520593,44.0,platinum,6784.0,388.0,0.01,0.98,0.01,5_green,JFS TECH,normal,Apple MacBook Air A2179,MLA-NOTEBOOKS
255,255,Apple Macbook,,2020-08-20T03:41:15.000Z,Argentina,gold_special,active,,15000.0,MLA874201428,"['extended_warranty_eligible', 'poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",15000.0,True,0,0.6,new,1,Cambio Gpu Macbook Pro 15  17  Amd 2011 Por Uno Nuevo,,buy_it_now,Garantía del vendedor: 3 meses,MLA1652,Capital Federal,164032151,MLA-NOTEBOOKS,1,MLA874201428,25.0,silver,343.0,107.0,0.02,0.97,0.01,5_green,SERVICIOSAPPLEMAC,normal,,
256,256,Apple Macbook,,2017-12-05T22:09:04.000Z,Argentina,gold_special,active,,9990.0,MLA695701966,"['extended_warranty_eligible', 'incomplete_technical_specs', 'poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",9990.0,True,5,0.5,new,1,Kingston 8gb 1600mhz P/ Macbook Pro 13 Y 15 Inch Mid 2012,,buy_it_now,Factura A y B . Garantía Oficial en Argentina,MLA1652,Capital Federal,22947046,MLA-NOTEBOOKS,7,MLA695701966,41.0,,226.0,20.0,0.0,1.0,0.0,5_green,NETSTYLE.IT.ONLINE,normal,,
257,257,Apple Macbook,,2020-10-29T15:36:48.000Z,Argentina,gold_special,active,MLA15913938,169999.0,MLA885976724,"['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",169999.0,True,3,0.7,new,500,Apple Macbook Air 10th Gen Pantalla 13.3´´ 256gb 8gb Ram,,buy_it_now,Garantía del vendedor: 3 meses,MLA1652,Capital Federal,309453406,MLA-NOTEBOOKS,1002,MLA885976724,10.0,platinum,25732.0,2561.0,0.02,0.94,0.04,5_green,BAZA 10,normal,Apple MacBook Air A2179,MLA-NOTEBOOKS
258,258,Apple Macbook,,2020-09-29T23:16:27.000Z,Argentina,gold_special,active,MLA15913938,275000.0,MLA881489801,"['brand_verified', 'poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",275000.0,True,0,0.81,new,1,Apple Macbook Air 2020 13.3 I7 16gb 256ssd Garantia 2021 ,,buy_it_now,Garantía de fábrica: 12 meses,MLA1652,Capital Federal,763104,MLA-NOTEBOOKS,1,MLA881489801,2.0,,297.0,14.0,0.01,0.98,0.01,5_green,GROWBIGSTORE-MP,normal,Apple MacBook Air A2179,MLA-NOTEBOOKS
259,259,Apple Macbook,,2020-09-01T23:10:06.000Z,Argentina,gold_pro,active,,149000.0,MLA876213468,"['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",149000.0,True,0,0.9,new,1,Macbook Air 13-inch 4gb Core I5 Como Nueva Envio Gratis,,buy_it_now,Garantía de fábrica: 2 meses,MLA1652,Buenos Aires,20024155,MLA-NOTEBOOKS,1,MLA876213468,12.0,platinum,2570.0,255.0,0.01,0.96,0.03,5_green,PLANET CYCLE,normal,,
260,260,Apple Macbook,,2020-07-04T01:01:44.000Z,Argentina,gold_special,active,MLA15913938,165000.0,MLA866198928,"['poor_quality_thumbnail', 'brand_verified', 'poor_quality_picture', 'immediate_payment', 'cart_eligible']",165000.0,True,0,0.66,new,1,Macbook Air 2020 Contado $ 160.000 - Core-i3-8gb-ssd 256gb,,buy_it_now,Garantía de fábrica: 12 meses,MLA1652,Capital Federal,482819026,MLA-NOTEBOOKS,5,MLA866198928,112.0,,41.0,8.0,0.0,1.0,0.0,3_yellow,FEEDBACKGROUP-LA PATERNAL,normal,Apple MacBook Air A2179,MLA-NOTEBOOKS
261,261,Apple Macbook,,2020-09-02T13:25:07.000Z,Argentina,gold_special,active,,200000.0,MLA876288669,"['poor_quality_picture', 'immediate_payment', 'cart_eligible']",200000.0,True,0,0.8,used,1,"Macbook Pro 13 I5 2,4 4gb Ssd 128 Retina Disp 2013 Impecable",,buy_it_now,Sin garantía,MLA1652,Capital Federal,169232216,MLA-NOTEBOOKS,1,MLA876288669,31.0,platinum,19294.0,1322.0,0.02,0.96,0.02,5_green,CYCLES MOTO,normal,,
262,262,Apple Macbook,,2018-11-19T01:16:39.000Z,Argentina,gold_special,active,,80000.0,MLA758832906,"['dragged_bids_and_visits', 'poor_quality_picture', 'immediate_payment', 'cart_eligible']",80000.0,True,0,0.77,used,1,Macbook Pro 15 Quadcore I7 2.2 Ghz 8g 500g 2011,,buy_it_now,,MLA1652,Capital Federal,164032151,MLA-NOTEBOOKS,1,MLA758832906,49.0,silver,343.0,107.0,0.02,0.97,0.01,5_green,SERVICIOSAPPLEMAC,normal,,
263,263,Apple Macbook,,2021-01-16T20:26:16.000Z,Argentina,gold_special,active,MLA16591147,234900.0,MLA904508525,"['poor_quality_picture', 'immediate_payment', 'cart_eligible']",234900.0,True,1,0.87,new,1,"Apple Macbook Air Chip M1 (13.3¨,8 Gb, 512ssd. En Stock!",,buy_it_now,Garantía de fábrica: 12 meses,MLA1652,Entre Ríos,648192814,MLA-NOTEBOOKS,3,MLA904508525,1.0,,9.0,0.0,0.0,1.0,0.0,,GLOBALE SHOP,normal,Apple MacBook Air A2337 - Space gray - 8 GB - 512 GB - 2560 px x 1600 px - Apple GPU - Apple - M1 - macOS - X - 11,MLA-NOTEBOOKS
264,264,Apple Macbook,,2020-08-29T17:14:00.000Z,Argentina,gold_special,active,MLA15306716,73000.0,MLA875692228,"['poor_quality_picture', 'immediate_payment', 'cart_eligible']",73000.0,True,0,0.66,used,1,Macbook Air 13  2011 Core I5 1.7gz 4g Ram 256g Ssd,,buy_it_now,Garantía del vendedor: 1 meses,MLA1652,Capital Federal,164032151,MLA-NOTEBOOKS,1,MLA875692228,6.0,silver,343.0,107.0,0.02,0.97,0.01,5_green,SERVICIOSAPPLEMAC,normal,Apple MacBook Air A1466,MLA-NOTEBOOKS
265,265,Apple Macbook,,2020-06-16T13:30:59.000Z,Argentina,gold_pro,active,,429999.0,MLA862544622,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",429999.0,True,1,1.0,new,500,New Macbook Pro 2020 Touchbar Ssd256 8gb Garantia Factura,,buy_it_now,Garantía de fábrica: 12 meses,MLA1652,Capital Federal,225480741,MLA-NOTEBOOKS,1000,MLA862544622,22.0,platinum,4411.0,335.0,0.0,1.0,0.0,5_green,MLSERCOFIN,normal,,
266,266,Apple Macbook,,2020-10-08T14:42:03.000Z,Argentina,gold_special,active,,359999.0,MLA883010790,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",359999.0,True,0,0.8,new,1,"Apple Macbook Pro 13,31 Mwp42le/a I5 Gen10 16gb 512gb Ssd ",,buy_it_now,Garantía de fábrica: 12 meses,MLA1652,Capital Federal,176546321,MLA-NOTEBOOKS,3,MLA883010790,,platinum,4698.0,347.0,0.01,0.98,0.01,5_green,GOPRO STORE,normal,,
267,267,Apple Macbook,,2021-01-12T12:37:45.000Z,Argentina,gold_pro,active,MLA15913938,332500.0,MLA903925339,"['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",332500.0,True,0,0.9,new,1,Notebook Apple Macbook Air 2020 13.3 I7 16gb 512ssd Cuotas,,buy_it_now,Garantía de fábrica: 12 meses,MLA1652,Buenos Aires,188368799,MLA-NOTEBOOKS,1,MLA903925339,0.0,platinum,26651.0,1607.0,0.01,0.98,0.01,5_green,REDNETCORP,normal,Apple MacBook Air A2179,MLA-NOTEBOOKS
268,268,Apple Macbook,,2020-09-15T18:08:40.000Z,Argentina,gold_special,active,,64999.0,MLA878881367,"['immediate_payment', 'cart_eligible']",64999.0,True,0,0.62,used,1,"Macbook Air 11 Apple A1370, S/drive Apple A1379 Permuto Moto",,buy_it_now,Sin garantía,MLA1652,Capital Federal,716743,MLA-NOTEBOOKS,1,MLA878881367,22.0,,55.0,7.0,0.0,1.0,0.0,5_green,MELODIASDEMIVIDA,normal,,
269,269,Apple Macbook,,2020-11-15T13:57:22.000Z,Argentina,gold_special,active,,97999.0,MLA897277675,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",97999.0,True,0,0.75,used,1,Notebook Macbook Pro 13 2015 I5 4gb Ñ Disco Ssd Idem Nueva,,buy_it_now,Sin garantía,MLA1652,Capital Federal,577806365,MLA-NOTEBOOKS,1,MLA897277675,18.0,,12.0,2.0,0.0,1.0,0.0,5_green,QUECOSABUENATIENDA,normal,,
270,270,Apple Macbook,,2020-12-27T21:55:38.000Z,Argentina,gold_special,active,,105000.0,MLA902366208,"['poor_quality_picture', 'immediate_payment', 'cart_eligible']",105000.0,True,0,0.75,used,1,"Permuto Macbook Pro 13, Core I5, 16gb, 296 Ciclos, Impoluta",,buy_it_now,Garantía del vendedor: 15 días,MLA1652,Capital Federal,120664,MLA-NOTEBOOKS,1,MLA902366208,23.0,,26.0,4.0,0.01,0.99,0.0,5_green,GEEK HEAVEN,normal,,
271,271,Apple Macbook,,2018-07-11T17:44:40.000Z,Argentina,gold_special,active,,400.0,MLA736663866,"['dragged_bids_and_visits', 'poor_quality_picture', 'immediate_payment', 'cart_eligible']",400.0,True,0,0.75,used,1,Vendo Partes Macbook Pro 13 A1278 Todos Los Años,,buy_it_now,1 Mes,MLA1652,Capital Federal,164032151,MLA-NOTEBOOKS,1,MLA736663866,353.0,silver,343.0,107.0,0.02,0.97,0.01,5_green,SERVICIOSAPPLEMAC,normal,,
272,272,Apple Macbook,,2021-01-13T00:56:57.000Z,Argentina,gold_special,active,MLA15552876,445000.0,MLA904024220,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",445000.0,True,0,0.55,used,1,"Macbook 13,3 Intel Core I5 Macbook Pro 8gb Ram 2,4 Ghz",,buy_it_now,Garantía de fábrica: 12 meses,MLA1652,Capital Federal,191364111,MLA-NOTEBOOKS,1,MLA904024220,0.0,,20.0,0.0,0.0,1.0,0.0,5_green,ANAHANPACHECO,normal,Apple MacBook Pro A1989 (2019),MLA-NOTEBOOKS
273,273,Apple Macbook,,2020-08-23T04:40:44.000Z,Argentina,gold_special,active,MLA15532281,484999.99,MLA874727735,"['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",484999.99,True,0,0.66,new,1,Macbook Pro 16 I9 16gb 4gb 1tb Mvvk2ll/a  2020   Todo Apple ,,buy_it_now,Garantía de fábrica: 1 años,MLA1652,Capital Federal,162133415,MLA-NOTEBOOKS,1,MLA874727735,16.0,,1.0,1.0,1.0,0.0,0.0,,MUCHOPARAVER1,normal,Apple MacBook Pro A2141,MLA-NOTEBOOKS
274,274,Apple Macbook,,2020-11-09T18:02:20.000Z,Argentina,gold_special,active,MLA15552876,469899.0,MLA896403893,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",469899.0,True,0,0.77,used,1,Macbook Pro I7 Radeon Pro 555x 15  256ssd 16gb Touchbar 2019,,buy_it_now,Sin garantía,MLA1652,Buenos Aires,187497517,MLA-NOTEBOOKS,1,MLA896403893,11.0,platinum,8254.0,1133.0,0.01,0.97,0.02,5_green,MULTI.EQUIP,normal,Apple MacBook Pro A1989 (2019),MLA-NOTEBOOKS
275,275,Apple Macbook,,2019-11-12T01:41:39.000Z,Argentina,gold_special,active,,90000.0,MLA824781501,"['poor_quality_picture', 'dragged_bids_and_visits', 'immediate_payment', 'cart_eligible']",90000.0,True,0,0.55,used,1,Macbook Pro 15 Quadcore I7 2.2 Ghz 16g Ram Ssd 240 G 2011,,buy_it_now,1 Mes,MLA1652,Capital Federal,164032151,MLA-NOTEBOOKS,1,MLA824781501,72.0,silver,343.0,107.0,0.02,0.97,0.01,5_green,SERVICIOSAPPLEMAC,normal,,
276,276,Apple Macbook,,2020-05-05T19:46:41.000Z,Argentina,gold_pro,active,,399999.0,MLA853482641,"['good_quality_thumbnail', 'brand_verified', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",399999.0,True,3,1.0,new,500,New Macbook Air Retina 2020 13  A2179 I5 Ssd512gb 8gb ,,buy_it_now,Garantía de fábrica: 12 meses,MLA1652,Capital Federal,225480741,MLA-NOTEBOOKS,1002,MLA853482641,28.0,platinum,4411.0,335.0,0.0,1.0,0.0,5_green,MLSERCOFIN,normal,,
277,277,Apple Macbook,,2021-01-05T17:16:40.000Z,Argentina,gold_pro,active,,89999.0,MLA903194453,"['immediate_payment', 'cart_eligible']",89999.0,True,0,0.87,used,1,"Macbook Air 11, Mid 2012 128 Gb Ram 4gb Intel I5",,buy_it_now,Sin garantía,MLA1652,Capital Federal,159926741,MLA-NOTEBOOKS,1,MLA903194453,3.0,,27.0,3.0,0.06,0.94,0.0,5_green,DOGRAN-D,normal,,
278,278,Apple Macbook,,2020-11-25T00:40:48.000Z,Argentina,gold_special,active,,245004.64,MLA898646491,"['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",245004.64,True,0,0.7,new,1,Macbook Air 13.3 I5 Ram 8gb Ssd 256gb Macos Apple Mac,,buy_it_now,Garantía de fábrica: 12 meses,MLA1652,Buenos Aires,116239336,MLA-NOTEBOOKS,1,MLA898646491,0.0,platinum,5774.0,483.0,0.01,0.98,0.01,5_green,GRUPO-TECNO,normal,,
279,279,Apple Macbook,,2020-12-02T19:12:57.000Z,Argentina,gold_pro,active,,248050.0,MLA899708014,"['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",248050.0,True,0,0.9,new,1,Apple Macbook Air 13.3 I3 8gb Ssd 256gb 2020 Retina,,buy_it_now,Garantía de fábrica: 12 meses,MLA1652,Capital Federal,183000192,MLA-NOTEBOOKS,2,MLA899708014,0.0,platinum,6694.0,544.0,0.02,0.96,0.02,5_green,STECSOLUCIONESTECNOLÓGICAS,normal,,
280,280,Apple Macbook,,2020-07-03T05:22:07.000Z,Argentina,gold_special,active,MLA15741417,125000.0,MLA865969470,"['poor_quality_picture', 'immediate_payment', 'cart_eligible']",125000.0,True,0,0.66,used,1,Macbook Pro Retina 13  2015 I5 2.7gz 8g Ram 120g Ssd 300 Cic,,buy_it_now,Garantía del vendedor: 1 meses,MLA1652,Capital Federal,164032151,MLA-NOTEBOOKS,1,MLA865969470,7.0,silver,343.0,107.0,0.02,0.97,0.01,5_green,SERVICIOSAPPLEMAC,normal,Apple MacBook Pro A1502,MLA-NOTEBOOKS
281,281,Apple Macbook,,2018-10-13T13:29:14.000Z,Argentina,gold_special,active,,90000.0,MLA753063752,"['dragged_bids_and_visits', 'poor_quality_picture', 'immediate_payment', 'cart_eligible']",90000.0,True,0,0.66,used,1,Macbook Pro 15 I7 2.2 Ghz 16g 500 Hd  2011 Bat 400 Ciclos,,buy_it_now,,MLA1652,Capital Federal,164032151,MLA-NOTEBOOKS,1,MLA753063752,,silver,343.0,107.0,0.02,0.97,0.01,5_green,SERVICIOSAPPLEMAC,normal,,
282,282,Apple Macbook,,2020-12-21T20:38:22.000Z,Argentina,gold_special,active,MLA15913938,189688.92,MLA901884707,"['poor_quality_thumbnail', 'brand_verified', 'poor_quality_picture', 'immediate_payment', 'cart_eligible']",189688.92,True,0,0.7,new,1,Apple Macbook Air 13  I3 8gb 256gb 2020 10g Space Grey ,1545,buy_it_now,Garantía de fábrica: 12 meses,MLA1652,Capital Federal,293425181,MLA-NOTEBOOKS,5,MLA901884707,3.0,platinum,11410.0,541.0,0.03,0.9,0.07,5_green,SHOPNOWSRL,brand,Apple MacBook Air A2179,MLA-NOTEBOOKS
283,283,Apple Macbook,,2020-09-29T19:33:35.000Z,Argentina,gold_special,active,MLA15555683,196900.0,MLA881436663,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",196900.0,True,0,0.8,new,1,Macbook Air 13 Ultimo Modelo 2020 Space Gray,,buy_it_now,Garantía de fábrica: 1 años,MLA1652,Capital Federal,11884210,MLA-NOTEBOOKS,1,MLA881436663,,platinum,4789.0,412.0,0.02,0.96,0.02,5_green,RYKLATINO,normal,Apple MacBook Air A1932 (True Tone 2019),MLA-NOTEBOOKS
284,284,Apple Macbook,,2020-06-07T02:28:20.000Z,Argentina,gold_special,active,MLA15306716,178000.0,MLA860731947,"['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",178000.0,True,0,0.7,new,1,Macbook Air 13.3 Marzo 2020 Space Gray,,buy_it_now,Garantía de fábrica: 12 meses,MLA1652,Capital Federal,27416075,MLA-NOTEBOOKS,3,MLA860731947,39.0,,4.0,1.0,0.0,0.95,0.05,,GONZA MR,normal,Apple MacBook Air A1466,MLA-NOTEBOOKS
285,285,Apple Macbook,,2020-12-14T21:39:59.000Z,Argentina,gold_special,active,MLA16267559,452200.0,MLA901074540,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",452200.0,True,2,0.7,new,1,Apple 13.3 Macbook Pro M1 Chip Myd92e/a 8gb 512gb _1,,buy_it_now,Garantía de fábrica: 6 meses,MLA1652,Capital Federal,470817630,MLA-NOTEBOOKS,3,MLA901074540,,gold,1864.0,193.0,0.01,0.96,0.03,5_green,HDMI ONLINE,normal,Apple MacBook Pro A2251 (Mid 2020),MLA-NOTEBOOKS
286,286,Apple Macbook,,2018-12-02T01:13:07.000Z,Argentina,gold_special,active,,80000.0,MLA760732474,"['poor_quality_picture', 'dragged_bids_and_visits', 'immediate_payment', 'cart_eligible']",80000.0,True,0,0.66,used,1,Macbook Pro 15 Quad Core I7 2.0 Ghz 8g  250g Ssd 2011,,buy_it_now,,MLA1652,Capital Federal,164032151,MLA-NOTEBOOKS,1,MLA760732474,47.0,silver,343.0,107.0,0.02,0.97,0.01,5_green,SERVICIOSAPPLEMAC,normal,,
287,287,Apple Macbook,,2020-12-02T19:08:32.000Z,Argentina,gold_pro,active,MLA15913938,325490.0,MLA899706353,"['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",325490.0,True,0,0.9,new,3,Macbook Air 13.3 Retina I5 8gb Ssd 512gb 2020 Mvh22,,buy_it_now,Garantía de fábrica: 12 meses,MLA1652,Capital Federal,183000192,MLA-NOTEBOOKS,4,MLA899706353,,platinum,6694.0,544.0,0.02,0.96,0.02,5_green,STECSOLUCIONESTECNOLÓGICAS,normal,Apple MacBook Air A2179,MLA-NOTEBOOKS
288,288,Apple Macbook,,2019-03-23T02:45:12.000Z,Argentina,gold_special,active,,95000.0,MLA777209642,"['dragged_bids_and_visits', 'poor_quality_picture', 'immediate_payment', 'cart_eligible']",95000.0,True,1,0.55,used,1,Macbook Pro 15 Quadcore I7 2.2gz 16g  500g Hd 2011,,buy_it_now,Garantía del vendedor: 30 días,MLA1652,Capital Federal,164032151,MLA-NOTEBOOKS,1,MLA777209642,122.0,silver,343.0,107.0,0.02,0.97,0.01,5_green,SERVICIOSAPPLEMAC,normal,,
289,289,Apple Macbook,,2018-11-18T22:54:52.000Z,Argentina,gold_special,active,,300000.0,MLA758824649,"['poor_quality_picture', 'immediate_payment', 'cart_eligible']",300000.0,True,0,0.88,used,1,Apple Macbook Pro 13¨ Core I7 2.9 A1278 - Espectacular!!!,,buy_it_now,Garantía del vendedor: 5 días,MLA1652,Capital Federal,55580130,MLA-NOTEBOOKS,1,MLA758824649,32.0,gold,1497.0,61.0,0.0,0.99,0.01,5_green,MARINACAPAT,normal,,
290,290,Apple Macbook,,2020-10-26T12:04:38.000Z,Argentina,gold_pro,active,MLA15913938,269999.0,MLA885432260,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",269999.0,True,1,1.0,new,600,Macbook Air 2020 Ssd256+adaptador Hub+auriculares I12+funda,,buy_it_now,Garantía de fábrica: 12 meses,MLA1652,Capital Federal,225480741,MLA-NOTEBOOKS,1200,MLA885432260,6.0,platinum,4411.0,335.0,0.0,1.0,0.0,5_green,MLSERCOFIN,normal,Apple MacBook Air A2179,MLA-NOTEBOOKS
291,291,Apple Macbook,,2020-11-04T01:21:30.000Z,Argentina,gold_special,active,MLA15248256,249999.0,MLA886695519,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",249999.0,True,0,0.8,new,1,Macbook Pro 13 Touch Bar I5 8gb 128gb Huella 2019 Tienda Hyt,,buy_it_now,Garantía de fábrica: 12 meses,MLA1652,Capital Federal,216203805,MLA-NOTEBOOKS,1,MLA886695519,3.0,platinum,16871.0,1364.0,0.01,0.97,0.02,5_green,HYT.COM.AR,normal,Apple MacBook Pro A2159,MLA-NOTEBOOKS
292,292,Apple Macbook,,2020-03-11T09:23:32.000Z,Argentina,gold_special,active,,165000.0,MLA843187260,"['dragged_bids_and_visits', 'incomplete_technical_specs', 'poor_quality_picture', 'immediate_payment', 'cart_eligible']",165000.0,True,0,0.62,used,1,Macbook Air 13.3´ Mjve2ll/a Modelo 2015,,buy_it_now,Sin garantía,MLA1652,Buenos Aires,31599555,MLA-NOTEBOOKS,1,MLA843187260,19.0,,16.0,1.0,0.01,0.99,0.0,5_green,MARIA ESCO,normal,,
293,293,Apple Macbook,,2021-01-14T16:11:51.000Z,Argentina,gold_pro,active,MLA15913938,224399.0,MLA904220200,"['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",224399.0,True,0,0.8,new,1,Macbook Air I3 8gb 256gb 13.3'' A2179 Delta2,,buy_it_now,Garantía de fábrica: 12 meses,MLA1652,Capital Federal,69541508,MLA-NOTEBOOKS,11,MLA904220200,0.0,platinum,47677.0,4284.0,0.02,0.94,0.04,5_green,TIENDA DELTA,normal,Apple MacBook Air A2179,MLA-NOTEBOOKS
294,294,Apple Macbook,,2021-01-14T16:07:45.000Z,Argentina,gold_special,active,MLA15913938,180399.0,MLA904220021,"['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",180399.0,True,0,0.7,new,1,Macbook Air I3 8gb 256gb 13.3'' A2179 Delta,,buy_it_now,Garantía de fábrica: 12 meses,MLA1652,Capital Federal,69541508,MLA-NOTEBOOKS,11,MLA904220021,0.0,platinum,47677.0,4284.0,0.02,0.94,0.04,5_green,TIENDA DELTA,normal,Apple MacBook Air A2179,MLA-NOTEBOOKS
295,295,Apple Macbook,,2018-09-29T14:12:36.000Z,Argentina,gold_special,active,,80000.0,MLA750477717,"['poor_quality_picture', 'dragged_bids_and_visits', 'immediate_payment', 'cart_eligible']",80000.0,True,0,0.66,used,1,Macbook Pro 15 Quad Core I7 2.0 Ghz 8g 500g 2011 Bat 5 Hs,,buy_it_now,,MLA1652,Capital Federal,164032151,MLA-NOTEBOOKS,1,MLA750477717,105.0,silver,343.0,107.0,0.02,0.97,0.01,5_green,SERVICIOSAPPLEMAC,normal,,
296,296,Apple Macbook,,2020-09-06T03:12:22.000Z,Argentina,gold_special,active,,6000.0,MLA877005086,"['poor_quality_picture', 'immediate_payment', 'cart_eligible']",6000.0,True,0,0.55,used,1,Macbook Pro 15 A1398 X Repuestos: Cooler/micrófono/audiojack,,buy_it_now,Garantía del vendedor: 3 meses,MLA1652,Capital Federal,69360809,MLA-NOTEBOOKS,1,MLA877005086,,,38.0,1.0,0.0,1.0,0.0,5_green,PATCHWORK.SU,normal,,
297,297,Apple Macbook,,2020-10-25T03:50:53.000Z,Argentina,gold_special,active,MLA15913938,184999.0,MLA885311175,"['good_quality_picture', 'good_quality_thumbnail', 'brand_verified', 'immediate_payment', 'cart_eligible']",184999.0,True,0,0.77,new,1,Macbook Air 13 Mwtk2ll/a-i3-8gb-256ssd- Caja Cerrada Sellada,,buy_it_now,Sin garantía,MLA1652,Capital Federal,75108434,MLA-NOTEBOOKS,1,MLA885311175,11.0,,53.0,17.0,0.0,0.99,0.01,5_green,HERNAN.IDIARTE,normal,Apple MacBook Air A2179,MLA-NOTEBOOKS
298,298,Apple Macbook,,2020-10-21T17:38:37.000Z,Argentina,gold_special,active,MLA15741417,185850.0,MLA884822621,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",185850.0,True,0,0.9,new,1,Macbook Pro 13 Retina Early 2015 I5 128gb 8gb Ram + Acces.,,buy_it_now,Sin garantía,MLA1652,Capital Federal,132593717,MLA-NOTEBOOKS,1,MLA884822621,7.0,,132.0,14.0,0.0,1.0,0.0,5_green,FENZINO,normal,Apple MacBook Pro A1502,MLA-NOTEBOOKS
