,index,product,original_price,start_time,seller_address.country.name,listing_type_id,status,catalog_product_id,price,id,tags,base_price,accepts_mercadopago,sold_quantity,health,condition,available_quantity,title,official_store_id,buying_mode,warranty,category_id,seller_address.state.name,seller_id,domain_id,initial_quantity,item_id,questions_total,user_seller_reputation.power_seller_status,user_seller_reputation.transactions.completed,user_seller_reputation.transactions.canceled,user_seller_reputation.transactions.ratings.neutral,user_seller_reputation.transactions.ratings.positive,user_seller_reputation.transactions.ratings.negative,user_seller_reputation.level_id,user_nickname,user_user_type,product_name,product_domain_id
88,88,Lenovo Ideapad,159999,2020-12-15T20:39:48.000Z,Argentina,gold_special,active,MLA15255765,134999.0,MLA901191781,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",134999.0,True,1,0.87,new,1,Notebook Lenovo Gamer Core I5 8gb 1tb 256ssd Gtx1050 L340,1938,buy_it_now,Garantía de fábrica: 12 meses,MLA1652,Buenos Aires,608846165,MLA-NOTEBOOKS,40,MLA901191781,7.0,platinum,190532.0,8516.0,0.03,0.9,0.07,5_green,ELECTRONICAFLA,brand,Lenovo IdeaPad L340-15IRH,MLA-NOTEBOOKS
89,89,Lenovo Ideapad,,2019-12-20T15:56:23.000Z,Argentina,gold_special,active,MLA15261472,62349.0,MLA831133889,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'incomplete_technical_specs', 'immediate_payment', 'cart_eligible']",62349.0,True,5,0.8,new,1,Notebook Lenovo Ideapad S145 Amd A4 8gb 500gb 256gb Ssd  ,,buy_it_now,Garantía de fábrica: 12 meses,MLA1652,Capital Federal,114179423,MLA-NOTEBOOKS,6,MLA831133889,18.0,platinum,11663.0,682.0,0.0,0.99,0.01,5_green,SCI INFORMATICA,normal,Lenovo IdeaPad S145-15AST,MLA-NOTEBOOKS
90,90,Lenovo Ideapad,,2020-04-22T22:17:31.000Z,Argentina,gold_special,active,MLA15248254,99990.0,MLA850908854,"['good_quality_thumbnail', 'loyalty_discount_eligible', 'brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",99990.0,True,5,0.8,new,1,Lenovo Ideapad S145 I5 10ma Gen 8gb 240gb Ssd + 1tb Win 10,,buy_it_now,Garantía de fábrica: 12 meses,MLA1652,Capital Federal,155068217,MLA-NOTEBOOKS,7,MLA850908854,15.0,silver,534.0,32.0,0.01,0.99,0.0,5_green,NORDITECH ARGENTINA,normal,Lenovo IdeaPad S145-15IWL,MLA-NOTEBOOKS
91,91,Lenovo Ideapad,,2019-12-20T16:11:45.000Z,Argentina,gold_special,active,MLA15261472,77299.0,MLA831135675,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",77299.0,True,3,0.8,new,1,Notebook Lenovo Ideapad S145 Amd A9 8gb 1tb 256gb Ssd W10h,,buy_it_now,Garantía de fábrica: 12 meses,MLA1652,Capital Federal,114179423,MLA-NOTEBOOKS,4,MLA831135675,15.0,platinum,11663.0,682.0,0.0,0.99,0.01,5_green,SCI INFORMATICA,normal,Lenovo IdeaPad S145-15AST,MLA-NOTEBOOKS
92,92,Lenovo Ideapad,,2020-11-30T17:13:26.000Z,Argentina,gold_special,active,MLA16041756,99470.7,MLA899399672,"['good_quality_picture', 'good_quality_thumbnail', 'brand_verified', 'extended_warranty_eligible', 'immediate_payment', 'cart_eligible']",99470.7,True,1,0.8,new,1,Notebook 15.6 I3 10ma 8gb Ssd 256gb Hdmi Windows 10 Azul,,buy_it_now,Garantía de fábrica: 12 meses,MLA1652,Buenos Aires,116239336,MLA-NOTEBOOKS,2,MLA899399672,,platinum,5774.0,483.0,0.01,0.98,0.01,5_green,GRUPO-TECNO,normal,Lenovo IdeaPad 3 15IIL05,MLA-NOTEBOOKS
93,93,Lenovo Ideapad,,2020-11-16T20:15:20.000Z,Argentina,gold_special,active,MLA16029714,41200.0,MLA897464418,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",41200.0,True,3,0.9,new,1,Notebook Lenovo 11.6 Hd Intel N4020 Ssd 128gb 4gb Chrome Os,,buy_it_now,Garantía del vendedor: 12 meses,MLA1652,Capital Federal,69526727,MLA-NOTEBOOKS,43,MLA897464418,9.0,platinum,28173.0,1467.0,0.02,0.96,0.02,5_green,ELECTRONIC-MARKET,normal,Lenovo IdeaPad 1 14IGL05 - Ice blue - 4 GB - 128 GB - 1366 px x 768 px - Intel UHD Graphics 605 - Intel - Pentium Silver - N5030 - Windows - 10 - Home,MLA-NOTEBOOKS
94,94,Lenovo Ideapad,,2020-06-11T02:36:49.000Z,Argentina,gold_pro,active,MLA15708602,52497.0,MLA861566253,"['good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'brand_verified', 'extended_warranty_eligible', 'immediate_payment', 'cart_eligible']",52497.0,True,5,0.8,new,1,Notebook Lenovo Ip S150-14 A4 4gb 64gb Ssd 14' W10 Cuotas,,buy_it_now,Garantía del vendedor: 12 meses,MLA1652,Capital Federal,165551415,MLA-NOTEBOOKS,6,MLA861566253,,platinum,29699.0,1531.0,0.01,0.98,0.01,5_green,OFITSHOP,normal,Lenovo IdeaPad S150-14AST - Ice blue - 4 GB - 64 GB - 1366 px x 768 px - AMD Radeon R3 - AMD - A4-Series - 9120E - Windows - 10 - Home,MLA-NOTEBOOKS
95,95,Lenovo Ideapad,144999,2020-04-21T13:05:57.000Z,Argentina,gold_pro,active,MLA15253903,89975.0,MLA850619555,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",89975.0,True,5,1.0,new,1,Notebook Lenovo Ip S340 Amd Ryzen 3 8gb 1tb 14 Hd Win 10 Cta,,buy_it_now,Garantía de fábrica: 12 meses,MLA1652,Capital Federal,131648529,MLA-NOTEBOOKS,19,MLA850619555,27.0,platinum,27992.0,1435.0,0.02,0.97,0.01,5_green,PCCENTERCOMPUTERS,normal,Lenovo IdeaPad S340,MLA-NOTEBOOKS
96,96,Lenovo Ideapad,,2020-10-07T19:40:48.000Z,Argentina,gold_special,active,MLA15698353,86999.0,MLA882885015,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",86999.0,True,5,0.8,new,1,Notebook Lenovo S145 Core I5 10ma 4gb 256gb Ssd Windows 10,,buy_it_now,Garantía de fábrica: 12 meses,MLA1652,Capital Federal,179274188,MLA-NOTEBOOKS,9,MLA882885015,16.0,platinum,180009.0,12389.0,0.02,0.95,0.03,5_green,DALECLÍCK,normal,Lenovo IdeaPad S145-15IIL,MLA-NOTEBOOKS
97,97,Lenovo Ideapad,,2020-10-02T18:48:10.000Z,Argentina,gold_pro,active,MLA16041756,96999.0,MLA882089027,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",96999.0,True,5,0.9,new,1,Notebook Lenovo Intel Core I3-1005 8gb 256gb Ssd Win10 Touch,,buy_it_now,Garantía de fábrica: 6 meses,MLA1652,Capital Federal,84248889,MLA-NOTEBOOKS,6,MLA882089027,,gold,1293.0,73.0,0.01,0.99,0.0,5_green,EXPERTO COMPUTACION,normal,Lenovo IdeaPad 3 15IIL05,MLA-NOTEBOOKS
98,98,Lenovo Ideapad,,2020-10-07T19:45:37.000Z,Argentina,gold_pro,active,MLA15698353,92499.0,MLA882884369,"['good_quality_thumbnail', 'brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",92499.0,True,0,0.9,new,1,Notebook Lenovo S145 Core I3 10ma 4gb 256gb Ssd Win 10 Cuota,,buy_it_now,Garantía de fábrica: 12 meses,MLA1652,Capital Federal,179274188,MLA-NOTEBOOKS,4,MLA882884369,1.0,platinum,180009.0,12389.0,0.02,0.95,0.03,5_green,DALECLÍCK,normal,Lenovo IdeaPad S145-15IIL,MLA-NOTEBOOKS
99,99,Lenovo Ideapad,,2020-10-20T23:55:40.000Z,Argentina,gold_special,active,MLA15253903,169000.0,MLA884737281,"['good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'brand_verified', 'immediate_payment', 'cart_eligible']",169000.0,True,5,0.8,new,1,Notebook Lenovo Ryzen 7 20gb Ram 512g Ssd 500g Hdd Win10,,buy_it_now,Garantía de fábrica: 12 meses,MLA1652,Capital Federal,15096445,MLA-NOTEBOOKS,12,MLA884737281,7.0,platinum,66309.0,4294.0,0.01,0.98,0.01,5_green,TECNOLIFE ARG,normal,Lenovo IdeaPad S340,MLA-NOTEBOOKS
100,100,Lenovo Ideapad,90629,2020-12-08T14:20:39.000Z,Argentina,gold_special,active,MLA15698353,72499.0,MLA900268813,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",72499.0,True,1,0.9,new,1,Notebook Lenovo Ideapad S145-15iil I3 1005g1 4gb 256gb 15'',829,buy_it_now,Garantía de fábrica: 12 meses,MLA1652,Capital Federal,258450419,MLA-NOTEBOOKS,51,MLA900268813,,platinum,2727.0,200.0,0.03,0.94,0.03,5_green,DELTA TIENDASOFICIALES,brand,Lenovo IdeaPad S145-15IIL,MLA-NOTEBOOKS
101,101,Lenovo Ideapad,44208,2020-06-11T02:37:08.000Z,Argentina,gold_special,active,MLA15708602,41998.0,MLA861565314,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'brand_verified', 'immediate_payment', 'cart_eligible']",41998.0,True,5,0.7,new,1,Notebook Lenovo Ip S150-14 A4 4gb 64gb Ssd 14' W10 Blue,,buy_it_now,Garantía del vendedor: 12 meses,MLA1652,Capital Federal,28842596,MLA-NOTEBOOKS,8,MLA861565314,19.0,platinum,10608.0,533.0,0.02,0.97,0.01,5_green,OFITEC SHOP,normal,Lenovo IdeaPad S150-14AST - Ice blue - 4 GB - 64 GB - 1366 px x 768 px - AMD Radeon R3 - AMD - A4-Series - 9120E - Windows - 10 - Home,MLA-NOTEBOOKS
102,102,Lenovo Ideapad,,2020-12-21T17:34:39.000Z,Argentina,gold_special,active,MLA16041756,87999.0,MLA901845729,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible']",87999.0,True,3,0.87,new,1,Notebook Lenovo Intel Core I5 4gb 256ssd Windows 10,1938,buy_it_now,Garantía de fábrica: 12 meses,MLA1652,Buenos Aires,608846165,MLA-NOTEBOOKS,30,MLA901845729,11.0,platinum,190532.0,8516.0,0.03,0.9,0.07,5_green,ELECTRONICAFLA,brand,Lenovo IdeaPad 3 15IIL05,MLA-NOTEBOOKS
103,103,Lenovo Ideapad,,2020-10-28T15:57:38.000Z,Argentina,gold_special,active,MLA15248654,79995.0,MLA885813133,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",79995.0,True,2,0.9,new,1,Notebook Lenovo Ip S340 Ryzen 3 8gb 1tb + Ssd 480gb 14 Win10,,buy_it_now,Garantía de fábrica: 12 meses,MLA1652,Capital Federal,131648529,MLA-NOTEBOOKS,5,MLA885813133,9.0,platinum,27992.0,1435.0,0.02,0.97,0.01,5_green,PCCENTERCOMPUTERS,normal,Lenovo IdeaPad S340-15IWL,MLA-NOTEBOOKS
104,104,Lenovo Ideapad,,2020-12-03T21:16:35.000Z,Argentina,gold_special,active,MLA16189144,155990.0,MLA899868407,"['good_quality_thumbnail', 'brand_verified', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",155990.0,True,3,0.9,new,1,Notebook Lenovo I7 1065g7 20gb Ram 1tb Ssd Fhd W10 Acuario,,buy_it_now,Garantía de fábrica: 12 meses,MLA1652,Capital Federal,68286146,MLA-NOTEBOOKS,8,MLA899868407,,platinum,40473.0,2966.0,0.01,0.98,0.01,5_green,INSUMOS_ACUARIO,normal,Lenovo IdeaPad 3,MLA-NOTEBOOKS
105,105,Lenovo Ideapad,,2020-11-02T21:07:31.000Z,Argentina,gold_pro,active,MLA16041756,109999.0,MLA886519035,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",109999.0,True,5,1.0,new,1,"Notebook Lenovo Intel I3 10ma 8gb 256gb Ssd 15,6 Win10 Touch",,buy_it_now,Garantía del vendedor: 12 meses,MLA1652,Capital Federal,318494504,MLA-NOTEBOOKS,18,MLA886519035,24.0,platinum,65133.0,3447.0,0.01,0.97,0.02,5_green,ELECTRO-WORLD GROUP,normal,Lenovo IdeaPad 3 15IIL05,MLA-NOTEBOOKS
106,106,Lenovo Ideapad,84999,2020-11-10T16:24:14.000Z,Argentina,gold_special,active,,67999.0,MLA896567769,"['good_quality_picture', 'good_quality_thumbnail', 'brand_verified', 'extended_warranty_eligible', 'immediate_payment', 'cart_eligible']",67999.0,True,5,0.8,new,150,Notebook Lenovo Intel I3 8130u 4gb 1tb 15.6 Pulgadas Dvdrw,,buy_it_now,Garantía de fábrica: 12 meses,MLA1652,Capital Federal,174556876,MLA-NOTEBOOKS,173,MLA896567769,9.0,platinum,408152.0,27763.0,0.03,0.94,0.03,5_green,OVERHARD DIGITAL,normal,,
107,107,Lenovo Ideapad,,2020-05-20T21:20:07.000Z,Argentina,gold_special,active,MLA15698353,129995.0,MLA856810253,"['good_quality_thumbnail', 'brand_verified', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",129995.0,True,5,0.9,new,1,Notebook Lenovo S145 Core I5 1035 G4 8gb 1tb + Ssd 240gb W10,,buy_it_now,Garantía de fábrica: 12 meses,MLA1652,Capital Federal,131648529,MLA-NOTEBOOKS,21,MLA856810253,65.0,platinum,27992.0,1435.0,0.02,0.97,0.01,5_green,PCCENTERCOMPUTERS,normal,Lenovo IdeaPad S145-15IIL,MLA-NOTEBOOKS
108,108,Lenovo Ideapad,,2020-10-02T18:12:08.000Z,Argentina,gold_pro,active,MLA16041756,98499.0,MLA882080388,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",98499.0,True,2,0.9,new,1,Notebook Lenovo Ideapad 3i Core I3 10ma 4gb 256gb Ssd Cuotas,,buy_it_now,Garantía de fábrica: 12 meses,MLA1652,Capital Federal,179274188,MLA-NOTEBOOKS,10,MLA882080388,9.0,platinum,180009.0,12389.0,0.02,0.95,0.03,5_green,DALECLÍCK,normal,Lenovo IdeaPad 3 15IIL05,MLA-NOTEBOOKS
109,109,Lenovo Ideapad,,2020-10-09T14:51:53.000Z,Argentina,gold_special,active,MLA15248654,74990.0,MLA883201677,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",74990.0,True,3,0.8,new,1,Notebook Lenovo Ryzen 3 S340 3200 14 Hd 4gb 1 Tb Led W 10 H,,buy_it_now,Garantía del vendedor: 6 meses,MLA1652,Buenos Aires,209183697,MLA-NOTEBOOKS,6,MLA883201677,8.0,platinum,24641.0,1296.0,0.01,0.97,0.02,5_green,XHARDSRLXHARD,normal,Lenovo IdeaPad S340-15IWL,MLA-NOTEBOOKS
110,110,Lenovo Ideapad,,2020-12-18T17:48:08.000Z,Argentina,gold_special,active,MLA15740782,164983.55,MLA901574383,"['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",164983.55,True,1,0.7,new,1, Notebook Lenovo Ryzen 7 Flex ( 980 Ssd + 20gb ) W10 Touch ,,buy_it_now,Garantía del vendedor: 12 meses,MLA1652,Capital Federal,76598388,MLA-NOTEBOOKS,13,MLA901574383,1.0,gold,1994.0,109.0,0.0,1.0,0.0,5_green,ATRAPATUDESCUENTO,normal,Lenovo IdeaPad Flex-15IWL,MLA-NOTEBOOKS
111,111,Lenovo Ideapad,,2020-11-17T20:25:57.000Z,Argentina,gold_special,active,MLA16029714,53999.0,MLA897638056,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'incomplete_technical_specs', 'immediate_payment', 'cart_eligible']",53999.0,True,1,0.9,new,1,Notebook Lenovo Intel Pentium N5030 4gb Ssd 128gb Windows 10,,buy_it_now,Garantía del vendedor: 12 meses,MLA1652,Capital Federal,86898163,MLA-NOTEBOOKS,20,MLA897638056,2.0,platinum,27403.0,1415.0,0.01,0.98,0.01,5_green,OFERTAS INFORMATICAS,normal,Lenovo IdeaPad 1 14IGL05 - Ice blue - 4 GB - 128 GB - 1366 px x 768 px - Intel UHD Graphics 605 - Intel - Pentium Silver - N5030 - Windows - 10 - Home,MLA-NOTEBOOKS
112,112,Lenovo Ideapad,,2020-12-22T01:22:28.000Z,Argentina,gold_special,active,MLA15261472,67899.0,MLA901928984,"['extended_warranty_eligible', 'good_quality_picture', 'brand_verified', 'immediate_payment', 'cart_eligible']",67899.0,True,1,0.88,new,1,"Notebook Lenovo S145 A6 12gb Ssd 500gb Windows 10 15,6 Led",,buy_it_now,Garantía de fábrica: 12 meses,MLA1652,Capital Federal,68286146,MLA-NOTEBOOKS,4,MLA901928984,6.0,platinum,40473.0,2966.0,0.01,0.98,0.01,5_green,INSUMOS_ACUARIO,normal,Lenovo IdeaPad S145-15AST,MLA-NOTEBOOKS
113,113,Lenovo Ideapad,75179,2020-12-08T15:09:17.000Z,Argentina,gold_pro,active,MLA15261473,60139.0,MLA900274733,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible']",60139.0,True,5,1.0,new,1,Notebook Lenovo Ideapad S145-15ast A6 9225 4gb 500gb 15' W10,829,buy_it_now,Garantía de fábrica: 12 meses,MLA1652,Capital Federal,258450419,MLA-NOTEBOOKS,56,MLA900274733,,platinum,2727.0,200.0,0.03,0.94,0.03,5_green,DELTA TIENDASOFICIALES,brand,Lenovo IdeaPad S145-15AST - Negro - 4 GB - 500 GB - 1366 px x 768 px - AMD Radeon R4 - AMD - A6-Series - 9225 - Windows - 10 - Home,MLA-NOTEBOOKS
114,114,Lenovo Ideapad,101504,2020-11-27T20:42:19.000Z,Argentina,gold_pro,active,MLA16041756,96428.0,MLA899097718,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",96428.0,True,1,0.9,new,1,Notebook Lenovo I3 Touchscreen 15iil05 256gb Ssd 8gb Win10,,buy_it_now,Garantía del vendedor: 12 meses,MLA1652,Capital Federal,76104882,MLA-NOTEBOOKS,2,MLA899097718,1.0,platinum,14757.0,640.0,0.01,0.98,0.01,5_green,COMPUCOM2004,normal,Lenovo IdeaPad 3 15IIL05,MLA-NOTEBOOKS
115,115,Lenovo Ideapad,99999,2020-09-18T20:47:40.000Z,Argentina,gold_pro,active,MLA15252017,79999.0,MLA879470483,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",79999.0,True,5,0.9,new,1,Notebook Lenovo I3 8130u 4gb 1tb 15.6 Garantía Oficial 6cts,,buy_it_now,Garantía de fábrica: 12 meses,MLA1652,Capital Federal,174556876,MLA-NOTEBOOKS,9,MLA879470483,,platinum,408152.0,27763.0,0.03,0.94,0.03,5_green,OVERHARD DIGITAL,normal,Lenovo IdeaPad 130-15AST,MLA-NOTEBOOKS
116,116,Lenovo Ideapad,,2020-07-01T19:32:23.000Z,Argentina,gold_special,active,MLA15262067,69999.0,MLA865551425,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'incomplete_technical_specs', 'brand_verified', 'immediate_payment', 'cart_eligible']",69999.0,True,5,0.8,new,1,Notebook Lenovo Ideapad S145 14 Celeron N4000 500gb 4gb,,buy_it_now,Garantía del vendedor: 12 meses,MLA1652,Capital Federal,689919,MLA-NOTEBOOKS,24,MLA865551425,38.0,platinum,26411.0,1586.0,0.01,0.98,0.01,5_green,PRECIO-CALIDAD,normal,Lenovo IdeaPad S145-14IGM,MLA-NOTEBOOKS
117,117,Lenovo Ideapad,,2020-10-07T19:44:05.000Z,Argentina,gold_special,active,MLA15698353,78999.0,MLA882883436,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",78999.0,True,3,0.8,new,1,Notebook Lenovo S145 Core I3 10ma 4gb 256gb Ssd Windows 10,,buy_it_now,Garantía de fábrica: 12 meses,MLA1652,Capital Federal,179274188,MLA-NOTEBOOKS,7,MLA882883436,,platinum,180009.0,12389.0,0.02,0.95,0.03,5_green,DALECLÍCK,normal,Lenovo IdeaPad S145-15IIL,MLA-NOTEBOOKS
118,118,Lenovo Ideapad,,2019-12-20T15:48:24.000Z,Argentina,gold_special,active,MLA15261472,54969.0,MLA831132766,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",54969.0,True,2,0.8,new,1,Notebook Lenovo Ideapad S145 Amd A4 8gb 500gb 15  W10h,,buy_it_now,Garantía de fábrica: 12 meses,MLA1652,Capital Federal,114179423,MLA-NOTEBOOKS,3,MLA831132766,10.0,platinum,11663.0,682.0,0.0,0.99,0.01,5_green,SCI INFORMATICA,normal,Lenovo IdeaPad S145-15AST,MLA-NOTEBOOKS
119,119,Lenovo Ideapad,,2020-10-27T17:44:46.000Z,Argentina,gold_special,active,MLA15708601,45000.0,MLA885672020,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",45000.0,True,5,0.88,new,1,Notebook Lenovo Cloudbook Ip S150 Amd A4 4gb Ssd 64gb Win10 ,,buy_it_now,Garantía de fábrica: 1 años,MLA1652,Buenos Aires,188683903,MLA-NOTEBOOKS,34,MLA885672020,41.0,platinum,1249.0,40.0,0.02,0.98,0.0,5_green,MDQ AMG,normal,Lenovo IdeaPad S150-14AST,MLA-NOTEBOOKS
120,120,Lenovo Ideapad,127099,2020-11-26T17:43:54.000Z,Argentina,gold_pro,active,MLA15253903,101679.0,MLA898910558,"['loyalty_discount_eligible', 'brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",101679.0,True,4,1.0,new,1,Notebook Lenovo Ideapad S340 Ryzen 5 8gb 1tb Windows 10,829,buy_it_now,Garantía de fábrica: 12 meses,MLA1652,Capital Federal,258450419,MLA-NOTEBOOKS,47,MLA898910558,18.0,platinum,2727.0,200.0,0.03,0.94,0.03,5_green,DELTA TIENDASOFICIALES,brand,Lenovo IdeaPad S340,MLA-NOTEBOOKS
121,121,Lenovo Ideapad,,2020-10-19T18:20:11.000Z,Argentina,gold_pro,active,MLA15740782,169999.0,MLA884516001,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible']",169999.0,True,3,1.0,new,1,Notebook Lenovo Flex 5 Amd Ryzen 5 16gb 256gb Ssd 14 Win10,,buy_it_now,Garantía del vendedor: 12 meses,MLA1652,Capital Federal,318494504,MLA-NOTEBOOKS,6,MLA884516001,12.0,platinum,65133.0,3447.0,0.01,0.97,0.02,5_green,ELECTRO-WORLD GROUP,normal,Lenovo IdeaPad Flex-15IWL,MLA-NOTEBOOKS
122,122,Lenovo Ideapad,,2020-11-19T16:54:03.000Z,Argentina,gold_pro,active,MLA15738290,191999.0,MLA897935114,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",191999.0,True,1,0.9,new,1,Notebook Lenovo S340 15api Ryzen7 20gb 1tb 256gb Ssd Win10 P,,buy_it_now,Garantía de fábrica: 12 meses,MLA1652,Capital Federal,114179423,MLA-NOTEBOOKS,2,MLA897935114,1.0,platinum,11663.0,682.0,0.0,0.99,0.01,5_green,SCI INFORMATICA,normal,Lenovo IdeaPad S340-15API,MLA-NOTEBOOKS
123,123,Lenovo Ideapad,,2020-10-20T21:06:12.000Z,Argentina,gold_pro,active,MLA16029713,69999.0,MLA884717079,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",69999.0,True,4,1.0,new,1,Notebook Lenovo Intel Pentium N5030 4gb 128gb Ssd 14 Win10 ,,buy_it_now,Garantía del vendedor: 12 meses,MLA1652,Capital Federal,318494504,MLA-NOTEBOOKS,11,MLA884717079,6.0,platinum,65133.0,3447.0,0.01,0.97,0.02,5_green,ELECTRO-WORLD GROUP,normal,Lenovo IdeaPad 1 14IGL05,MLA-NOTEBOOKS
124,124,Lenovo Ideapad,,2020-12-08T13:20:44.000Z,Argentina,gold_special,active,MLA15698353,87499.0,MLA900265483,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",87499.0,True,2,0.88,new,1,Notebook Lenovo Ideapad S145-15iil I5 4gb 256gb 15'' Win10,829,buy_it_now,Garantía de fábrica: 12 meses,MLA1652,Capital Federal,258450419,MLA-NOTEBOOKS,38,MLA900265483,5.0,platinum,2727.0,200.0,0.03,0.94,0.03,5_green,DELTA TIENDASOFICIALES,brand,Lenovo IdeaPad S145-15IIL,MLA-NOTEBOOKS
125,125,Lenovo Ideapad,109369,2020-06-05T17:58:08.000Z,Argentina,gold_special,active,MLA15698353,87499.0,MLA860439937,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",87499.0,True,50,0.8,new,1,Notebook Lenovo Ips145-15iiil Corei5-1035g4 8g 1tb 15' W10h ,,buy_it_now,Garantía de fábrica: 12 meses,MLA1652,Capital Federal,69541508,MLA-NOTEBOOKS,68,MLA860439937,225.0,platinum,47677.0,4284.0,0.02,0.94,0.04,5_green,TIENDA DELTA,normal,Lenovo IdeaPad S145-15IIL,MLA-NOTEBOOKS
126,126,Lenovo Ideapad,,2020-12-11T14:16:55.000Z,Argentina,gold_pro,active,MLA16205634,173995.0,MLA900667688,"['good_quality_picture', 'good_quality_thumbnail', 'incomplete_technical_specs', 'brand_verified', 'immediate_payment', 'cart_eligible']",173995.0,True,1,1.0,new,1,Notebook Gamer Lenovo L340 I5 16gb Ssd 128gb + 1tb Nvidia Ct,,buy_it_now,Garantía de fábrica: 12 meses,MLA1652,Capital Federal,131648529,MLA-NOTEBOOKS,4,MLA900667688,1.0,platinum,27992.0,1435.0,0.02,0.97,0.01,5_green,PCCENTERCOMPUTERS,normal,Lenovo IdeaPad L340,MLA-NOTEBOOKS
127,127,Lenovo Ideapad,,2017-11-10T00:18:42.000Z,Argentina,gold_special,active,MLA15253905,62989.0,MLA691577807,"['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",62989.0,True,5,0.6,new,1,Notebook Lenovo V130 Quadcore N5000 15.6 4gb 500gb Martinez,,buy_it_now,12 meses,MLA1652,Buenos Aires,42459084,MLA-NOTEBOOKS,13,MLA691577807,57.0,platinum,20244.0,2073.0,0.01,0.98,0.01,5_green,PLANETSTORESRL,normal,Lenovo V-Series V130-15IGM,MLA-NOTEBOOKS
