,product,buying_mode,title,start_time,seller_address.country.name,status,seller_address.state.name,tags,available_quantity,listing_type_id,catalog_product_id,condition,warranty,id,accepts_mercadopago,sold_quantity,category_id,original_price,price,base_price,domain_id,official_store_id,seller_id,initial_quantity,health,item_id,reviews_rating_levels.one_star,reviews_rating_levels.five_star,reviews_rating_levels.three_star,reviews_paging.total,reviews_rating_average,reviews_rating_levels.four_star,reviews_rating_levels.two_star
142,Dell Vostro,buy_it_now,Dell Vostro 3500,2020-06-18T19:59:37.000Z,Argentina,active,Capital Federal,"['incomplete_technical_specs', 'poor_quality_picture', 'immediate_payment', 'cart_eligible']",1,gold_special,MLA15305933,used,Sin garantía,MLA863067621,True,5,MLA1652,,500.0,500.0,MLA-NOTEBOOKS,,96305277,20,0.71,MLA863067621,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,Dell Vostro,buy_it_now,Notebook Dell Vostro I5 15.6  24gb 1tb Ubuntu Teclado Con Ñ,2020-11-18T18:15:25.000Z,Argentina,active,Capital Federal,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",1,gold_special,MLA16639105,new,,MLA897764829,True,0,MLA1652,,127779.95,127779.95,MLA-NOTEBOOKS,,140152798,12,0.75,MLA897764829,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,Dell Vostro,buy_it_now,Notebook Dell Vostro I3 15.6  4g 1tb Ubuntu Teclado Con Ñ,2020-11-18T18:15:32.000Z,Argentina,active,Capital Federal,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",1,gold_pro,MLA16639105,new,,MLA897764838,True,0,MLA1652,,116131.99,116131.99,MLA-NOTEBOOKS,,140152798,21,0.87,MLA897764838,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,Dell Vostro,buy_it_now,Notebook Dell Vostro I5 15.6  4g 1tb Ubuntu Teclado Con Ñ,2020-11-18T18:14:34.000Z,Argentina,active,Capital Federal,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",1,gold_pro,MLA16639105,new,,MLA897765372,True,0,MLA1652,,141861.99,141861.99,MLA-NOTEBOOKS,,140152798,14,0.87,MLA897765372,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,Dell Vostro,buy_it_now,Notebook Dell Vostro I3 15.6  20g 1tb Ubuntu Teclado Con Ñ,2020-11-18T18:15:35.000Z,Argentina,active,Capital Federal,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",1,gold_pro,MLA16639105,new,,MLA897765432,True,0,MLA1652,,129517.99,129517.99,MLA-NOTEBOOKS,,140152798,14,0.87,MLA897765432,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,Dell Vostro,buy_it_now,Notebook Dell Vostro I5 15.6  8gb 1tb Ubuntu Teclado Con Ñ,2020-11-18T18:15:36.000Z,Argentina,active,Capital Federal,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",1,gold_pro,MLA16639105,new,,MLA897765434,True,0,MLA1652,,145685.99,145685.99,MLA-NOTEBOOKS,,140152798,16,0.87,MLA897765434,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,Dell Vostro,buy_it_now,Notebook Dell Vostro I5 15.6  32gb 1tb Ubuntu Teclado Con Ñ,2020-11-18T18:15:26.000Z,Argentina,active,Capital Federal,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",1,gold_special,MLA16639105,new,,MLA897766166,True,0,MLA1652,,133132.95,133132.95,MLA-NOTEBOOKS,,140152798,14,0.75,MLA897766166,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,Dell Vostro,buy_it_now,Notebook Dell Vostro I5 15.6 4g 1tb + 480ssd  Ubuntu Ñ,2020-11-19T18:23:06.000Z,Argentina,active,Capital Federal,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",1,gold_special,MLA16639105,new,,MLA897950106,True,0,MLA1652,,119818.95,119818.95,MLA-NOTEBOOKS,,140152798,16,0.75,MLA897950106,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,Dell Vostro,buy_it_now,Notebook Dell Vostro I5 15.6 8g 1tb + 480ssd  Ubuntu Ñ,2020-11-19T18:23:28.000Z,Argentina,active,Capital Federal,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",1,gold_special,MLA16639105,new,,MLA897950139,True,0,MLA1652,,122838.95,122838.95,MLA-NOTEBOOKS,,140152798,16,0.75,MLA897950139,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,Dell Vostro,buy_it_now,Notebook Dell Vostro I5 15.6 16gb 1tb + 480 Ssd Ubuntu Ñ,2020-12-30T14:18:45.000Z,Argentina,active,Capital Federal,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",1,gold_pro,MLA16639105,new,,MLA902652697,True,0,MLA1652,,164983.99,164983.99,MLA-NOTEBOOKS,,140152798,11,0.87,MLA902652697,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,Dell Vostro,buy_it_now,Notebook Laptop Dell Vostro I5 16gb 1tb 14 Win Oferta,2020-09-28T13:24:14.000Z,Argentina,active,Capital Federal,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",1,gold_pro,MLA16173015,new,,MLA881141750,True,0,MLA1652,,166200.99,166200.99,MLA-NOTEBOOKS,,140152798,10,0.87,MLA881141750,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,Dell Vostro,buy_it_now,Notebook Laptop Dell Vostro I5 8gb 1tb + 240ssd 14 Win,2020-09-28T13:24:32.000Z,Argentina,active,Capital Federal,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",1,gold_pro,MLA16173015,new,,MLA881141773,True,0,MLA1652,,163244.99,163244.99,MLA-NOTEBOOKS,,140152798,10,0.87,MLA881141773,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,Dell Vostro,buy_it_now,Notebook Laptop Dell Vostro I5 32gb 1tb + 240ssd 14 Win,2020-09-28T13:24:38.000Z,Argentina,active,Capital Federal,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",1,gold_pro,MLA16173015,new,,MLA881141790,True,0,MLA1652,,186192.99,186192.99,MLA-NOTEBOOKS,,140152798,10,0.87,MLA881141790,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,Dell Vostro,buy_it_now,Notebook Laptop Dell Vostro I5 4gb 1tb + 480ssd 14 Win,2020-09-28T13:24:40.000Z,Argentina,active,Capital Federal,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",1,gold_pro,MLA16173015,new,,MLA881141792,True,0,MLA1652,,162896.99,162896.99,MLA-NOTEBOOKS,,140152798,10,0.87,MLA881141792,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,Dell Vostro,buy_it_now,Notebook Laptop Dell Vostro I5 16gb 1tb + 480ssd 14 Win,2020-09-28T13:24:45.000Z,Argentina,active,Capital Federal,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",1,gold_pro,MLA16173015,new,,MLA881142256,True,0,MLA1652,,176109.99,176109.99,MLA-NOTEBOOKS,,140152798,10,0.87,MLA881142256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,Dell Vostro,buy_it_now,Notebook Laptop Dell Vostro I5 20gb 1tb + 480ssd 14 Win,2020-09-28T13:25:03.000Z,Argentina,active,Capital Federal,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",1,gold_pro,MLA16173015,new,,MLA881142268,True,0,MLA1652,,176283.99,176283.99,MLA-NOTEBOOKS,,140152798,10,0.87,MLA881142268,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,Dell Vostro,buy_it_now,Notebook Laptop Dell Vostro I5 4gb 1tb + 480ssd 14 Win,2020-09-28T13:27:29.000Z,Argentina,active,Capital Federal,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",1,gold_special,MLA16173015,new,,MLA881142408,True,0,MLA1652,,128602.95,128602.95,MLA-NOTEBOOKS,,140152798,10,0.75,MLA881142408,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,Dell Vostro,buy_it_now,Notebook Laptop Dell Vostro I5 4gb 1tb + 240ssd 14 Win,2020-09-28T13:24:30.000Z,Argentina,active,Capital Federal,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",1,gold_pro,MLA16173015,new,,MLA881143239,True,0,MLA1652,,159419.99,159419.99,MLA-NOTEBOOKS,,140152798,10,0.87,MLA881143239,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,Dell Vostro,buy_it_now,Notebook Laptop Dell Vostro I5 8gb 1tb + 480ssd 14 Win,2020-09-28T13:24:43.000Z,Argentina,active,Capital Federal,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",1,gold_pro,MLA16173015,new,,MLA881143249,True,0,MLA1652,,166721.99,166721.99,MLA-NOTEBOOKS,,140152798,10,0.87,MLA881143249,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,Dell Vostro,buy_it_now,Notebook Dell Vostro I3 15.6  12g 1tb Ubuntu Teclado Con Ñ,2020-11-18T18:15:46.000Z,Argentina,active,Capital Federal,"['extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",1,gold_special,MLA16639105,new,,MLA897764858,True,0,MLA1652,,96898.95,96898.95,MLA-NOTEBOOKS,,140152798,11,0.75,MLA897764858,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,Dell Vostro,buy_it_now,Notebook Dell Vostro I3 15.6  20g 1tb Ubuntu Teclado Con Ñ,2020-11-18T18:15:47.000Z,Argentina,active,Capital Federal,"['extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",1,gold_special,MLA16639105,new,,MLA897764859,True,0,MLA1652,,102250.95,102250.95,MLA-NOTEBOOKS,,140152798,14,0.75,MLA897764859,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,Dell Vostro,buy_it_now,Notebook Dell Vostro I5 15.6  20gb 1tb Ubuntu Teclado Con Ñ,2020-11-18T18:15:37.000Z,Argentina,active,Capital Federal,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",1,gold_pro,MLA16639105,new,,MLA897765436,True,0,MLA1652,,155247.99,155247.99,MLA-NOTEBOOKS,,140152798,15,0.87,MLA897765436,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,Dell Vostro,buy_it_now,Notebook Dell Vostro I5 15.6  12gb 1tb Ubuntu Teclado Con Ñ,2020-11-18T18:15:24.000Z,Argentina,active,Capital Federal,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",1,gold_special,MLA16639105,new,,MLA897766162,True,0,MLA1652,,117211.95,117211.95,MLA-NOTEBOOKS,,140152798,12,0.75,MLA897766162,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,Dell Vostro,buy_it_now,Notebook Dell Vostro I3 15.6  8g 1tb Ubuntu Teclado Con Ñ,2020-11-18T18:15:34.000Z,Argentina,active,Capital Federal,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",1,gold_pro,MLA16639105,new,,MLA897766179,True,0,MLA1652,,119956.99,119956.99,MLA-NOTEBOOKS,,140152798,17,0.87,MLA897766179,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,Dell Vostro,buy_it_now,Notebook Dell Vostro I5 15.6  24gb 1tb Ubuntu Teclado Con Ñ,2020-11-18T18:15:38.000Z,Argentina,active,Capital Federal,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",1,gold_pro,MLA16639105,new,,MLA897766183,True,0,MLA1652,,161853.99,161853.99,MLA-NOTEBOOKS,,140152798,12,0.87,MLA897766183,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,Dell Vostro,buy_it_now,Notebook Dell Vostro I5 15.6 24 Gb 1tb + 240ssd  Ubuntu Ñ,2020-11-19T18:05:53.000Z,Argentina,active,Capital Federal,"['immediate_payment', 'cart_eligible']",1,gold_pro,MLA16639105,new,,MLA897944872,True,0,MLA1652,,168286.99,168286.99,MLA-NOTEBOOKS,,140152798,11,0.87,MLA897944872,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,Dell Vostro,buy_it_now,Notebook Dell Vostro I5 15.6 12g 1tb + 480ssd  Ubuntu Ñ,2020-11-19T18:19:52.000Z,Argentina,active,Capital Federal,"['immediate_payment', 'cart_eligible']",1,gold_pro,MLA16639105,new,,MLA897945874,True,0,MLA1652,,158376.99,158376.99,MLA-NOTEBOOKS,,140152798,11,0.87,MLA897945874,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,Dell Vostro,buy_it_now,Notebook Dell Vostro I5 15.6 32 Gb 1tb + 480ssd  Ubuntu Ñ,2020-11-19T18:21:14.000Z,Argentina,active,Capital Federal,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",1,gold_pro,MLA16639105,new,,MLA897945938,True,0,MLA1652,,178543.99,178543.99,MLA-NOTEBOOKS,,140152798,14,0.87,MLA897945938,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,Dell Vostro,buy_it_now,Notebook Dell Vostro I5 15.6 4g 1tb + 480ssd  Ubuntu Ñ,2020-11-19T18:19:27.000Z,Argentina,active,Capital Federal,"['immediate_payment', 'cart_eligible']",1,gold_pro,MLA16639105,new,,MLA897948173,True,0,MLA1652,,151770.99,151770.99,MLA-NOTEBOOKS,,140152798,16,0.87,MLA897948173,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,Dell Vostro,buy_it_now,Notebook Dell Vostro I5 15.6 20g 1tb + 480ssd  Ubuntu Ñ,2020-11-19T18:20:15.000Z,Argentina,active,Capital Federal,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",1,gold_pro,MLA16639105,new,,MLA897949062,True,0,MLA1652,,165157.99,165157.99,MLA-NOTEBOOKS,,140152798,14,0.87,MLA897949062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,Dell Vostro,buy_it_now,Notebook Dell Vostro I5 15.6 24 Gb 1tb + 480ssd  Ubuntu Ñ,2020-11-19T18:24:52.000Z,Argentina,active,Capital Federal,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",1,gold_special,MLA16639105,new,,MLA897949238,True,0,MLA1652,,135602.95,135602.95,MLA-NOTEBOOKS,,140152798,11,0.75,MLA897949238,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,Dell Vostro,buy_it_now,Notebook Dell Vostro I5 15.6 20g 1tb + 480ssd  Ubuntu Ñ,2020-11-19T18:24:08.000Z,Argentina,active,Capital Federal,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",1,gold_special,MLA16639105,new,,MLA897950181,True,0,MLA1652,,130387.95,130387.95,MLA-NOTEBOOKS,,140152798,14,0.75,MLA897950181,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,Dell Vostro,buy_it_now,Notebook Dell Vostro I3 15.6 8gb 1tb + 240ssd Ubuntu Ñ,2020-11-19T18:34:50.000Z,Argentina,active,Capital Federal,"['extended_warranty_eligible', 'immediate_payment', 'cart_eligible']",1,gold_special,MLA16639105,new,,MLA897954425,True,0,MLA1652,,99780.95,99780.95,MLA-NOTEBOOKS,,140152798,17,0.75,MLA897954425,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,Dell Vostro,buy_it_now,Notebook Dell Vostro I3 15.6 8g 1tb + 480ssd Ubuntu Ñ,2020-11-19T18:47:05.000Z,Argentina,active,Capital Federal,"['immediate_payment', 'cart_eligible']",1,gold_pro,MLA16639105,new,,MLA897955478,True,0,MLA1652,,129865.99,129865.99,MLA-NOTEBOOKS,,140152798,17,0.87,MLA897955478,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,Dell Vostro,buy_it_now,Notebook Dell Vostro I3 15.6 32g 1tb + 480ssd Ubuntu  Ñ,2020-11-19T18:48:25.000Z,Argentina,active,Capital Federal,"['immediate_payment', 'cart_eligible']",1,gold_pro,MLA16639105,new,,MLA897955852,True,0,MLA1652,,152813.99,152813.99,MLA-NOTEBOOKS,,140152798,14,0.87,MLA897955852,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,Dell Vostro,buy_it_now,Notebook Dell Vostro I3 15.6 16gb 1tb + 480ssd Ubuntu Ñ,2020-11-25T13:59:52.000Z,Argentina,active,Capital Federal,"['extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",1,gold_special,MLA16639105,new,,MLA898697939,True,0,MLA1652,,109936.95,109936.95,MLA-NOTEBOOKS,,140152798,11,0.75,MLA898697939,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,Dell Vostro,buy_it_now,Notebook Dell Vostro I5 15.6 16gb 1tb + 240 Ssd Ubuntu Ñ,2020-12-30T14:18:43.000Z,Argentina,active,Capital Federal,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",1,gold_special,MLA16639105,new,,MLA902652695,True,0,MLA1652,,127504.95,127504.95,MLA-NOTEBOOKS,,140152798,11,0.75,MLA902652695,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,Dell Vostro,buy_it_now,Notebook Laptop Dell Vostro I5 12gb 1tb + 240ssd 14 Win,2020-09-28T13:24:33.000Z,Argentina,active,Capital Federal,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",1,gold_pro,MLA16173015,new,,MLA881141774,True,0,MLA1652,,166026.99,166026.99,MLA-NOTEBOOKS,,140152798,10,0.87,MLA881141774,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,Dell Vostro,buy_it_now,Notebook Laptop Dell Vostro I5 20gb 1tb + 240ssd 14 Win,2020-09-28T13:24:37.000Z,Argentina,active,Capital Federal,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",1,gold_pro,MLA16173015,new,,MLA881141785,True,0,MLA1652,,172806.99,172806.99,MLA-NOTEBOOKS,,140152798,10,0.87,MLA881141785,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,Dell Vostro,buy_it_now,Notebook Laptop Dell Vostro I5 8gb 1tb 14 Win,2020-09-28T13:32:32.000Z,Argentina,active,Capital Federal,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",1,gold_pro,MLA16173015,new,,MLA881142913,True,0,MLA1652,,156812.99,156812.99,MLA-NOTEBOOKS,,140152798,10,0.87,MLA881142913,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,Dell Vostro,buy_it_now,Notebook Laptop Dell Vostro I5 4gb 1tb 14 Win,2020-09-28T13:32:30.000Z,Argentina,active,Capital Federal,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",1,gold_pro,MLA16173015,new,,MLA881145091,True,0,MLA1652,,152987.99,152987.99,MLA-NOTEBOOKS,,140152798,1,0.87,MLA881145091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,Dell Vostro,buy_it_now,Notebook Dell Vostro I3 15.6  24g 1tb Ubuntu Teclado Con Ñ,2020-11-18T18:15:35.000Z,Argentina,active,Capital Federal,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",1,gold_pro,MLA16639105,new,,MLA897764842,True,0,MLA1652,,136124.99,136124.99,MLA-NOTEBOOKS,,140152798,11,0.87,MLA897764842,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,Dell Vostro,buy_it_now,Notebook Dell Vostro I3 15.6  32g 1tb Ubuntu Teclado Con Ñ,2020-11-18T18:15:48.000Z,Argentina,active,Capital Federal,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",1,gold_special,MLA16639105,new,,MLA897764861,True,0,MLA1652,,112819.95,112819.95,MLA-NOTEBOOKS,,140152798,14,0.75,MLA897764861,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,Dell Vostro,buy_it_now,Notebook Dell Vostro I5 15.6  12gb 1tb Ubuntu Teclado Con Ñ,2020-11-18T18:15:37.000Z,Argentina,active,Capital Federal,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",1,gold_pro,MLA16639105,new,,MLA897765435,True,0,MLA1652,,148467.99,148467.99,MLA-NOTEBOOKS,,140152798,12,0.87,MLA897765435,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,Dell Vostro,buy_it_now,Notebook Dell Vostro I5 15.6  32gb 1tb Ubuntu Teclado Con Ñ,2020-11-18T18:15:38.000Z,Argentina,active,Capital Federal,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",1,gold_pro,MLA16639105,new,,MLA897765437,True,0,MLA1652,,168634.99,168634.99,MLA-NOTEBOOKS,,140152798,14,0.87,MLA897765437,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,Dell Vostro,buy_it_now,Notebook Dell Vostro I5 15.6 4g 1tb + 240ssd  Ubuntu Ñ,2020-11-19T17:59:13.000Z,Argentina,active,Capital Federal,"['immediate_payment', 'cart_eligible']",1,gold_pro,MLA16639105,new,,MLA897944675,True,0,MLA1652,,148293.99,148293.99,MLA-NOTEBOOKS,,140152798,16,0.87,MLA897944675,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,Dell Vostro,buy_it_now,Notebook Dell Vostro I5 15.6 20gb 1tb + 240ssd  Ubuntu Ñ,2020-11-19T18:05:42.000Z,Argentina,active,Capital Federal,"['immediate_payment', 'cart_eligible']",1,gold_pro,MLA16639105,new,,MLA897945140,True,0,MLA1652,,161680.99,161680.99,MLA-NOTEBOOKS,,140152798,14,0.87,MLA897945140,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,Dell Vostro,buy_it_now,Notebook Dell Vostro I5 15.6 24 Gb 1tb + 240ssd  Ubuntu Ñ,2020-11-19T18:07:35.000Z,Argentina,active,Capital Federal,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",1,gold_special,MLA16639105,new,,MLA897945476,True,0,MLA1652,,132857.95,132857.95,MLA-NOTEBOOKS,,140152798,11,0.75,MLA897945476,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,Dell Vostro,buy_it_now,Notebook Dell Vostro I5 15.6 24 Gb 1tb + 480ssd  Ubuntu Ñ,2020-11-19T18:21:14.000Z,Argentina,active,Capital Federal,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",1,gold_pro,MLA16639105,new,,MLA897945936,True,0,MLA1652,,171763.99,171763.99,MLA-NOTEBOOKS,,140152798,11,0.87,MLA897945936,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,Dell Vostro,buy_it_now,Notebook Dell Vostro I5 15.6 20gb 1tb + 240ssd  Ubuntu Ñ,2020-11-19T18:07:24.000Z,Argentina,active,Capital Federal,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",1,gold_special,MLA16639105,new,,MLA897947063,True,0,MLA1652,,127642.95,127642.95,MLA-NOTEBOOKS,,140152798,14,0.75,MLA897947063,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,Dell Vostro,buy_it_now,Notebook Dell Vostro I5 15.6 32gb 1tb + 240 Ssd Ubuntu Ñ,2020-11-19T18:08:17.000Z,Argentina,active,Capital Federal,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",1,gold_special,MLA16639105,new,,MLA897947103,True,0,MLA1652,,138210.95,138210.95,MLA-NOTEBOOKS,,140152798,14,0.75,MLA897947103,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,Dell Vostro,buy_it_now,Notebook Dell Vostro I5 15.6 8g 1tb + 480ssd  Ubuntu Ñ,2020-11-19T18:19:39.000Z,Argentina,active,Capital Federal,"['immediate_payment', 'cart_eligible']",1,gold_pro,MLA16639105,new,,MLA897948178,True,0,MLA1652,,155595.99,155595.99,MLA-NOTEBOOKS,,140152798,16,0.87,MLA897948178,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,Dell Vostro,buy_it_now,Notebook Dell Vostro I3 15.6 20 Gb 1tb + 240ssd Ubuntu Ñ,2020-11-19T18:32:45.000Z,Argentina,active,Capital Federal,"['immediate_payment', 'cart_eligible']",1,gold_pro,MLA16639105,new,,MLA897952315,True,0,MLA1652,,135950.99,135950.99,MLA-NOTEBOOKS,,140152798,14,0.87,MLA897952315,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,Dell Vostro,buy_it_now,Notebook Dell Vostro I3 15.6 4g 1tb + 240ssd Ubuntu  Ñ,2020-11-19T18:34:36.000Z,Argentina,active,Capital Federal,"['extended_warranty_eligible', 'immediate_payment', 'cart_eligible']",1,gold_special,MLA16639105,new,,MLA897952416,True,0,MLA1652,,96760.95,96760.95,MLA-NOTEBOOKS,,140152798,18,0.75,MLA897952416,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,Dell Vostro,buy_it_now,Notebook Dell Vostro I3 15.6 20 Gb 1tb + 240ssd Ubuntu Ñ,2020-11-19T18:35:17.000Z,Argentina,active,Capital Federal,"['extended_warranty_eligible', 'immediate_payment', 'cart_eligible']",1,gold_special,MLA16639105,new,,MLA897952462,True,0,MLA1652,,107329.95,107329.95,MLA-NOTEBOOKS,,140152798,14,0.75,MLA897952462,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,Dell Vostro,buy_it_now,Notebook Dell Vostro I3 15.6 24 Gb 1tb + 240ssd Ubuntu Ñ,2020-11-19T18:37:14.000Z,Argentina,active,Capital Federal,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",1,gold_special,MLA16639105,new,,MLA897952530,True,0,MLA1652,,112544.95,112544.95,MLA-NOTEBOOKS,,140152798,11,0.75,MLA897952530,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,Dell Vostro,buy_it_now,Notebook Dell Vostro I3 15.6 4g 1tb + 240ssd Ubuntu  Ñ,2020-11-19T18:31:04.000Z,Argentina,active,Capital Federal,"['immediate_payment', 'cart_eligible']",1,gold_pro,MLA16639105,new,,MLA897954168,True,0,MLA1652,,122563.99,122563.99,MLA-NOTEBOOKS,,140152798,18,0.87,MLA897954168,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,Dell Vostro,buy_it_now,Notebook Dell Vostro I3 15.6 8gb 1tb + 240ssd Ubuntu Ñ,2020-11-19T18:31:34.000Z,Argentina,active,Capital Federal,"['immediate_payment', 'cart_eligible']",1,gold_pro,MLA16639105,new,,MLA897954191,True,0,MLA1652,,126388.99,126388.99,MLA-NOTEBOOKS,,140152798,17,0.87,MLA897954191,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,Lenovo Ideapad,buy_it_now,"Notebook Lenovo Ideapad 3 I3 10ma 15,6 8gb 256gb Ssd ",2020-09-23T23:00:32.000Z,Argentina,active,Capital Federal,"['loyalty_discount_eligible', 'brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",1,gold_special,MLA16189144,new,Garantía del vendedor: 12 meses,MLA880373342,True,50,MLA1652,,78999.0,78999.0,MLA-NOTEBOOKS,,482880972,76,0.75,MLA880373342,0.0,2.0,0.0,4.0,4.5,2.0,0.0
201,Lenovo Ideapad,buy_it_now,Notebook Lenovo Amd A6 4g 500gb Windows 10,2020-12-15T20:39:50.000Z,Argentina,active,Buenos Aires,"['good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'brand_verified', 'extended_warranty_eligible', 'immediate_payment', 'cart_eligible']",50,gold_special,MLA15261472,new,Garantía de fábrica: 12 meses,MLA901192965,True,25,MLA1652,,48999.0,48999.0,MLA-NOTEBOOKS,1938,608846165,102,0.87,MLA901192965,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,Lenovo Ideapad,buy_it_now,"Notebook Lenovo Core I3 1005g1 10ma 8gb Ssd 256gb 15,6 Win10",2020-11-20T16:59:46.000Z,Argentina,active,Buenos Aires,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'brand_verified', 'immediate_payment', 'cart_eligible']",1,gold_special,MLA16041757,new,Garantía de fábrica: 12 meses,MLA898095689,True,25,MLA1652,,79999.0,79999.0,MLA-NOTEBOOKS,,187140437,44,0.87,MLA898095689,0.0,0.0,0.0,0.0,0.0,0.0,0.0
