,item_id,product,title,price,accepts_mercadopago,base_price,warranty,official_store_id,seller_id,sold_quantity,catalog_product_id,category_id,start_time,seller_address.country.name,status,condition,health,tags,buying_mode,original_price,domain_id,available_quantity,initial_quantity,seller_address.state.name,listing_type_id,questions_total,user_user_type,user_seller_reputation.power_seller_status,user_nickname,user_seller_reputation.transactions.completed,user_seller_reputation.transactions.ratings.positive,user_seller_reputation.transactions.canceled,user_seller_reputation.level_id,user_seller_reputation.transactions.ratings.neutral,user_seller_reputation.transactions.ratings.negative,product_name,product_sold_quantity,product_domain_id
118,MLA897935114,Lenovo Ideapad,Notebook Lenovo S340 15api Ryzen7 20gb 1tb 256gb Ssd Win10 P,191999.0,True,191999.0,Garantía de fábrica: 12 meses,,114179423,1,MLA15738290,MLA1652,2020-11-19T16:54:03.000Z,Argentina,active,new,0.9,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,2,Capital Federal,gold_pro,1.0,normal,platinum,SCI INFORMATICA,11658.0,0.99,682.0,5_green,0.0,0.01,Lenovo IdeaPad S340-15API,0.0,MLA-NOTEBOOKS
119,MLA884717079,Lenovo Ideapad,Notebook Lenovo Intel Pentium N5030 4gb 128gb Ssd 14 Win10 ,69999.0,True,69999.0,Garantía del vendedor: 12 meses,,318494504,4,MLA16029713,MLA1652,2020-10-20T21:06:12.000Z,Argentina,active,new,1.0,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'brand_verified', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,11,Capital Federal,gold_pro,6.0,normal,platinum,ELECTRO-WORLD GROUP,65101.0,0.97,3447.0,5_green,0.01,0.02,Lenovo IdeaPad 1 14IGL05,0.0,MLA-NOTEBOOKS
120,MLA900265483,Lenovo Ideapad,Notebook Lenovo Ideapad S145-15iil I5 4gb 256gb 15'' Win10,87499.0,True,87499.0,Garantía de fábrica: 12 meses,829,258450419,2,MLA15698353,MLA1652,2020-12-08T13:20:44.000Z,Argentina,active,new,0.88,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,38,Capital Federal,gold_special,,brand,platinum,DELTA TIENDASOFICIALES,2720.0,0.94,199.0,5_green,0.03,0.03,Lenovo IdeaPad S145-15IIL,0.0,MLA-NOTEBOOKS
121,MLA900274733,Lenovo Ideapad,Notebook Lenovo Ideapad S145-15ast A6 9225 4gb 500gb 15' W10,60139.0,True,60139.0,Garantía de fábrica: 12 meses,829,258450419,5,MLA15261473,MLA1652,2020-12-08T15:09:17.000Z,Argentina,active,new,1.0,"['extended_warranty_eligible', 'good_quality_picture', 'loyalty_discount_eligible', 'brand_verified', 'immediate_payment', 'cart_eligible']",buy_it_now,75179,MLA-NOTEBOOKS,1,55,Capital Federal,gold_pro,3.0,brand,platinum,DELTA TIENDASOFICIALES,2720.0,0.94,199.0,5_green,0.03,0.03,Lenovo IdeaPad S145-15AST - Negro - 4 GB - 500 GB - 1366 px x 768 px - AMD Radeon R4 - AMD - A6-Series - 9225 - Windows - 10 - Home,0.0,MLA-NOTEBOOKS
122,MLA900667688,Lenovo Ideapad,Notebook Gamer Lenovo L340 I5 16gb Ssd 128gb + 1tb Nvidia Ct,173995.0,True,173995.0,Garantía de fábrica: 12 meses,,131648529,1,MLA16205634,MLA1652,2020-12-11T14:16:55.000Z,Argentina,active,new,1.0,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'incomplete_technical_specs', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,4,Capital Federal,gold_pro,1.0,normal,platinum,PCCENTERCOMPUTERS,27982.0,0.97,1435.0,5_green,0.02,0.01,Lenovo IdeaPad L340,0.0,MLA-NOTEBOOKS
123,MLA691577807,Lenovo Ideapad,Notebook Lenovo V130 Quadcore N5000 15.6 4gb 500gb Martinez,62989.0,True,62989.0,12 meses,,42459084,5,MLA15253905,MLA1652,2017-11-10T00:18:42.000Z,Argentina,active,new,0.6,"['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,13,Buenos Aires,gold_special,,normal,platinum,PLANETSTORESRL,20225.0,0.98,2072.0,5_green,0.01,0.01,Lenovo V-Series V130-15IGM,0.0,MLA-NOTEBOOKS
124,MLA899120945,Lenovo Ideapad,Notebook Lenovo L340 15.6  Amd Ryzen 7 8gb Ram 480 Ssd Dvdw,110000.0,True,110000.0,Garantía del vendedor: 12 meses,,287897762,1,MLA16119504,MLA1652,2020-11-27T22:46:39.000Z,Argentina,active,new,0.8,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'brand_verified', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,2,Capital Federal,gold_special,12.0,normal,gold,SMART-FIX,946.0,0.98,75.0,5_green,0.01,0.01,Lenovo IdeaPad L340-15API,0.0,MLA-NOTEBOOKS
125,MLA896028914,Lenovo Ideapad,Notebook Lenovo S340 Ryzen 3 8gb 1tb + Ssd 240gb 14 Hd Win10,77995.0,True,77995.0,Garantía de fábrica: 12 meses,,131648529,4,MLA15253903,MLA1652,2020-11-06T13:52:26.000Z,Argentina,active,new,0.9,"['good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'brand_verified', 'extended_warranty_eligible', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,13,Capital Federal,gold_special,13.0,normal,platinum,PCCENTERCOMPUTERS,27982.0,0.97,1435.0,5_green,0.02,0.01,Lenovo IdeaPad S340,0.0,MLA-NOTEBOOKS
126,MLA901052152,Lenovo Ideapad,Notebook Ideapad 15.6 Lenovo I5 1035g4 Ram 12gb Ssd256 W10h,97999.0,True,97999.0,Garantía de fábrica: 12 meses,,7055243,1,MLA16041756,MLA1652,2020-12-14T19:10:33.000Z,Argentina,active,new,0.8,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,5,Capital Federal,gold_special,4.0,normal,platinum,FSCOMPUTERS,9520.0,0.99,602.0,5_green,0.0,0.01,Lenovo IdeaPad 3 15IIL05,0.0,MLA-NOTEBOOKS
127,MLA901928065,Lenovo Ideapad,"Notebook Lenovo S145 A6 8gb Ssd 256gb Windows 10 15,6 Led",62990.0,True,62990.0,Garantía de fábrica: 12 meses,,68286146,1,MLA15261472,MLA1652,2020-12-22T01:19:16.000Z,Argentina,active,new,0.77,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,5,Capital Federal,gold_special,3.0,normal,platinum,INSUMOS_ACUARIO,40434.0,0.98,2965.0,5_green,0.01,0.01,Lenovo IdeaPad S145-15AST,0.0,MLA-NOTEBOOKS
128,MLA877910200,Lenovo Ideapad,Notebook Lenovo I3 10 Gen 8 Gb 256 Ssd Windows 10 Nuevas,74990.0,True,74990.0,Garantía del vendedor: 12 meses,,10878354,2,MLA16041756,MLA1652,2020-09-10T16:13:00.000Z,Argentina,active,new,0.8,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,22,Capital Federal,gold_special,,normal,,ASTRONIC ARG,179.0,0.95,5.0,5_green,0.05,0.0,Lenovo IdeaPad 3 15IIL05,0.0,MLA-NOTEBOOKS
129,MLA896776130,Lenovo Ideapad,Notebook Lenovo S340 Amd Ryzen 7 8gb 256gb Ssd 1080p Win 10,119999.0,True,119999.0,Garantía de fábrica: 12 meses,,179274188,2,MLA15312877,MLA1652,2020-11-11T19:41:12.000Z,Argentina,active,new,0.9,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,14,Capital Federal,gold_special,11.0,normal,platinum,DALECLÍCK,179929.0,0.95,12388.0,5_green,0.02,0.03,Lenovo IdeaPad S340 - Gris - 8 GB - 256 GB - 1366 px x 768 px - Intel UHD Graphics 620 - Intel - Core i5 - 8265U - Windows - 10 - Home,0.0,MLA-NOTEBOOKS
130,MLA896485106,Lenovo Ideapad,Lenovo Ideapad 5 I5-1035g1 16gb Ram 512gb Ssd 15.6 ,140000.0,True,140000.0,Garantía del vendedor: 1 años,,193139089,1,MLA16205314,MLA1652,2020-11-10T00:35:19.000Z,Argentina,active,new,0.8,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,10,Capital Federal,gold_special,4.0,normal,platinum,DIGITAL-ZOOM SRL,2355.0,1.0,141.0,5_green,0.0,0.0,Lenovo IdeaPad 5,0.0,MLA-NOTEBOOKS
131,MLA880268894,Lenovo Ideapad,Notebook Lenovo Amd Ryzen 5 20gb Ssd 256gb 14 Fhd Windows 10,123999.0,True,123999.0,Garantía del vendedor: 12 meses,,82274172,4,MLA16053933,MLA1652,2020-09-23T14:50:24.000Z,Argentina,active,new,1.0,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'incomplete_technical_specs', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,21,Capital Federal,gold_pro,,normal,platinum,BH COMPUTACION,27194.0,0.97,1545.0,5_green,0.02,0.01,Lenovo IdeaPad 3 14ADA05,0.0,MLA-NOTEBOOKS
132,MLA863709613,Lenovo Ideapad,Notebook Gamer Lenovo L340 I5 8gb Ssd 128gb + 1tb Nvidia W10,167975.0,True,167975.0,Garantía de fábrica: 12 meses,,131648529,2,MLA16205634,MLA1652,2020-06-22T14:05:17.000Z,Argentina,active,new,1.0,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'incomplete_technical_specs', 'immediate_payment', 'cart_eligible']",buy_it_now,259999,MLA-NOTEBOOKS,1,3,Capital Federal,gold_pro,5.0,normal,platinum,PCCENTERCOMPUTERS,27982.0,0.97,1435.0,5_green,0.02,0.01,Lenovo IdeaPad L340,0.0,MLA-NOTEBOOKS
133,MLA816673473,Lenovo Ideapad,Notebook Lenovo I7 S145 20gb Ddr4 500gb Ssd M2 W10 Original,144900.0,True,144900.0,Garantía de fábrica: 1 años,,68286146,5,,MLA1652,2019-09-25T17:17:34.000Z,Argentina,active,new,0.8,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,9,Capital Federal,gold_special,,normal,platinum,INSUMOS_ACUARIO,40434.0,0.98,2965.0,5_green,0.01,0.01,,,
134,MLA898536365,Lenovo Ideapad,Notebook Lenovo S145 Amd A4 9125 4gb 500gb Win 10,53995.0,True,53995.0,Garantía de fábrica: 1 años,,131648529,1,MLA15261472,MLA1652,2020-11-24T13:58:51.000Z,Argentina,active,new,0.88,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,2,Capital Federal,gold_special,1.0,normal,platinum,PCCENTERCOMPUTERS,27982.0,0.97,1435.0,5_green,0.02,0.01,Lenovo IdeaPad S145-15AST,0.0,MLA-NOTEBOOKS
135,MLA816674538,Lenovo Ideapad,Notebook Lenovo S145 I5 8gb Ddr4 1tb Hdd + 256 Ssd M2 W10 ,119900.0,True,119900.0,Garantía de fábrica: 1 años,,68286146,5,MLA15248254,MLA1652,2019-09-25T17:25:31.000Z,Argentina,active,new,0.8,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,17,Capital Federal,gold_special,32.0,normal,platinum,INSUMOS_ACUARIO,40434.0,0.98,2965.0,5_green,0.01,0.01,Lenovo IdeaPad S145-15IWL,0.0,MLA-NOTEBOOKS
136,MLA885171818,Lenovo Ideapad,Notebook Lenovo Ip S340 14api R3 4g 1tb Windows 10h,102999.0,True,102999.0,Garantía de fábrica: 12 meses,,214598734,1,MLA15738290,MLA1652,2020-10-23T21:07:09.000Z,Argentina,active,new,0.7,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,3,Capital Federal,gold_special,,normal,platinum,TECNOCOMPRO.,10365.0,0.92,754.0,5_green,0.03,0.05,Lenovo IdeaPad S340-15API,0.0,MLA-NOTEBOOKS
137,MLA878359256,Lenovo Ideapad,Notebook Lenovo Ideapad 3 15 Ryzen 3 3250u 4gb Ssd 128gb W10,75000.0,True,75000.0,Garantía del vendedor: 12 meses,,73279966,1,MLA15256676,MLA1652,2020-09-12T19:08:21.000Z,Argentina,active,new,0.8,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,2,Capital Federal,gold_special,4.0,normal,silver,TNG24,261.0,0.99,12.0,5_green,0.01,0.0,Lenovo IdeaPad S145-15API,0.0,MLA-NOTEBOOKS
138,MLA882036624,Lenovo Ideapad,Notebook Lenovo S145 I7 15.6 16gb 500gb Ssd M.2 W10 -acuario,148900.0,True,148900.0,Garantía de fábrica: 12 meses,,68286146,2,MLA15256676,MLA1652,2020-10-02T13:37:48.000Z,Argentina,active,new,0.9,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,3,Capital Federal,gold_special,,normal,platinum,INSUMOS_ACUARIO,40434.0,0.98,2965.0,5_green,0.01,0.01,Lenovo IdeaPad S145-15API,0.0,MLA-NOTEBOOKS
139,MLA897767829,Lenovo Ideapad,Notebook Lenovo Touch I3 10ma 8gb 256gb Ssd Windows 10 Eng,89999.0,True,89999.0,Garantía del vendedor: 6 meses,,15487092,1,MLA16041756,MLA1652,2020-11-18T18:33:07.000Z,Argentina,active,new,0.8,"['good_quality_thumbnail', 'brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,4,Capital Federal,gold_special,4.0,normal,platinum,NIGER COMPUTACION,6765.0,0.98,353.0,5_green,0.01,0.01,Lenovo IdeaPad 3 15IIL05,0.0,MLA-NOTEBOOKS
140,MLA875903488,Lenovo Ideapad,Notebook Lenovo G550-2958. 4gb Ram. ,38900.0,True,38900.0,Sin garantía,,558157421,0,MLA15248254,MLA1652,2020-08-31T12:46:44.000Z,Argentina,active,used,0.77,"['poor_quality_picture', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,1,Capital Federal,gold_special,,normal,silver,NURITVENTASONLINE,206.0,0.98,37.0,5_green,0.02,0.0,Lenovo IdeaPad S145-15IWL,0.0,MLA-NOTEBOOKS
141,MLA895866719,Lenovo Ideapad,Notebook Lenovo Cloudbook Ip S150 Amd A4 4gb Ssd 64gb Win10,53749.0,True,53749.0,Garantía de fábrica: 12 meses,,145868636,1,MLA15708601,MLA1652,2020-11-05T14:29:39.000Z,Argentina,active,new,0.9,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,4,Capital Federal,gold_pro,,normal,platinum,OPENFACTORY,17142.0,0.94,1032.0,5_green,0.03,0.03,Lenovo IdeaPad S150-14AST,0.0,MLA-NOTEBOOKS
142,MLA871085893,Lenovo Ideapad,Notebook Lenovo L340 Amd Ryzen 7 12gb 480gb Ssd 1920x1080,115999.0,True,115999.0,Garantía del vendedor: 12 meses,,82274172,0,MLA16205634,MLA1652,2020-07-31T17:36:04.000Z,Argentina,active,new,0.9,"['good_quality_picture', 'good_quality_thumbnail', 'brand_verified', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,3,Capital Federal,gold_special,,normal,platinum,BH COMPUTACION,27194.0,0.97,1545.0,5_green,0.02,0.01,Lenovo IdeaPad L340,0.0,MLA-NOTEBOOKS
143,MLA882624953,Lenovo Ideapad,Notebook Lenovo Ideapad S145 A4 9125 4gb 500gb W10 Original,59900.0,True,59900.0,Garantía de fábrica: 12 meses,,68286146,4,MLA15557680,MLA1652,2020-10-06T13:46:57.000Z,Argentina,active,new,0.8,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,9,Capital Federal,gold_special,5.0,normal,platinum,INSUMOS_ACUARIO,40434.0,0.98,2965.0,5_green,0.01,0.01,Lenovo IdeaPad S145-14AST,0.0,MLA-NOTEBOOKS
144,MLA896798474,Lenovo Ideapad,"Notebook Lenovo Ideapad I7 10ma 8gb Ssd512 15,6 Full Hd 11hs",139999.0,True,139999.0,Garantía de fábrica: 6 meses,,9198894,1,MLA16041756,MLA1652,2020-11-11T22:10:29.000Z,Argentina,active,new,0.8,"['good_quality_thumbnail', 'brand_verified', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,5,Capital Federal,gold_special,,normal,platinum,COOL-TECH-,4692.0,0.97,267.0,5_green,0.01,0.02,Lenovo IdeaPad 3 15IIL05,0.0,MLA-NOTEBOOKS
145,MLA883364289,Lenovo Ideapad,Lenovo 15 Ryzen 3 12gb + 256 Ssd / Notebook Amd Win 10,113305.88,True,113305.88,Garantía del vendedor: 12 meses,,105665176,1,,MLA1652,2020-10-10T16:32:18.000Z,Argentina,active,new,0.8,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,13,Capital Federal,gold_special,,normal,platinum,TODOSLOSRUBROS,7595.0,0.99,416.0,5_green,0.01,0.0,,,
146,MLA879426928,Lenovo Ideapad,Notebook Lenovo Ryzen 5 20gb Ram Ssd 256gb Hdd 1tb W 10,145000.0,True,145000.0,Garantía de fábrica: 12 meses,,15096445,1,MLA15738290,MLA1652,2020-09-18T18:23:48.000Z,Argentina,active,new,0.75,"['good_quality_thumbnail', 'brand_verified', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",buy_it_now,195000,MLA-NOTEBOOKS,1,3,Capital Federal,gold_special,,normal,platinum,TECNOLIFE ARG,66266.0,0.98,4292.0,5_green,0.01,0.01,Lenovo IdeaPad S340-15API,0.0,MLA-NOTEBOOKS
147,MLA879464058,Lenovo Ideapad,Notebook Lenovo S340 15api Amd Ryzen 5 8gb 256gb Ssd Win10 P,147499.0,True,147499.0,Garantía de fábrica: 12 meses,,114179423,1,MLA15738290,MLA1652,2020-09-18T20:13:51.000Z,Argentina,active,new,0.9,"['good_quality_thumbnail', 'brand_verified', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,2,Capital Federal,gold_pro,2.0,normal,platinum,SCI INFORMATICA,11658.0,0.99,682.0,5_green,0.0,0.01,Lenovo IdeaPad S340-15API,0.0,MLA-NOTEBOOKS
148,MLA897711231,Lenovo Ideapad,Lenovo 320-15isk I3 6006u 4gb 1t 80xh01v2ar ,41297.0,True,41297.0,Garantía del vendedor: 6 meses,,326626639,3,MLA15270182,MLA1652,2020-11-18T12:48:56.000Z,Argentina,active,new,0.87,"['poor_quality_picture', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,4,Capital Federal,gold_pro,,normal,,GRUPO TCLAT,99.0,0.97,5.0,3_yellow,0.0,0.03,Lenovo IdeaPad 320-15ISK,0.0,MLA-NOTEBOOKS
149,MLA875514263,Lenovo Ideapad,Notebook Lenovo 330 Intel Celeron N4000 4gb Ddr4 1tb Dvdrw 6,61999.0,True,61999.0,Garantía de fábrica: 12 meses,,174556876,5,MLA15280167,MLA1652,2020-08-28T14:32:41.000Z,Argentina,active,new,0.9,"['good_quality_thumbnail', 'brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",buy_it_now,76999,MLA-NOTEBOOKS,1,13,Capital Federal,gold_pro,,normal,platinum,OVERHARD DIGITAL,407657.0,0.94,27757.0,5_green,0.03,0.03,Lenovo IdeaPad 330-15IGM,0.0,MLA-NOTEBOOKS
150,MLA903814774,Lenovo Ideapad,Notebook Lenovo Intel Core I3 4gb Ram 1tb Hdd Hdmi Usb 3.0,64999.0,True,64999.0,Garantía de fábrica: 6 meses,,25704919,0,MLA15252017,MLA1652,2021-01-11T13:11:53.000Z,Argentina,active,new,0.87,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'brand_verified', 'immediate_payment', 'cart_eligible']",buy_it_now,97499,MLA-NOTEBOOKS,1,40,Capital Federal,gold_special,1.0,normal,platinum,ELECTRO-SHOWS,46985.0,0.96,5507.0,5_green,0.01,0.03,Lenovo IdeaPad 130-15AST,0.0,MLA-NOTEBOOKS
151,MLA882884219,Lenovo Ideapad,Notebook Lenovo S145 Core I5 10ma 4gb 256gb Ssd Win 10 Cuota,106999.0,True,106999.0,Garantía de fábrica: 12 meses,,179274188,3,MLA15698353,MLA1652,2020-10-07T19:41:54.000Z,Argentina,active,new,0.9,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,7,Capital Federal,gold_pro,,normal,platinum,DALECLÍCK,179929.0,0.95,12388.0,5_green,0.02,0.03,Lenovo IdeaPad S145-15IIL,0.0,MLA-NOTEBOOKS
152,MLA900221710,Lenovo Ideapad,Notebook Lenovo Ideapad 3 Pantalla Táctil Core I3 8gb Ssd256,99990.0,True,99990.0,Garantía de fábrica: 12 meses,,410972390,0,MLA16189144,MLA1652,2020-12-07T21:21:37.000Z,Argentina,active,new,0.87,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,2,Córdoba,gold_special,,normal,platinum,VINDUR STORE,2055.0,0.98,202.0,5_green,0.01,0.01,Lenovo IdeaPad 3,0.0,MLA-NOTEBOOKS
153,MLA882082189,Lenovo Ideapad,Notebook Lenovo Ip S340 Amd Ryzen 3 4gb 1tb Windows 10 Cuota,96999.0,True,96999.0,Garantía de fábrica: 12 meses,,179274188,2,MLA15253903,MLA1652,2020-10-02T18:22:53.000Z,Argentina,active,new,0.9,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'brand_verified', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,3,Capital Federal,gold_pro,5.0,normal,platinum,DALECLÍCK,179929.0,0.95,12388.0,5_green,0.02,0.03,Lenovo IdeaPad S340,0.0,MLA-NOTEBOOKS
154,MLA899398800,Lenovo Ideapad,Notebook Lenovo S145 14 Amd Ryzen 3 8gb Ram 500 Ssd -acuario,82990.0,True,82990.0,Garantía de fábrica: 12 meses,,68286146,1,MLA15557680,MLA1652,2020-11-30T17:08:31.000Z,Argentina,active,new,0.9,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,2,Capital Federal,gold_special,,normal,platinum,INSUMOS_ACUARIO,40434.0,0.98,2965.0,5_green,0.01,0.01,Lenovo IdeaPad S145-14AST,0.0,MLA-NOTEBOOKS
155,MLA882648328,Lenovo Ideapad,Notebook Cloud Lenovo Ip S150-14 Ast A4 4g 64gb No Pc Gamer,42499.0,True,42499.0,Garantía del vendedor: 12 meses,,188683903,5,MLA15708601,MLA1652,2020-10-06T15:55:23.000Z,Argentina,active,new,0.77,"['good_quality_picture', 'good_quality_thumbnail', 'brand_verified', 'extended_warranty_eligible', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,28,Buenos Aires,gold_special,49.0,normal,platinum,MDQ AMG,1248.0,0.98,40.0,5_green,0.02,0.0,Lenovo IdeaPad S150-14AST,0.0,MLA-NOTEBOOKS
156,MLA896482411,Lenovo Ideapad,Lenovo Ideapad 3 I3-1005g1 8gb Ram 256gb Ssd Notebook 15.6 ,79990.0,True,79990.0,Garantía del vendedor: 1 años,,193139089,0,MLA16189144,MLA1652,2020-11-10T00:24:07.000Z,Argentina,active,new,0.8,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,10,Capital Federal,gold_special,,normal,platinum,DIGITAL-ZOOM SRL,2355.0,1.0,141.0,5_green,0.0,0.0,Lenovo IdeaPad 3,0.0,MLA-NOTEBOOKS
157,MLA896620328,Lenovo Ideapad,"Notebook Lenovo Inte I3-1005g1 Ram 8gb Ssd 256gb 15,6 Win10",99999.0,True,99999.0,Garantía de fábrica: 12 meses,,287897762,1,MLA16041756,MLA1652,2020-11-10T20:52:18.000Z,Argentina,active,new,0.8,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,3,Capital Federal,gold_special,,normal,gold,SMART-FIX,946.0,0.98,75.0,5_green,0.01,0.01,Lenovo IdeaPad 3 15IIL05,0.0,MLA-NOTEBOOKS
158,MLA876184208,Lenovo Ideapad,Notebook Lenovo Ideapad S145 14 Celeron N4000 500gb 4gb P,83998.8,True,83998.8,Garantía del vendedor: 12 meses,,689919,5,MLA15262067,MLA1652,2020-09-01T20:10:42.000Z,Argentina,active,new,0.9,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'brand_verified', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,21,Capital Federal,gold_pro,7.0,normal,platinum,PRECIO-CALIDAD,26388.0,0.98,1583.0,5_green,0.01,0.01,Lenovo IdeaPad S145-14IGM,0.0,MLA-NOTEBOOKS
159,MLA856535688,Lenovo Ideapad,Notebook Lenovo Ideapad S145 Core I5 8gb  1tb Ssd 240 W10s,113999.0,True,113999.0,Garantía de fábrica: 12 meses,,74692374,5,MLA15557680,MLA1652,2020-05-19T20:34:46.000Z,Argentina,active,new,0.8,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,10,Capital Federal,gold_special,,normal,platinum,FABYSAN1107,4541.0,0.97,447.0,5_green,0.01,0.02,Lenovo IdeaPad S145-14AST,0.0,MLA-NOTEBOOKS
160,MLA863358204,Lenovo Ideapad,"Lenovo Ideapad S145 I5 1035g4 8gb 480gb Ssd 15,6 Win 10 Home",99990.0,True,99990.0,Garantía de fábrica: 12 meses,,155068217,3,MLA15248254,MLA1652,2020-06-20T01:44:08.000Z,Argentina,active,new,0.8,"['good_quality_thumbnail', 'brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,6,Capital Federal,gold_special,,normal,silver,NORDITECH ARGENTINA,534.0,0.99,32.0,5_green,0.01,0.0,Lenovo IdeaPad S145-15IWL,0.0,MLA-NOTEBOOKS
