,item_id,product,title,price,accepts_mercadopago,base_price,warranty,official_store_id,seller_id,sold_quantity,catalog_product_id,category_id,start_time,seller_address.country.name,status,condition,health,tags,buying_mode,original_price,domain_id,available_quantity,initial_quantity,seller_address.state.name,listing_type_id,questions_total,user_user_type,user_seller_reputation.power_seller_status,user_nickname,user_seller_reputation.transactions.completed,user_seller_reputation.transactions.ratings.positive,user_seller_reputation.transactions.canceled,user_seller_reputation.level_id,user_seller_reputation.transactions.ratings.neutral,user_seller_reputation.transactions.ratings.negative,product_name,product_sold_quantity,product_domain_id
254,MLA865520593,Apple Macbook,Macbook Air 2020 Retina Sensor Id Ssd256gb Stock ,169999.0,True,169999.0,Garantía de fábrica: 6 meses,,193659561,1,MLA15913938,MLA1652,2020-07-01T16:49:20.000Z,Argentina,active,new,0.7,"['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,2,Capital Federal,gold_special,,normal,platinum,JFS TECH,6777.0,0.98,388.0,5_green,0.01,0.01,Apple MacBook Air A2179,0.0,MLA-NOTEBOOKS
255,MLA874201428,Apple Macbook,Cambio Gpu Macbook Pro 15  17  Amd 2011 Por Uno Nuevo,15000.0,True,15000.0,Garantía del vendedor: 3 meses,,164032151,0,,MLA1652,2020-08-20T03:41:15.000Z,Argentina,active,new,0.6,"['extended_warranty_eligible', 'poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,1,Capital Federal,gold_special,25.0,normal,silver,SERVICIOSAPPLEMAC,342.0,0.97,107.0,5_green,0.02,0.01,,,
256,MLA695701966,Apple Macbook,Kingston 8gb 1600mhz P/ Macbook Pro 13 Y 15 Inch Mid 2012,9990.0,True,9990.0,Factura A y B . Garantía Oficial en Argentina,,22947046,5,,MLA1652,2017-12-05T22:09:04.000Z,Argentina,active,new,0.5,"['extended_warranty_eligible', 'incomplete_technical_specs', 'poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,7,Capital Federal,gold_special,41.0,normal,,NETSTYLE.IT.ONLINE,225.0,1.0,20.0,5_green,0.0,0.0,,,
257,MLA885976724,Apple Macbook,Apple Macbook Air 10th Gen Pantalla 13.3´´ 256gb 8gb Ram,169999.0,True,169999.0,Garantía del vendedor: 3 meses,,309453406,3,MLA15913938,MLA1652,2020-10-29T15:36:48.000Z,Argentina,active,new,0.7,"['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,500,1002,Capital Federal,gold_special,,normal,platinum,BAZA 10,25702.0,0.94,2561.0,5_green,0.01,0.05,Apple MacBook Air A2179,0.0,MLA-NOTEBOOKS
258,MLA881489801,Apple Macbook,Apple Macbook Air 2020 13.3 I7 16gb 256ssd Garantia 2021 ,275000.0,True,275000.0,Garantía de fábrica: 12 meses,,763104,0,MLA15913938,MLA1652,2020-09-29T23:16:27.000Z,Argentina,active,new,0.81,"['brand_verified', 'poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,1,Capital Federal,gold_special,2.0,normal,,GROWBIGSTORE-MP,297.0,0.98,14.0,5_green,0.01,0.01,Apple MacBook Air A2179,0.0,MLA-NOTEBOOKS
259,MLA876213468,Apple Macbook,Macbook Air 13-inch 4gb Core I5 Como Nueva Envio Gratis,149000.0,True,149000.0,Garantía de fábrica: 2 meses,,20024155,0,,MLA1652,2020-09-01T23:10:06.000Z,Argentina,active,new,0.9,"['poor_quality_thumbnail', 'poor_quality_picture', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,1,Buenos Aires,gold_pro,,normal,platinum,PLANET CYCLE,2565.0,0.96,255.0,5_green,0.01,0.03,,,
260,MLA866198928,Apple Macbook,Macbook Air 2020 Contado $ 160.000 - Core-i3-8gb-ssd 256gb,165000.0,True,165000.0,Garantía de fábrica: 12 meses,,482819026,0,MLA15913938,MLA1652,2020-07-04T01:01:44.000Z,Argentina,active,new,0.66,"['brand_verified', 'poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,5,Capital Federal,gold_special,111.0,normal,,FEEDBACKGROUP-LA PATERNAL,41.0,1.0,8.0,3_yellow,0.0,0.0,Apple MacBook Air A2179,0.0,MLA-NOTEBOOKS
261,MLA868697155,Apple Macbook,Macbook Pro 16 2020 Ssd 1tb I9 16g Ram En Español Touchbar ,640890.0,True,640890.0,Garantía de fábrica: 1 años,,210018018,0,MLA15532281,MLA1652,2020-07-17T17:50:53.000Z,Argentina,active,new,0.7,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,2,100,Capital Federal,gold_special,,normal,platinum,LATITUDES SUR,5209.0,0.97,477.0,5_green,0.01,0.02,Apple MacBook Pro A2141,0.0,MLA-NOTEBOOKS
262,MLA758832906,Apple Macbook,Macbook Pro 15 Quadcore I7 2.2 Ghz 8g 500g 2011,80000.0,True,80000.0,,,164032151,0,,MLA1652,2018-11-19T01:16:39.000Z,Argentina,active,used,0.77,"['dragged_bids_and_visits', 'poor_quality_picture', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,1,Capital Federal,gold_special,49.0,normal,silver,SERVICIOSAPPLEMAC,342.0,0.97,107.0,5_green,0.02,0.01,,,
263,MLA875692228,Apple Macbook,Macbook Air 13  2011 Core I5 1.7gz 4g Ram 256g Ssd,73000.0,True,73000.0,Garantía del vendedor: 1 meses,,164032151,0,MLA15306716,MLA1652,2020-08-29T17:14:00.000Z,Argentina,active,used,0.66,"['poor_quality_picture', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,1,Capital Federal,gold_special,,normal,silver,SERVICIOSAPPLEMAC,342.0,0.97,107.0,5_green,0.02,0.01,Apple MacBook Air A1466,0.0,MLA-NOTEBOOKS
264,MLA862544622,Apple Macbook,New Macbook Pro 2020 Touchbar Ssd256 8gb Garantia Factura,429999.0,True,429999.0,Garantía de fábrica: 12 meses,,225480741,1,,MLA1652,2020-06-16T13:30:59.000Z,Argentina,active,new,1.0,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,500,1000,Capital Federal,gold_pro,22.0,normal,platinum,MLSERCOFIN,4410.0,1.0,335.0,5_green,0.0,0.0,,,
265,MLA883010790,Apple Macbook,"Apple Macbook Pro 13,31 Mwp42le/a I5 Gen10 16gb 512gb Ssd ",359999.0,True,359999.0,Garantía de fábrica: 12 meses,,176546321,0,,MLA1652,2020-10-08T14:42:03.000Z,Argentina,active,new,0.8,"['good_quality_thumbnail', 'brand_verified', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,3,Capital Federal,gold_special,4.0,normal,platinum,GOPRO STORE,4695.0,0.98,347.0,5_green,0.01,0.01,,,
266,MLA903925339,Apple Macbook,Notebook Apple Macbook Air 2020 13.3 I7 16gb 512ssd Cuotas,332500.0,True,332500.0,Garantía de fábrica: 12 meses,,188368799,0,MLA15913938,MLA1652,2021-01-12T12:37:45.000Z,Argentina,active,new,0.9,"['poor_quality_thumbnail', 'poor_quality_picture', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,1,Buenos Aires,gold_pro,0.0,normal,platinum,REDNETCORP,26610.0,0.98,1603.0,5_green,0.01,0.01,Apple MacBook Air A2179,0.0,MLA-NOTEBOOKS
267,MLA878881367,Apple Macbook,"Macbook Air 11 Apple A1370, S/drive Apple A1379 Permuto Moto",64999.0,True,64999.0,Sin garantía,,716743,0,,MLA1652,2020-09-15T18:08:40.000Z,Argentina,active,used,0.62,"['immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,1,Capital Federal,gold_special,22.0,normal,,MELODIASDEMIVIDA,55.0,1.0,7.0,5_green,0.0,0.0,,,
268,MLA897277675,Apple Macbook,Notebook Macbook Pro 13 2015 I5 4gb Ñ Disco Ssd Idem Nueva,97999.0,True,97999.0,Sin garantía,,577806365,0,,MLA1652,2020-11-15T13:57:22.000Z,Argentina,active,used,0.75,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,1,Capital Federal,gold_special,18.0,normal,,QUECOSABUENATIENDA,12.0,1.0,2.0,5_green,0.0,0.0,,,
269,MLA902366208,Apple Macbook,"Permuto Macbook Pro 13, Core I5, 16gb, 296 Ciclos, Impoluta",105000.0,True,105000.0,Garantía del vendedor: 15 días,,120664,0,,MLA1652,2020-12-27T21:55:38.000Z,Argentina,active,used,0.75,"['poor_quality_picture', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,1,Capital Federal,gold_special,22.0,normal,,GEEK HEAVEN,26.0,0.99,4.0,5_green,0.01,0.0,,,
270,MLA736663866,Apple Macbook,Vendo Partes Macbook Pro 13 A1278 Todos Los Años,400.0,True,400.0,1 Mes,,164032151,0,,MLA1652,2018-07-11T17:44:40.000Z,Argentina,active,used,0.75,"['dragged_bids_and_visits', 'poor_quality_picture', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,1,Capital Federal,gold_special,,normal,silver,SERVICIOSAPPLEMAC,342.0,0.97,107.0,5_green,0.02,0.01,,,
271,MLA904024220,Apple Macbook,"Macbook 13,3 Intel Core I5 Macbook Pro 8gb Ram 2,4 Ghz",445000.0,True,445000.0,Garantía de fábrica: 12 meses,,191364111,0,MLA15552876,MLA1652,2021-01-13T00:56:57.000Z,Argentina,active,used,0.55,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,1,Capital Federal,gold_special,,normal,,ANAHANPACHECO,20.0,1.0,0.0,5_green,0.0,0.0,Apple MacBook Pro A1989 (2019),0.0,MLA-NOTEBOOKS
272,MLA874727735,Apple Macbook,Macbook Pro 16 I9 16gb 4gb 1tb Mvvk2ll/a  2020   Todo Apple ,484999.99,True,484999.99,Garantía de fábrica: 1 años,,162133415,0,MLA15532281,MLA1652,2020-08-23T04:40:44.000Z,Argentina,active,new,0.66,"['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,1,Capital Federal,gold_special,,normal,,MUCHOPARAVER1,1.0,0.0,1.0,,1.0,0.0,Apple MacBook Pro A2141,0.0,MLA-NOTEBOOKS
273,MLA896403893,Apple Macbook,Macbook Pro I7 Radeon Pro 555x 15  256ssd 16gb Touchbar 2019,469899.0,True,469899.0,Sin garantía,,187497517,0,MLA15552876,MLA1652,2020-11-09T18:02:20.000Z,Argentina,active,used,0.77,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,1,Buenos Aires,gold_special,11.0,normal,platinum,MULTI.EQUIP,8245.0,0.97,1133.0,5_green,0.01,0.02,Apple MacBook Pro A1989 (2019),0.0,MLA-NOTEBOOKS
274,MLA824781501,Apple Macbook,Macbook Pro 15 Quadcore I7 2.2 Ghz 16g Ram Ssd 240 G 2011,90000.0,True,90000.0,1 Mes,,164032151,0,,MLA1652,2019-11-12T01:41:39.000Z,Argentina,active,used,0.55,"['dragged_bids_and_visits', 'poor_quality_picture', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,1,Capital Federal,gold_special,,normal,silver,SERVICIOSAPPLEMAC,342.0,0.97,107.0,5_green,0.02,0.01,,,
275,MLA853482641,Apple Macbook,New Macbook Air Retina 2020 13  A2179 I5 Ssd512gb 8gb ,399999.0,True,399999.0,Garantía de fábrica: 12 meses,,225480741,3,,MLA1652,2020-05-05T19:46:41.000Z,Argentina,active,new,1.0,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,500,1002,Capital Federal,gold_pro,,normal,platinum,MLSERCOFIN,4410.0,1.0,335.0,5_green,0.0,0.0,,,
276,MLA903194453,Apple Macbook,"Macbook Air 11, Mid 2012 128 Gb Ram 4gb Intel I5",89999.0,True,89999.0,Sin garantía,,159926741,0,,MLA1652,2021-01-05T17:16:40.000Z,Argentina,active,used,0.87,"['immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,1,Capital Federal,gold_pro,,normal,,DOGRAN-D,27.0,0.94,3.0,5_green,0.06,0.0,,,
277,MLA898646491,Apple Macbook,Macbook Air 13.3 I5 Ram 8gb Ssd 256gb Macos Apple Mac,245004.64,True,245004.64,Garantía de fábrica: 12 meses,,116239336,0,,MLA1652,2020-11-25T00:40:48.000Z,Argentina,active,new,0.7,"['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,1,Buenos Aires,gold_special,,normal,platinum,GRUPO-TECNO,5770.0,0.98,483.0,5_green,0.01,0.01,,,
278,MLA899708014,Apple Macbook,Apple Macbook Air 13.3 I3 8gb Ssd 256gb 2020 Retina,248050.0,True,248050.0,Garantía de fábrica: 12 meses,,183000192,0,,MLA1652,2020-12-02T19:12:57.000Z,Argentina,active,new,0.9,"['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,2,Capital Federal,gold_pro,0.0,normal,platinum,STECSOLUCIONESTECNOLÓGICAS,6689.0,0.96,544.0,5_green,0.02,0.02,,,
279,MLA865969470,Apple Macbook,Macbook Pro Retina 13  2015 I5 2.7gz 8g Ram 120g Ssd 300 Cic,125000.0,True,125000.0,Garantía del vendedor: 1 meses,,164032151,0,MLA15741417,MLA1652,2020-07-03T05:22:07.000Z,Argentina,active,used,0.66,"['poor_quality_picture', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,1,Capital Federal,gold_special,7.0,normal,silver,SERVICIOSAPPLEMAC,342.0,0.97,107.0,5_green,0.02,0.01,Apple MacBook Pro A1502,0.0,MLA-NOTEBOOKS
280,MLA753063752,Apple Macbook,Macbook Pro 15 I7 2.2 Ghz 16g 500 Hd  2011 Bat 400 Ciclos,90000.0,True,90000.0,,,164032151,0,,MLA1652,2018-10-13T13:29:14.000Z,Argentina,active,used,0.66,"['dragged_bids_and_visits', 'poor_quality_picture', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,1,Capital Federal,gold_special,80.0,normal,silver,SERVICIOSAPPLEMAC,342.0,0.97,107.0,5_green,0.02,0.01,,,
281,MLA901884707,Apple Macbook,Apple Macbook Air 13  I3 8gb 256gb 2020 10g Space Grey ,189688.92,True,189688.92,Garantía de fábrica: 12 meses,1545,293425181,0,MLA15913938,MLA1652,2020-12-21T20:38:22.000Z,Argentina,active,new,0.7,"['brand_verified', 'poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,5,Capital Federal,gold_special,,brand,platinum,SHOPNOWSRL,11386.0,0.9,538.0,5_green,0.03,0.07,Apple MacBook Air A2179,0.0,MLA-NOTEBOOKS
282,MLA881436663,Apple Macbook,Macbook Air 13 Ultimo Modelo 2020 Space Gray,196900.0,True,196900.0,Garantía de fábrica: 1 años,,11884210,0,MLA15555683,MLA1652,2020-09-29T19:33:35.000Z,Argentina,active,new,0.8,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,1,Capital Federal,gold_special,,normal,platinum,RYKLATINO,4787.0,0.96,412.0,5_green,0.02,0.02,Apple MacBook Air A1932 (True Tone 2019),0.0,MLA-NOTEBOOKS
283,MLA860731947,Apple Macbook,Macbook Air 13.3 Marzo 2020 Space Gray,178000.0,True,178000.0,Garantía de fábrica: 12 meses,,27416075,0,MLA15306716,MLA1652,2020-06-07T02:28:20.000Z,Argentina,active,new,0.7,"['poor_quality_thumbnail', 'poor_quality_picture', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,3,Capital Federal,gold_special,,normal,,GONZA MR,4.0,0.95,1.0,,0.0,0.05,Apple MacBook Air A1466,0.0,MLA-NOTEBOOKS
284,MLA901074540,Apple Macbook,Apple 13.3 Macbook Pro M1 Chip Myd92e/a 8gb 512gb _1,452200.0,True,452200.0,Garantía de fábrica: 6 meses,,470817630,2,MLA16267559,MLA1652,2020-12-14T21:39:59.000Z,Argentina,active,new,0.7,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,3,Capital Federal,gold_special,13.0,normal,gold,HDMI ONLINE,1863.0,0.96,193.0,5_green,0.01,0.03,Apple MacBook Pro A2251 (Mid 2020),0.0,MLA-NOTEBOOKS
285,MLA760732474,Apple Macbook,Macbook Pro 15 Quad Core I7 2.0 Ghz 8g  250g Ssd 2011,80000.0,True,80000.0,,,164032151,0,,MLA1652,2018-12-02T01:13:07.000Z,Argentina,active,used,0.66,"['dragged_bids_and_visits', 'poor_quality_picture', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,1,Capital Federal,gold_special,47.0,normal,silver,SERVICIOSAPPLEMAC,342.0,0.97,107.0,5_green,0.02,0.01,,,
286,MLA899706353,Apple Macbook,Macbook Air 13.3 Retina I5 8gb Ssd 512gb 2020 Mvh22,325490.0,True,325490.0,Garantía de fábrica: 12 meses,,183000192,0,MLA15913938,MLA1652,2020-12-02T19:08:32.000Z,Argentina,active,new,0.9,"['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,3,4,Capital Federal,gold_pro,0.0,normal,platinum,STECSOLUCIONESTECNOLÓGICAS,6689.0,0.96,544.0,5_green,0.02,0.02,Apple MacBook Air A2179,0.0,MLA-NOTEBOOKS
287,MLA777209642,Apple Macbook,Macbook Pro 15 Quadcore I7 2.2gz 16g  500g Hd 2011,95000.0,True,95000.0,Garantía del vendedor: 30 días,,164032151,1,,MLA1652,2019-03-23T02:45:12.000Z,Argentina,active,used,0.55,"['dragged_bids_and_visits', 'poor_quality_picture', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,1,Capital Federal,gold_special,,normal,silver,SERVICIOSAPPLEMAC,342.0,0.97,107.0,5_green,0.02,0.01,,,
288,MLA758824649,Apple Macbook,Apple Macbook Pro 13¨ Core I7 2.9 A1278 - Espectacular!!!,300000.0,True,300000.0,Garantía del vendedor: 5 días,,55580130,0,,MLA1652,2018-11-18T22:54:52.000Z,Argentina,active,used,0.88,"['poor_quality_picture', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,1,Capital Federal,gold_special,32.0,normal,gold,MARINACAPAT,1496.0,0.99,61.0,5_green,0.0,0.01,,,
289,MLA885432260,Apple Macbook,Macbook Air 2020 Ssd256+adaptador Hub+auriculares I12+funda,269999.0,True,269999.0,Garantía de fábrica: 12 meses,,225480741,1,MLA15913938,MLA1652,2020-10-26T12:04:38.000Z,Argentina,active,new,1.0,"['good_quality_thumbnail', 'brand_verified', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,600,1200,Capital Federal,gold_pro,,normal,platinum,MLSERCOFIN,4410.0,1.0,335.0,5_green,0.0,0.0,Apple MacBook Air A2179,0.0,MLA-NOTEBOOKS
290,MLA886695519,Apple Macbook,Macbook Pro 13 Touch Bar I5 8gb 128gb Huella 2019 Tienda Hyt,249999.0,True,249999.0,Garantía de fábrica: 12 meses,,216203805,0,MLA15248256,MLA1652,2020-11-04T01:21:30.000Z,Argentina,active,new,0.8,"['good_quality_thumbnail', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,1,Capital Federal,gold_special,3.0,normal,platinum,HYT.COM.AR,16840.0,0.97,1364.0,5_green,0.01,0.02,Apple MacBook Pro A2159,0.0,MLA-NOTEBOOKS
291,MLA843187260,Apple Macbook,Macbook Air 13.3´ Mjve2ll/a Modelo 2015,165000.0,True,165000.0,Sin garantía,,31599555,0,,MLA1652,2020-03-11T09:23:32.000Z,Argentina,active,used,0.62,"['incomplete_technical_specs', 'poor_quality_picture', 'dragged_bids_and_visits', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,1,Buenos Aires,gold_special,,normal,,MARIA ESCO,16.0,0.99,1.0,5_green,0.01,0.0,,,
292,MLA904220200,Apple Macbook,Macbook Air I3 8gb 256gb 13.3'' A2179 Delta2,224399.0,True,224399.0,Garantía de fábrica: 12 meses,,69541508,0,MLA15913938,MLA1652,2021-01-14T16:11:51.000Z,Argentina,active,new,0.8,"['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,11,Capital Federal,gold_pro,0.0,normal,platinum,TIENDA DELTA,47633.0,0.94,4282.0,5_green,0.02,0.04,Apple MacBook Air A2179,0.0,MLA-NOTEBOOKS
293,MLA904220021,Apple Macbook,Macbook Air I3 8gb 256gb 13.3'' A2179 Delta,180399.0,True,180399.0,Garantía de fábrica: 12 meses,,69541508,0,MLA15913938,MLA1652,2021-01-14T16:07:45.000Z,Argentina,active,new,0.7,"['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,11,Capital Federal,gold_special,0.0,normal,platinum,TIENDA DELTA,47633.0,0.94,4282.0,5_green,0.02,0.04,Apple MacBook Air A2179,0.0,MLA-NOTEBOOKS
294,MLA750477717,Apple Macbook,Macbook Pro 15 Quad Core I7 2.0 Ghz 8g 500g 2011 Bat 5 Hs,80000.0,True,80000.0,,,164032151,0,,MLA1652,2018-09-29T14:12:36.000Z,Argentina,active,used,0.66,"['dragged_bids_and_visits', 'poor_quality_picture', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,1,Capital Federal,gold_special,105.0,normal,silver,SERVICIOSAPPLEMAC,342.0,0.97,107.0,5_green,0.02,0.01,,,
295,MLA877005086,Apple Macbook,Macbook Pro 15 A1398 X Repuestos: Cooler/micrófono/audiojack,6000.0,True,6000.0,Garantía del vendedor: 3 meses,,69360809,0,,MLA1652,2020-09-06T03:12:22.000Z,Argentina,active,used,0.55,"['poor_quality_picture', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,1,Capital Federal,gold_special,80.0,normal,,PATCHWORK.SU,38.0,1.0,1.0,5_green,0.0,0.0,,,
296,MLA885311175,Apple Macbook,Macbook Air 13 Mwtk2ll/a-i3-8gb-256ssd- Caja Cerrada Sellada,184999.0,True,184999.0,Sin garantía,,75108434,0,MLA15913938,MLA1652,2020-10-25T03:50:53.000Z,Argentina,active,new,0.77,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,1,Capital Federal,gold_special,,normal,,HERNAN.IDIARTE,53.0,0.99,17.0,5_green,0.0,0.01,Apple MacBook Air A2179,0.0,MLA-NOTEBOOKS
297,MLA884822621,Apple Macbook,Macbook Pro 13 Retina Early 2015 I5 128gb 8gb Ram + Acces.,185850.0,True,185850.0,Sin garantía,,132593717,0,MLA15741417,MLA1652,2020-10-21T17:38:37.000Z,Argentina,active,new,0.9,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,1,Capital Federal,gold_special,,normal,,FENZINO,132.0,1.0,14.0,5_green,0.0,0.0,Apple MacBook Pro A1502,0.0,MLA-NOTEBOOKS
298,MLA902368613,Apple Macbook,"Macbook Pro 13 Mid-2012, 16gb, 1tb Ssd, Catalina, Impecable",125000.0,True,125000.0,Garantía del vendedor: 15 días,,120664,0,,MLA1652,2020-12-27T22:41:08.000Z,Argentina,active,used,0.62,"['poor_quality_picture', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,1,Capital Federal,gold_special,8.0,normal,,GEEK HEAVEN,26.0,0.99,4.0,5_green,0.01,0.0,,,
299,MLA865527152,Apple Macbook,Macbook Pro 16 I9 16gb 4gb 1tb Mvvk2 2020 Consult Todo Apple,484999.99,True,484999.99,Garantía de fábrica: 1 años,,162133415,0,MLA15532281,MLA1652,2020-07-01T17:36:37.000Z,Argentina,active,new,0.77,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,1,Capital Federal,gold_special,76.0,normal,,MUCHOPARAVER1,1.0,0.0,1.0,,1.0,0.0,Apple MacBook Pro A2141,0.0,MLA-NOTEBOOKS
300,MLA877479990,Apple Macbook,Macbook Air 10th Generacion 13.3 Pulgadas 512gb ,279999.0,True,279999.0,Garantía del vendedor: 3 meses,,309453406,2,,MLA1652,2020-09-08T21:06:31.000Z,Argentina,active,new,0.8,"['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,4,Capital Federal,gold_special,6.0,normal,platinum,BAZA 10,25702.0,0.94,2561.0,5_green,0.01,0.05,,,
301,MLA868716710,Apple Macbook,Macbook Pro 13 2020 Ssd512 I5 16g Ram En Español Touchbar Id,480890.0,True,480890.0,Garantía de fábrica: 1 años,,210018018,0,MLA15248256,MLA1652,2020-07-17T18:52:47.000Z,Argentina,active,new,0.7,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,2,100,Capital Federal,gold_special,11.0,normal,platinum,LATITUDES SUR,5209.0,0.97,477.0,5_green,0.01,0.02,Apple MacBook Pro A2159,0.0,MLA-NOTEBOOKS
302,MLA884328965,Apple Macbook,"Macbook 13,3 Intel Core I5 Macbook Pro 8gb Ram 2,4 Ghz",440000.0,True,440000.0,Garantía de fábrica: 12 meses,,191364111,0,MLA15552876,MLA1652,2020-10-17T19:14:32.000Z,Argentina,active,new,0.6,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,1,1,Capital Federal,gold_special,,normal,,ANAHANPACHECO,20.0,1.0,0.0,5_green,0.0,0.0,Apple MacBook Pro A1989 (2019),0.0,MLA-NOTEBOOKS
303,MLA885977652,Apple Macbook,Laptop Macbook Air 10th Gen 256gb 8gb Ram Mac Os Catalina,169999.0,True,169999.0,Garantía del vendedor: 3 meses,,284824585,3,MLA15913938,MLA1652,2020-10-29T15:50:55.000Z,Argentina,active,new,0.7,"['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",buy_it_now,,MLA-NOTEBOOKS,500,1002,Capital Federal,gold_special,8.0,normal,platinum,SKY.VISION ELECTRONICA,16673.0,0.93,1704.0,5_green,0.02,0.05,Apple MacBook Air A2179,0.0,MLA-NOTEBOOKS
