item_id,product,available_quantity,listing_type_id,initial_quantity,sold_quantity,base_price,catalog_product_id,accepts_mercadopago,seller_address.country.name,status,tags,seller_id,price,warranty,original_price,domain_id,health,buying_mode,title,condition,category_id,official_store_id,start_time,seller_address.state.name,questions_total,user_user_type,user_seller_reputation.transactions.ratings.positive,user_seller_reputation.transactions.ratings.neutral,user_seller_reputation.level_id,user_seller_reputation.transactions.completed,user_seller_reputation.transactions.canceled,user_seller_reputation.power_seller_status,user_seller_reputation.transactions.ratings.negative,user_nickname,product_domain_id,product_name
MLA901574383,Lenovo Ideapad,1,gold_special,13,1,164983.55,MLA15740782,True,Argentina,active,"['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",76598388,164983.55,Garantía del vendedor: 12 meses,,MLA-NOTEBOOKS,0.7,buy_it_now, Notebook Lenovo Ryzen 7 Flex ( 980 Ssd + 20gb ) W10 Touch ,new,MLA1652,,2020-12-18T17:48:08.000Z,Capital Federal,1.0,normal,1.0,0.0,5_green,1994.0,109.0,gold,0.0,ATRAPATUDESCUENTO,MLA-NOTEBOOKS,Lenovo IdeaPad Flex-15IWL
MLA897638056,Lenovo Ideapad,1,gold_special,20,1,53999.0,MLA16029714,True,Argentina,active,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'incomplete_technical_specs', 'brand_verified', 'immediate_payment', 'cart_eligible']",86898163,53999.0,Garantía del vendedor: 12 meses,,MLA-NOTEBOOKS,0.9,buy_it_now,Notebook Lenovo Intel Pentium N5030 4gb Ssd 128gb Windows 10,new,MLA1652,,2020-11-17T20:25:57.000Z,Capital Federal,2.0,normal,0.98,0.01,5_green,27403.0,1415.0,platinum,0.01,OFERTAS INFORMATICAS,MLA-NOTEBOOKS,Lenovo IdeaPad 1 14IGL05 - Ice blue - 4 GB - 128 GB - 1366 px x 768 px - Intel UHD Graphics 605 - Intel - Pentium Silver - N5030 - Windows - 10 - Home
MLA901928984,Lenovo Ideapad,1,gold_special,4,1,67899.0,MLA15261472,True,Argentina,active,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",68286146,67899.0,Garantía de fábrica: 12 meses,,MLA-NOTEBOOKS,0.88,buy_it_now,"Notebook Lenovo S145 A6 12gb Ssd 500gb Windows 10 15,6 Led",new,MLA1652,,2020-12-22T01:22:28.000Z,Capital Federal,6.0,normal,0.98,0.01,5_green,40473.0,2966.0,platinum,0.01,INSUMOS_ACUARIO,MLA-NOTEBOOKS,Lenovo IdeaPad S145-15AST
MLA900274733,Lenovo Ideapad,1,gold_pro,56,5,60139.0,MLA15261473,True,Argentina,active,"['good_quality_picture', 'loyalty_discount_eligible', 'brand_verified', 'extended_warranty_eligible', 'immediate_payment', 'cart_eligible']",258450419,60139.0,Garantía de fábrica: 12 meses,75179,MLA-NOTEBOOKS,1.0,buy_it_now,Notebook Lenovo Ideapad S145-15ast A6 9225 4gb 500gb 15' W10,new,MLA1652,829,2020-12-08T15:09:17.000Z,Capital Federal,4.0,brand,0.94,0.03,5_green,2727.0,200.0,platinum,0.03,DELTA TIENDASOFICIALES,MLA-NOTEBOOKS,Lenovo IdeaPad S145-15AST - Negro - 4 GB - 500 GB - 1366 px x 768 px - AMD Radeon R4 - AMD - A6-Series - 9225 - Windows - 10 - Home
MLA899097718,Lenovo Ideapad,1,gold_pro,2,1,96428.0,MLA16041756,True,Argentina,active,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",76104882,96428.0,Garantía del vendedor: 12 meses,101504,MLA-NOTEBOOKS,0.9,buy_it_now,Notebook Lenovo I3 Touchscreen 15iil05 256gb Ssd 8gb Win10,new,MLA1652,,2020-11-27T20:42:19.000Z,Capital Federal,1.0,normal,0.98,0.01,5_green,14757.0,640.0,platinum,0.01,COMPUCOM2004,MLA-NOTEBOOKS,Lenovo IdeaPad 3 15IIL05
MLA879470483,Lenovo Ideapad,1,gold_pro,9,5,79999.0,MLA15252017,True,Argentina,active,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",174556876,79999.0,Garantía de fábrica: 12 meses,99999,MLA-NOTEBOOKS,0.9,buy_it_now,Notebook Lenovo I3 8130u 4gb 1tb 15.6 Garantía Oficial 6cts,new,MLA1652,,2020-09-18T20:47:40.000Z,Capital Federal,11.0,normal,0.94,0.03,5_green,408198.0,27764.0,platinum,0.03,OVERHARD DIGITAL,MLA-NOTEBOOKS,Lenovo IdeaPad 130-15AST
MLA865551425,Lenovo Ideapad,1,gold_special,24,5,69999.0,MLA15262067,True,Argentina,active,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'incomplete_technical_specs', 'immediate_payment', 'cart_eligible']",689919,69999.0,Garantía del vendedor: 12 meses,,MLA-NOTEBOOKS,0.8,buy_it_now,Notebook Lenovo Ideapad S145 14 Celeron N4000 500gb 4gb,new,MLA1652,,2020-07-01T19:32:23.000Z,Capital Federal,38.0,normal,0.98,0.01,5_green,26412.0,1586.0,platinum,0.01,PRECIO-CALIDAD,MLA-NOTEBOOKS,Lenovo IdeaPad S145-14IGM
MLA882883436,Lenovo Ideapad,1,gold_special,7,3,78999.0,MLA15698353,True,Argentina,active,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",179274188,78999.0,Garantía de fábrica: 12 meses,,MLA-NOTEBOOKS,0.8,buy_it_now,Notebook Lenovo S145 Core I3 10ma 4gb 256gb Ssd Windows 10,new,MLA1652,,2020-10-07T19:44:05.000Z,Capital Federal,12.0,normal,0.95,0.02,5_green,180015.0,12389.0,platinum,0.03,DALECLÍCK,MLA-NOTEBOOKS,Lenovo IdeaPad S145-15IIL
MLA831132766,Lenovo Ideapad,1,gold_special,3,2,54969.0,MLA15261472,True,Argentina,active,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",114179423,54969.0,Garantía de fábrica: 12 meses,,MLA-NOTEBOOKS,0.8,buy_it_now,Notebook Lenovo Ideapad S145 Amd A4 8gb 500gb 15  W10h,new,MLA1652,,2019-12-20T15:48:24.000Z,Capital Federal,10.0,normal,0.99,0.0,5_green,11663.0,682.0,platinum,0.01,SCI INFORMATICA,MLA-NOTEBOOKS,Lenovo IdeaPad S145-15AST
MLA885672020,Lenovo Ideapad,1,gold_special,34,5,45000.0,MLA15708601,True,Argentina,active,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",188683903,45000.0,Garantía de fábrica: 1 años,,MLA-NOTEBOOKS,0.88,buy_it_now,Notebook Lenovo Cloudbook Ip S150 Amd A4 4gb Ssd 64gb Win10 ,new,MLA1652,,2020-10-27T17:44:46.000Z,Buenos Aires,41.0,normal,0.98,0.02,5_green,1249.0,40.0,platinum,0.0,MDQ AMG,MLA-NOTEBOOKS,Lenovo IdeaPad S150-14AST
MLA898910558,Lenovo Ideapad,1,gold_pro,47,4,101679.0,MLA15253903,True,Argentina,active,"['good_quality_thumbnail', 'loyalty_discount_eligible', 'brand_verified', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",258450419,101679.0,Garantía de fábrica: 12 meses,127099,MLA-NOTEBOOKS,1.0,buy_it_now,Notebook Lenovo Ideapad S340 Ryzen 5 8gb 1tb Windows 10,new,MLA1652,829,2020-11-26T17:43:54.000Z,Capital Federal,18.0,brand,0.94,0.03,5_green,2727.0,200.0,platinum,0.03,DELTA TIENDASOFICIALES,MLA-NOTEBOOKS,Lenovo IdeaPad S340
MLA884516001,Lenovo Ideapad,1,gold_pro,6,3,169999.0,MLA15740782,True,Argentina,active,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible']",318494504,169999.0,Garantía del vendedor: 12 meses,,MLA-NOTEBOOKS,1.0,buy_it_now,Notebook Lenovo Flex 5 Amd Ryzen 5 16gb 256gb Ssd 14 Win10,new,MLA1652,,2020-10-19T18:20:11.000Z,Capital Federal,12.0,normal,0.97,0.01,5_green,65133.0,3447.0,platinum,0.02,ELECTRO-WORLD GROUP,MLA-NOTEBOOKS,Lenovo IdeaPad Flex-15IWL
MLA897935114,Lenovo Ideapad,1,gold_pro,2,1,191999.0,MLA15738290,True,Argentina,active,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",114179423,191999.0,Garantía de fábrica: 12 meses,,MLA-NOTEBOOKS,0.9,buy_it_now,Notebook Lenovo S340 15api Ryzen7 20gb 1tb 256gb Ssd Win10 P,new,MLA1652,,2020-11-19T16:54:03.000Z,Capital Federal,1.0,normal,0.99,0.0,5_green,11663.0,682.0,platinum,0.01,SCI INFORMATICA,MLA-NOTEBOOKS,Lenovo IdeaPad S340-15API
MLA884717079,Lenovo Ideapad,1,gold_pro,11,4,69999.0,MLA16029713,True,Argentina,active,"['good_quality_thumbnail', 'brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",318494504,69999.0,Garantía del vendedor: 12 meses,,MLA-NOTEBOOKS,1.0,buy_it_now,Notebook Lenovo Intel Pentium N5030 4gb 128gb Ssd 14 Win10 ,new,MLA1652,,2020-10-20T21:06:12.000Z,Capital Federal,6.0,normal,0.97,0.01,5_green,65133.0,3447.0,platinum,0.02,ELECTRO-WORLD GROUP,MLA-NOTEBOOKS,Lenovo IdeaPad 1 14IGL05
MLA900265483,Lenovo Ideapad,1,gold_special,38,2,87499.0,MLA15698353,True,Argentina,active,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",258450419,87499.0,Garantía de fábrica: 12 meses,,MLA-NOTEBOOKS,0.88,buy_it_now,Notebook Lenovo Ideapad S145-15iil I5 4gb 256gb 15'' Win10,new,MLA1652,829,2020-12-08T13:20:44.000Z,Capital Federal,5.0,brand,0.94,0.03,5_green,2727.0,200.0,platinum,0.03,DELTA TIENDASOFICIALES,MLA-NOTEBOOKS,Lenovo IdeaPad S145-15IIL
MLA860439937,Lenovo Ideapad,1,gold_special,67,50,87499.0,MLA15698353,True,Argentina,active,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'brand_verified', 'immediate_payment', 'cart_eligible']",69541508,87499.0,Garantía de fábrica: 12 meses,109369,MLA-NOTEBOOKS,0.8,buy_it_now,Notebook Lenovo Ips145-15iiil Corei5-1035g4 8g 1tb 15' W10h ,new,MLA1652,,2020-06-05T17:58:08.000Z,Capital Federal,225.0,normal,0.94,0.02,5_green,47682.0,4284.0,platinum,0.04,TIENDA DELTA,MLA-NOTEBOOKS,Lenovo IdeaPad S145-15IIL
MLA900667688,Lenovo Ideapad,1,gold_pro,4,1,173995.0,MLA16205634,True,Argentina,active,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'incomplete_technical_specs', 'immediate_payment', 'cart_eligible']",131648529,173995.0,Garantía de fábrica: 12 meses,,MLA-NOTEBOOKS,1.0,buy_it_now,Notebook Gamer Lenovo L340 I5 16gb Ssd 128gb + 1tb Nvidia Ct,new,MLA1652,,2020-12-11T14:16:55.000Z,Capital Federal,1.0,normal,0.97,0.02,5_green,27992.0,1435.0,platinum,0.01,PCCENTERCOMPUTERS,MLA-NOTEBOOKS,Lenovo IdeaPad L340
MLA691577807,Lenovo Ideapad,1,gold_special,13,5,62989.0,MLA15253905,True,Argentina,active,"['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",42459084,62989.0,12 meses,,MLA-NOTEBOOKS,0.6,buy_it_now,Notebook Lenovo V130 Quadcore N5000 15.6 4gb 500gb Martinez,new,MLA1652,,2017-11-10T00:18:42.000Z,Buenos Aires,,normal,0.98,0.01,5_green,20245.0,2073.0,platinum,0.01,PLANETSTORESRL,MLA-NOTEBOOKS,Lenovo V-Series V130-15IGM
MLA899120945,Lenovo Ideapad,1,gold_special,2,1,110000.0,MLA16119504,True,Argentina,active,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",287897762,110000.0,Garantía del vendedor: 12 meses,,MLA-NOTEBOOKS,0.8,buy_it_now,Notebook Lenovo L340 15.6  Amd Ryzen 7 8gb Ram 480 Ssd Dvdw,new,MLA1652,,2020-11-27T22:46:39.000Z,Capital Federal,12.0,normal,0.98,0.01,5_green,946.0,75.0,gold,0.01,SMART-FIX,MLA-NOTEBOOKS,Lenovo IdeaPad L340-15API
MLA896028914,Lenovo Ideapad,1,gold_special,13,4,77995.0,MLA15253903,True,Argentina,active,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible']",131648529,77995.0,Garantía de fábrica: 12 meses,,MLA-NOTEBOOKS,0.9,buy_it_now,Notebook Lenovo S340 Ryzen 3 8gb 1tb + Ssd 240gb 14 Hd Win10,new,MLA1652,,2020-11-06T13:52:26.000Z,Capital Federal,13.0,normal,0.97,0.02,5_green,27992.0,1435.0,platinum,0.01,PCCENTERCOMPUTERS,MLA-NOTEBOOKS,Lenovo IdeaPad S340
MLA901052152,Lenovo Ideapad,1,gold_special,5,1,97999.0,MLA16041756,True,Argentina,active,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'brand_verified', 'immediate_payment', 'cart_eligible']",7055243,97999.0,Garantía de fábrica: 12 meses,,MLA-NOTEBOOKS,0.8,buy_it_now,Notebook Ideapad 15.6 Lenovo I5 1035g4 Ram 12gb Ssd256 W10h,new,MLA1652,,2020-12-14T19:10:33.000Z,Capital Federal,4.0,normal,0.99,0.0,5_green,9524.0,602.0,platinum,0.01,FSCOMPUTERS,MLA-NOTEBOOKS,Lenovo IdeaPad 3 15IIL05
MLA901928065,Lenovo Ideapad,1,gold_special,5,1,62990.0,MLA15261472,True,Argentina,active,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",68286146,62990.0,Garantía de fábrica: 12 meses,,MLA-NOTEBOOKS,0.77,buy_it_now,"Notebook Lenovo S145 A6 8gb Ssd 256gb Windows 10 15,6 Led",new,MLA1652,,2020-12-22T01:19:16.000Z,Capital Federal,3.0,normal,0.98,0.01,5_green,40473.0,2966.0,platinum,0.01,INSUMOS_ACUARIO,MLA-NOTEBOOKS,Lenovo IdeaPad S145-15AST
MLA877910200,Lenovo Ideapad,1,gold_special,22,2,74990.0,MLA16041756,True,Argentina,active,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",10878354,74990.0,Garantía del vendedor: 12 meses,,MLA-NOTEBOOKS,0.8,buy_it_now,Notebook Lenovo I3 10 Gen 8 Gb 256 Ssd Windows 10 Nuevas,new,MLA1652,,2020-09-10T16:13:00.000Z,Capital Federal,36.0,normal,0.95,0.05,5_green,179.0,5.0,,0.0,ASTRONIC ARG,MLA-NOTEBOOKS,Lenovo IdeaPad 3 15IIL05
MLA896776130,Lenovo Ideapad,1,gold_special,14,2,119999.0,MLA15312877,True,Argentina,active,"['good_quality_thumbnail', 'brand_verified', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",179274188,119999.0,Garantía de fábrica: 12 meses,,MLA-NOTEBOOKS,0.9,buy_it_now,Notebook Lenovo S340 Amd Ryzen 7 8gb 256gb Ssd 1080p Win 10,new,MLA1652,,2020-11-11T19:41:12.000Z,Capital Federal,11.0,normal,0.95,0.02,5_green,180015.0,12389.0,platinum,0.03,DALECLÍCK,MLA-NOTEBOOKS,Lenovo IdeaPad S340 - Gris - 8 GB - 256 GB - 1366 px x 768 px - Intel UHD Graphics 620 - Intel - Core i5 - 8265U - Windows - 10 - Home
MLA896485106,Lenovo Ideapad,1,gold_special,10,1,140000.0,MLA16205314,True,Argentina,active,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",193139089,140000.0,Garantía del vendedor: 1 años,,MLA-NOTEBOOKS,0.8,buy_it_now,Lenovo Ideapad 5 I5-1035g1 16gb Ram 512gb Ssd 15.6 ,new,MLA1652,,2020-11-10T00:35:19.000Z,Capital Federal,5.0,normal,1.0,0.0,5_green,2357.0,141.0,platinum,0.0,DIGITAL-ZOOM SRL,MLA-NOTEBOOKS,Lenovo IdeaPad 5
MLA880268894,Lenovo Ideapad,1,gold_pro,21,4,123999.0,MLA16053933,True,Argentina,active,"['good_quality_picture', 'good_quality_thumbnail', 'incomplete_technical_specs', 'brand_verified', 'immediate_payment', 'cart_eligible']",82274172,123999.0,Garantía del vendedor: 12 meses,,MLA-NOTEBOOKS,1.0,buy_it_now,Notebook Lenovo Amd Ryzen 5 20gb Ssd 256gb 14 Fhd Windows 10,new,MLA1652,,2020-09-23T14:50:24.000Z,Capital Federal,,normal,0.97,0.02,5_green,27213.0,1545.0,platinum,0.01,BH COMPUTACION,MLA-NOTEBOOKS,Lenovo IdeaPad 3 14ADA05
MLA899868163,Lenovo Ideapad,1,gold_special,6,1,141900.0,MLA16189144,True,Argentina,active,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",68286146,141900.0,Garantía de fábrica: 12 meses,,MLA-NOTEBOOKS,0.9,buy_it_now,Notebook Lenovo I7 1065g7 12gb Ram 500gb Ssd Fhd W10 Acuario,new,MLA1652,,2020-12-03T21:10:51.000Z,Capital Federal,2.0,normal,0.98,0.01,5_green,40473.0,2966.0,platinum,0.01,INSUMOS_ACUARIO,MLA-NOTEBOOKS,Lenovo IdeaPad 3
MLA863709613,Lenovo Ideapad,1,gold_pro,3,2,167975.0,MLA16205634,True,Argentina,active,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'incomplete_technical_specs', 'immediate_payment', 'cart_eligible']",131648529,167975.0,Garantía de fábrica: 12 meses,259999,MLA-NOTEBOOKS,1.0,buy_it_now,Notebook Gamer Lenovo L340 I5 8gb Ssd 128gb + 1tb Nvidia W10,new,MLA1652,,2020-06-22T14:05:17.000Z,Capital Federal,5.0,normal,0.97,0.02,5_green,27992.0,1435.0,platinum,0.01,PCCENTERCOMPUTERS,MLA-NOTEBOOKS,Lenovo IdeaPad L340
MLA816673473,Lenovo Ideapad,1,gold_special,9,5,144900.0,,True,Argentina,active,"['good_quality_picture', 'good_quality_thumbnail', 'brand_verified', 'immediate_payment', 'cart_eligible']",68286146,144900.0,Garantía de fábrica: 1 años,,MLA-NOTEBOOKS,0.8,buy_it_now,Notebook Lenovo I7 S145 20gb Ddr4 500gb Ssd M2 W10 Original,new,MLA1652,,2019-09-25T17:17:34.000Z,Capital Federal,70.0,normal,0.98,0.01,5_green,40473.0,2966.0,platinum,0.01,INSUMOS_ACUARIO,,
MLA898536365,Lenovo Ideapad,1,gold_special,2,1,53995.0,MLA15261472,True,Argentina,active,"['good_quality_picture', 'brand_verified', 'extended_warranty_eligible', 'immediate_payment', 'cart_eligible']",131648529,53995.0,Garantía de fábrica: 1 años,,MLA-NOTEBOOKS,0.88,buy_it_now,Notebook Lenovo S145 Amd A4 9125 4gb 500gb Win 10,new,MLA1652,,2020-11-24T13:58:51.000Z,Capital Federal,1.0,normal,0.97,0.02,5_green,27992.0,1435.0,platinum,0.01,PCCENTERCOMPUTERS,MLA-NOTEBOOKS,Lenovo IdeaPad S145-15AST
MLA899869348,Lenovo Ideapad,1,gold_special,7,2,147998.0,MLA16189144,True,Argentina,active,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",68286146,147998.0,Garantía de fábrica: 12 meses,,MLA-NOTEBOOKS,0.9,buy_it_now,Notebook Lenovo I7 1065g7 20gb Ram 500gb Ssd Fhd W10 Acuario,new,MLA1652,,2020-12-03T21:13:22.000Z,Capital Federal,7.0,normal,0.98,0.01,5_green,40473.0,2966.0,platinum,0.01,INSUMOS_ACUARIO,MLA-NOTEBOOKS,Lenovo IdeaPad 3
MLA816674538,Lenovo Ideapad,1,gold_special,17,5,119900.0,MLA15248254,True,Argentina,active,"['good_quality_thumbnail', 'brand_verified', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",68286146,119900.0,Garantía de fábrica: 1 años,,MLA-NOTEBOOKS,0.8,buy_it_now,Notebook Lenovo S145 I5 8gb Ddr4 1tb Hdd + 256 Ssd M2 W10 ,new,MLA1652,,2019-09-25T17:25:31.000Z,Capital Federal,,normal,0.98,0.01,5_green,40473.0,2966.0,platinum,0.01,INSUMOS_ACUARIO,MLA-NOTEBOOKS,Lenovo IdeaPad S145-15IWL
MLA885171818,Lenovo Ideapad,1,gold_special,3,1,102999.0,MLA15738290,True,Argentina,active,"['good_quality_picture', 'good_quality_thumbnail', 'brand_verified', 'extended_warranty_eligible', 'immediate_payment', 'cart_eligible']",214598734,102999.0,Garantía de fábrica: 12 meses,,MLA-NOTEBOOKS,0.7,buy_it_now,Notebook Lenovo Ip S340 14api R3 4g 1tb Windows 10h,new,MLA1652,,2020-10-23T21:07:09.000Z,Capital Federal,3.0,normal,0.92,0.03,5_green,10373.0,754.0,platinum,0.05,TECNOCOMPRO.,MLA-NOTEBOOKS,Lenovo IdeaPad S340-15API
MLA878359256,Lenovo Ideapad,1,gold_special,2,1,75000.0,MLA15256676,True,Argentina,active,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",73279966,75000.0,Garantía del vendedor: 12 meses,,MLA-NOTEBOOKS,0.8,buy_it_now,Notebook Lenovo Ideapad 3 15 Ryzen 3 3250u 4gb Ssd 128gb W10,new,MLA1652,,2020-09-12T19:08:21.000Z,Capital Federal,4.0,normal,0.99,0.01,5_green,262.0,12.0,silver,0.0,TNG24,MLA-NOTEBOOKS,Lenovo IdeaPad S145-15API
MLA882036624,Lenovo Ideapad,1,gold_special,3,2,148900.0,MLA15256676,True,Argentina,active,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",68286146,148900.0,Garantía de fábrica: 12 meses,,MLA-NOTEBOOKS,0.9,buy_it_now,Notebook Lenovo S145 I7 15.6 16gb 500gb Ssd M.2 W10 -acuario,new,MLA1652,,2020-10-02T13:37:48.000Z,Capital Federal,9.0,normal,0.98,0.01,5_green,40473.0,2966.0,platinum,0.01,INSUMOS_ACUARIO,MLA-NOTEBOOKS,Lenovo IdeaPad S145-15API
MLA897767829,Lenovo Ideapad,1,gold_special,4,1,89999.0,MLA16041756,True,Argentina,active,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",15487092,89999.0,Garantía del vendedor: 6 meses,,MLA-NOTEBOOKS,0.8,buy_it_now,Notebook Lenovo Touch I3 10ma 8gb 256gb Ssd Windows 10 Eng,new,MLA1652,,2020-11-18T18:33:07.000Z,Capital Federal,,normal,0.98,0.01,5_green,6765.0,353.0,platinum,0.01,NIGER COMPUTACION,MLA-NOTEBOOKS,Lenovo IdeaPad 3 15IIL05
MLA875903488,Lenovo Ideapad,1,gold_special,1,0,38900.0,MLA15248254,True,Argentina,active,"['poor_quality_picture', 'immediate_payment', 'cart_eligible']",558157421,38900.0,Sin garantía,,MLA-NOTEBOOKS,0.77,buy_it_now,Notebook Lenovo G550-2958. 4gb Ram. ,used,MLA1652,,2020-08-31T12:46:44.000Z,Capital Federal,27.0,normal,0.98,0.02,5_green,205.0,38.0,silver,0.0,NURITVENTASONLINE,MLA-NOTEBOOKS,Lenovo IdeaPad S145-15IWL
MLA895866719,Lenovo Ideapad,1,gold_pro,4,1,53749.0,MLA15708601,True,Argentina,active,"['good_quality_picture', 'good_quality_thumbnail', 'brand_verified', 'extended_warranty_eligible', 'immediate_payment', 'cart_eligible']",145868636,53749.0,Garantía de fábrica: 12 meses,,MLA-NOTEBOOKS,0.9,buy_it_now,Notebook Lenovo Cloudbook Ip S150 Amd A4 4gb Ssd 64gb Win10,new,MLA1652,,2020-11-05T14:29:39.000Z,Capital Federal,1.0,normal,0.94,0.03,5_green,17159.0,1032.0,platinum,0.03,OPENFACTORY,MLA-NOTEBOOKS,Lenovo IdeaPad S150-14AST
MLA871085893,Lenovo Ideapad,1,gold_special,3,0,115999.0,MLA16205634,True,Argentina,active,"['good_quality_thumbnail', 'brand_verified', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",82274172,115999.0,Garantía del vendedor: 12 meses,,MLA-NOTEBOOKS,0.9,buy_it_now,Notebook Lenovo L340 Amd Ryzen 7 12gb 480gb Ssd 1920x1080,new,MLA1652,,2020-07-31T17:36:04.000Z,Capital Federal,24.0,normal,0.97,0.02,5_green,27213.0,1545.0,platinum,0.01,BH COMPUTACION,MLA-NOTEBOOKS,Lenovo IdeaPad L340
MLA882624953,Lenovo Ideapad,1,gold_special,9,4,59900.0,MLA15557680,True,Argentina,active,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",68286146,59900.0,Garantía de fábrica: 12 meses,,MLA-NOTEBOOKS,0.8,buy_it_now,Notebook Lenovo Ideapad S145 A4 9125 4gb 500gb W10 Original,new,MLA1652,,2020-10-06T13:46:57.000Z,Capital Federal,5.0,normal,0.98,0.01,5_green,40473.0,2966.0,platinum,0.01,INSUMOS_ACUARIO,MLA-NOTEBOOKS,Lenovo IdeaPad S145-14AST
MLA896798474,Lenovo Ideapad,1,gold_special,5,1,139999.0,MLA16041756,True,Argentina,active,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",9198894,139999.0,Garantía de fábrica: 6 meses,,MLA-NOTEBOOKS,0.8,buy_it_now,"Notebook Lenovo Ideapad I7 10ma 8gb Ssd512 15,6 Full Hd 11hs",new,MLA1652,,2020-11-11T22:10:29.000Z,Capital Federal,11.0,normal,0.97,0.01,5_green,4694.0,267.0,platinum,0.02,COOL-TECH-,MLA-NOTEBOOKS,Lenovo IdeaPad 3 15IIL05
MLA879426928,Lenovo Ideapad,1,gold_special,3,1,145000.0,MLA15738290,True,Argentina,active,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",15096445,145000.0,Garantía de fábrica: 12 meses,195000,MLA-NOTEBOOKS,0.75,buy_it_now,Notebook Lenovo Ryzen 5 20gb Ram Ssd 256gb Hdd 1tb W 10,new,MLA1652,,2020-09-18T18:23:48.000Z,Capital Federal,5.0,normal,0.98,0.01,5_green,66311.0,4294.0,platinum,0.01,TECNOLIFE ARG,MLA-NOTEBOOKS,Lenovo IdeaPad S340-15API
MLA883364289,Lenovo Ideapad,1,gold_special,13,1,113305.88,,True,Argentina,active,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",105665176,113305.88,Garantía del vendedor: 12 meses,,MLA-NOTEBOOKS,0.8,buy_it_now,Lenovo 15 Ryzen 3 12gb + 256 Ssd / Notebook Amd Win 10,new,MLA1652,,2020-10-10T16:32:18.000Z,Capital Federal,6.0,normal,0.99,0.01,5_green,7596.0,416.0,platinum,0.0,TODOSLOSRUBROS,,
