item_id,product,available_quantity,listing_type_id,initial_quantity,sold_quantity,base_price,catalog_product_id,accepts_mercadopago,seller_address.country.name,status,tags,seller_id,price,warranty,original_price,domain_id,health,buying_mode,title,condition,category_id,official_store_id,start_time,seller_address.state.name,questions_total,user_user_type,user_seller_reputation.transactions.ratings.positive,user_seller_reputation.transactions.ratings.neutral,user_seller_reputation.level_id,user_seller_reputation.transactions.completed,user_seller_reputation.transactions.canceled,user_seller_reputation.power_seller_status,user_seller_reputation.transactions.ratings.negative,user_nickname,product_domain_id,product_name
MLA897764852,Dell Vostro,1,gold_pro,16,0,142298.0,MLA16639105,True,Argentina,active,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",179571326,142298.0,,,MLA-NOTEBOOKS,0.9,buy_it_now,Notebook Dell Vostro I5 15.6  8gb 1tb Ubuntu Teclado Con Ñ,new,MLA1652,69,2020-11-18T18:15:43.000Z,Capital Federal,4.0,brand,0.96,0.02,5_green,6795.0,508.0,platinum,0.02,TIENDASMERCADOLIBRE,MLA-NOTEBOOKS,Dell Vostro 3590
MLA901470197,Dell Vostro,1,gold_special,7,0,151999.0,MLA15504025,True,Argentina,active,"['poor_quality_picture', 'immediate_payment', 'cart_eligible']",172753273,151999.0,Garantía de fábrica: 12 meses,,MLA-NOTEBOOKS,0.77,buy_it_now,Notebook Dell Vostro 5391 13.3´´ Core I5 8gb 256gb Ssd W10,new,MLA1652,,2020-12-17T19:36:59.000Z,Capital Federal,0.0,normal,0.98,0.01,5_green,30951.0,1923.0,platinum,0.01,DEVENTAS_TECH_STORE,MLA-NOTEBOOKS,Dell Vostro 5391
MLA901470514,Dell Vostro,1,gold_pro,7,0,190999.0,MLA15504025,True,Argentina,active,"['poor_quality_picture', 'immediate_payment', 'cart_eligible']",172753273,190999.0,Garantía de fábrica: 12 meses,,MLA-NOTEBOOKS,0.88,buy_it_now,Notebook Dell Vostro 5391  256gb Ssd 8gb Core I5 W10 13.3´´,new,MLA1652,,2020-12-17T19:40:44.000Z,Capital Federal,0.0,normal,0.98,0.01,5_green,30951.0,1923.0,platinum,0.01,DEVENTAS_TECH_STORE,MLA-NOTEBOOKS,Dell Vostro 5391
MLA896876093,Dell Vostro,1,gold_pro,6,0,219098.0,MLA15504025,True,Argentina,active,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",179571326,219098.0,,,MLA-NOTEBOOKS,0.9,buy_it_now,"Notebook Dell Vostro I5 8gb Ssd 256gb 13,3 Fhd Win10 Pro",new,MLA1652,69,2020-11-12T14:10:59.000Z,Capital Federal,2.0,brand,0.96,0.02,5_green,6795.0,508.0,platinum,0.02,TIENDASMERCADOLIBRE,MLA-NOTEBOOKS,Dell Vostro 5391
MLA897942617,Dell Vostro,1,gold_pro,12,0,151198.0,MLA16639105,True,Argentina,active,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",179571326,151198.0,,,MLA-NOTEBOOKS,0.9,buy_it_now,Notebook Dell Vostro I5 15.6 12g 1tb + 240ssd  Ubuntu Ñ,new,MLA1652,69,2020-11-19T17:59:49.000Z,Capital Federal,1.0,brand,0.96,0.02,5_green,6795.0,508.0,platinum,0.02,TIENDASMERCADOLIBRE,MLA-NOTEBOOKS,Dell Vostro 3590
MLA897953416,Dell Vostro,1,gold_special,18,0,107999.0,MLA16639105,True,Argentina,active,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",179571326,107999.0,,120999,MLA-NOTEBOOKS,0.8,buy_it_now,Notebook Dell Vostro I3 15.6 32 Gb 1tb + 240ssd Ubuntu Ñ,new,MLA1652,69,2020-11-19T18:31:02.000Z,Capital Federal,3.0,brand,0.96,0.02,5_green,6795.0,508.0,platinum,0.02,TIENDASMERCADOLIBRE,MLA-NOTEBOOKS,Dell Vostro 3590
MLA897944690,Dell Vostro,1,gold_pro,16,0,148498.0,MLA16639105,True,Argentina,active,"['brand_verified', 'immediate_payment', 'cart_eligible']",179571326,148498.0,,,MLA-NOTEBOOKS,0.88,buy_it_now,Notebook Dell Vostro I5 15.6 8g 1tb + 240ssd  Ubuntu Ñ,new,MLA1652,69,2020-11-19T17:59:41.000Z,Capital Federal,0.0,brand,0.96,0.02,5_green,6795.0,508.0,platinum,0.02,TIENDASMERCADOLIBRE,MLA-NOTEBOOKS,Dell Vostro 3590
MLA897955244,Dell Vostro,1,gold_special,18,0,96199.0,MLA16639105,True,Argentina,active,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",179571326,96199.0,,107999,MLA-NOTEBOOKS,0.77,buy_it_now,Notebook Dell Vostro I3 15.6 4g 1tb + 480ssd Ubuntu Ñ,new,MLA1652,69,2020-11-19T18:44:29.000Z,Capital Federal,,brand,0.96,0.02,5_green,6795.0,508.0,platinum,0.02,TIENDASMERCADOLIBRE,MLA-NOTEBOOKS,Dell Vostro 3590
MLA897765424,Dell Vostro,1,gold_special,11,0,93699.0,MLA16639105,True,Argentina,active,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",179571326,93699.0,,,MLA-NOTEBOOKS,0.8,buy_it_now,Notebook Dell Vostro I3 15.6  12g 1tb Ubuntu Teclado Con Ñ,new,MLA1652,69,2020-11-18T18:15:27.000Z,Capital Federal,2.0,brand,0.96,0.02,5_green,6795.0,508.0,platinum,0.02,TIENDASMERCADOLIBRE,MLA-NOTEBOOKS,Dell Vostro 3590
MLA899074419,Dell Vostro,1,gold_special,4,0,95999.0,MLA16639105,True,Argentina,active,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",36572511,95999.0,Garantía de fábrica: 12 meses,,MLA-NOTEBOOKS,0.77,buy_it_now,Notebook Dell Vostro 3590 15 I3 1005 16gb 1t+240g Ubu Con Ñ,new,MLA1652,,2020-11-27T18:10:45.000Z,Capital Federal,0.0,normal,0.98,0.01,5_green,1466.0,147.0,platinum,0.01,ARRICHETTA_SA,MLA-NOTEBOOKS,Dell Vostro 3590
MLA899082358,Dell Vostro,1,gold_special,2,0,109999.0,MLA16639105,True,Argentina,active,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",36572511,109999.0,Garantía de fábrica: 12 meses,,MLA-NOTEBOOKS,0.77,buy_it_now,Notebook Dell Vostro 3590 15 I3 1005 G1 16g 1t Win10h Con  Ñ,new,MLA1652,,2020-11-27T18:53:32.000Z,Capital Federal,0.0,normal,0.98,0.01,5_green,1466.0,147.0,platinum,0.01,ARRICHETTA_SA,MLA-NOTEBOOKS,Dell Vostro 3590
MLA896875117,Dell Vostro,1,gold_special,6,0,171399.0,MLA15504025,True,Argentina,active,"['good_quality_thumbnail', 'brand_verified', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",179571326,171399.0,,,MLA-NOTEBOOKS,0.8,buy_it_now,"Notebook Dell Vostro I5 8gb Ssd 256gb 13,3 Fhd Win10 Pro",new,MLA1652,69,2020-11-12T14:11:00.000Z,Capital Federal,3.0,brand,0.96,0.02,5_green,6795.0,508.0,platinum,0.02,TIENDASMERCADOLIBRE,MLA-NOTEBOOKS,Dell Vostro 5391
MLA897953914,Dell Vostro,1,gold_pro,17,0,126798.0,MLA16639105,True,Argentina,active,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",179571326,126798.0,,,MLA-NOTEBOOKS,0.9,buy_it_now,Notebook Dell Vostro I3 15.6 8g 1tb + 480ssd Ubuntu Ñ,new,MLA1652,69,2020-11-19T18:40:04.000Z,Capital Federal,0.0,brand,0.96,0.02,5_green,6795.0,508.0,platinum,0.02,TIENDASMERCADOLIBRE,MLA-NOTEBOOKS,Dell Vostro 3590
MLA897956137,Dell Vostro,1,gold_special,14,0,106399.0,MLA16639105,True,Argentina,active,"['brand_verified', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",179571326,106399.0,,119999,MLA-NOTEBOOKS,0.77,buy_it_now,Notebook Dell Vostro I3 15.6 20g 1tb + 480ssd Ubuntu  Ñ,new,MLA1652,69,2020-11-19T18:45:28.000Z,Capital Federal,1.0,brand,0.96,0.02,5_green,6795.0,508.0,platinum,0.02,TIENDASMERCADOLIBRE,MLA-NOTEBOOKS,Dell Vostro 3590
MLA897766149,Dell Vostro,1,gold_pro,14,0,138498.0,MLA16639105,True,Argentina,active,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",179571326,138498.0,,,MLA-NOTEBOOKS,0.9,buy_it_now,Notebook Dell Vostro I5 15.6  4g 1tb Ubuntu Teclado Con Ñ,new,MLA1652,69,2020-11-18T18:14:55.000Z,Capital Federal,0.0,brand,0.96,0.02,5_green,6795.0,508.0,platinum,0.02,TIENDASMERCADOLIBRE,MLA-NOTEBOOKS,Dell Vostro 3590
MLA900644213,Dell Vostro,1,gold_special,8,0,93499.0,MLA16639105,True,Argentina,active,"['extended_warranty_eligible', 'good_quality_picture', 'brand_verified', 'immediate_payment', 'cart_eligible']",179571326,93499.0,Garantía de fábrica: 1 años,107999,MLA-NOTEBOOKS,0.88,buy_it_now,Notebook Dell Vostro I3 15.6  12g 1tb Ubuntu Teclado Con Ñ,new,MLA1652,69,2020-12-11T11:42:00.000Z,Capital Federal,0.0,brand,0.96,0.02,5_green,6795.0,508.0,platinum,0.02,TIENDASMERCADOLIBRE,MLA-NOTEBOOKS,Dell Vostro 3590
MLA896897813,Dell Vostro,1,gold_special,1,0,117499.0,MLA16173015,True,Argentina,active,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",146480022,117499.0,Garantía del vendedor: 6 meses,,MLA-NOTEBOOKS,0.9,buy_it_now,Notebook Dell Vostro 3490 I5 8gb 1tb W10pro,new,MLA1652,,2020-11-12T16:51:16.000Z,Capital Federal,0.0,normal,0.99,0.01,5_green,3278.0,122.0,platinum,0.0,COMPU-TOOLS,MLA-NOTEBOOKS,Dell Vostro 3490
MLA897956048,Dell Vostro,1,gold_special,20,0,98999.0,MLA16639105,True,Argentina,active,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",179571326,98999.0,,117999,MLA-NOTEBOOKS,0.8,buy_it_now,Notebook Dell Vostro I3 15.6 8g 1tb + 480ssd Ubuntu Ñ,new,MLA1652,69,2020-11-19T18:44:44.000Z,Capital Federal,0.0,brand,0.96,0.02,5_green,6795.0,508.0,platinum,0.02,TIENDASMERCADOLIBRE,MLA-NOTEBOOKS,Dell Vostro 3590
MLA901292048,Dell Vostro,1,gold_special,16,0,113199.0,MLA16639105,True,Argentina,active,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",179571326,113199.0,,,MLA-NOTEBOOKS,0.7,buy_it_now,Notebook Dell Vostro I5 15.6 4g 1tb + 240ssd  Ubuntu Ñ,new,MLA1652,1482,2020-12-16T16:13:11.000Z,Capital Federal,2.0,brand,0.96,0.02,5_green,6795.0,508.0,platinum,0.02,TIENDASMERCADOLIBRE,MLA-NOTEBOOKS,Dell Vostro 3590
MLA902626916,Dell Vostro,1,gold_special,8,0,93000.0,MLA16639105,True,Argentina,active,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",10716498,93000.0,Garantía de fábrica: 12 meses,,MLA-NOTEBOOKS,0.88,buy_it_now,Dell Vostro 3590 I3 10gen 8gb Ssd 240gb 15.6 Hdmi Usb Win,new,MLA1652,,2020-12-30T05:41:20.000Z,Capital Federal,,normal,1.0,0.0,5_green,189.0,12.0,silver,0.0,-XYZHARD-,MLA-NOTEBOOKS,Dell Vostro 3590
MLA754985608,Dell Vostro,1,gold_special,16,4,114999.0,MLA15298514,True,Argentina,active,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",179571326,114999.0,Garantía de fábrica: 1 años,188498,MLA-NOTEBOOKS,0.9,buy_it_now,Notebook I5 Dell Vostro 14 4gb 1tb Win 10 Pro Teclado Con Ñ Gtia De Tienda Oficial - Factura A Y B,new,MLA1652,69,2018-10-25T10:38:35.000Z,Capital Federal,68.0,brand,0.96,0.02,5_green,6795.0,508.0,platinum,0.02,TIENDASMERCADOLIBRE,MLA-NOTEBOOKS,Dell Vostro 5481
MLA897764837,Dell Vostro,1,gold_special,18,0,124999.0,MLA16639105,True,Argentina,active,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",179571326,124999.0,,140999,MLA-NOTEBOOKS,0.8,buy_it_now,Notebook Dell Vostro I5 15.6  32gb 1tb Ubuntu Teclado Con Ñ,new,MLA1652,69,2020-11-18T18:15:32.000Z,Capital Federal,1.0,brand,0.96,0.02,5_green,6795.0,508.0,platinum,0.02,TIENDASMERCADOLIBRE,MLA-NOTEBOOKS,Dell Vostro 3590
MLA897766171,Dell Vostro,1,gold_special,18,0,99999.0,MLA16639105,True,Argentina,active,"['brand_verified', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",179571326,99999.0,,118999,MLA-NOTEBOOKS,0.77,buy_it_now,Notebook Dell Vostro I3 15.6  24g 1tb Ubuntu Teclado Con Ñ,new,MLA1652,69,2020-11-18T18:15:29.000Z,Capital Federal,0.0,brand,0.96,0.02,5_green,6795.0,508.0,platinum,0.02,TIENDASMERCADOLIBRE,MLA-NOTEBOOKS,Dell Vostro 3590
MLA898727312,Dell Vostro,1,gold_special,3,0,160000.0,MLA16173015,True,Argentina,active,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",66921256,160000.0,Garantía de fábrica: 12 meses,,MLA-NOTEBOOKS,0.8,buy_it_now,Notebook Dell Intel Core I5 10° Gen 256gb Ssd 8gb Win 10 Pro,new,MLA1652,,2020-11-25T17:21:29.000Z,Capital Federal,0.0,normal,0.99,0.01,5_green,449.0,23.0,silver,0.0,HARD-BAIRES,MLA-NOTEBOOKS,Dell Vostro 3490
MLA897765438,Dell Vostro,1,gold_pro,17,0,117198.0,MLA16639105,True,Argentina,active,"['good_quality_thumbnail', 'brand_verified', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",179571326,117198.0,,,MLA-NOTEBOOKS,0.9,buy_it_now,Notebook Dell Vostro I3 15.6  8g 1tb Ubuntu Teclado Con Ñ,new,MLA1652,69,2020-11-18T18:15:39.000Z,Capital Federal,0.0,brand,0.96,0.02,5_green,6795.0,508.0,platinum,0.02,TIENDASMERCADOLIBRE,MLA-NOTEBOOKS,Dell Vostro 3590
MLA881145044,Dell Vostro,1,gold_special,10,0,144699.0,MLA16173015,True,Argentina,active,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",179571326,144699.0,,,MLA-NOTEBOOKS,0.8,buy_it_now,Notebook Laptop Dell Vostro I5 32gb 1tb + 480ssd 14 Win,new,MLA1652,69,2020-09-28T13:31:45.000Z,Capital Federal,1.0,brand,0.96,0.02,5_green,6795.0,508.0,platinum,0.02,TIENDASMERCADOLIBRE,MLA-NOTEBOOKS,Dell Vostro 3490
MLA867242683,Dell Vostro,1,gold_pro,41,4,101999.0,MLA15272577,True,Argentina,active,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",203804413,101999.0,Garantía del vendedor: 6 meses,,MLA-NOTEBOOKS,0.9,buy_it_now,Notebook Dell Vostro 3480 I3 8gb 1tb Windows 10 14 Pulgadas,new,MLA1652,,2020-07-09T18:31:25.000Z,Capital Federal,7.0,normal,0.95,0.02,5_green,26370.0,1269.0,platinum,0.03,NEXT CLICK,MLA-NOTEBOOKS,Dell Vostro 3480
MLA881143895,Dell Vostro,1,gold_special,1,0,116799.0,MLA16173015,True,Argentina,active,"['brand_verified', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",179571326,116799.0,,,MLA-NOTEBOOKS,0.77,buy_it_now,Notebook Laptop Dell Vostro I5 4gb 1tb 14 Win,new,MLA1652,69,2020-09-28T13:29:43.000Z,Capital Federal,0.0,brand,0.96,0.02,5_green,6795.0,508.0,platinum,0.02,TIENDASMERCADOLIBRE,MLA-NOTEBOOKS,Dell Vostro 3490
MLA901291842,Dell Vostro,1,gold_special,11,0,98599.0,MLA16639105,True,Argentina,active,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",179571326,98599.0,,,MLA-NOTEBOOKS,0.66,buy_it_now,Notebook Dell Vostro I3 15.6 12gb 1tb + 240ssd Ubuntu Ñ,new,MLA1652,1482,2020-12-16T16:18:57.000Z,Capital Federal,0.0,brand,0.96,0.02,5_green,6795.0,508.0,platinum,0.02,TIENDASMERCADOLIBRE,MLA-NOTEBOOKS,Dell Vostro 3590
MLA901291900,Dell Vostro,1,gold_special,14,0,103799.0,MLA16639105,True,Argentina,active,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",179571326,103799.0,,,MLA-NOTEBOOKS,0.66,buy_it_now,Notebook Dell Vostro I3 15.6 20 Gb 1tb + 240ssd Ubuntu Ñ,new,MLA1652,1482,2020-12-16T16:20:36.000Z,Capital Federal,0.0,brand,0.96,0.02,5_green,6795.0,508.0,platinum,0.02,TIENDASMERCADOLIBRE,MLA-NOTEBOOKS,Dell Vostro 3590
MLA897765440,Dell Vostro,1,gold_pro,11,0,119898.0,MLA16639105,True,Argentina,active,"['good_quality_picture', 'brand_verified', 'immediate_payment', 'cart_eligible']",179571326,119898.0,,,MLA-NOTEBOOKS,0.88,buy_it_now,Notebook Dell Vostro I3 15.6  12g 1tb Ubuntu Teclado Con Ñ,new,MLA1652,69,2020-11-18T18:15:40.000Z,Capital Federal,0.0,brand,0.96,0.02,5_green,6795.0,508.0,platinum,0.02,TIENDASMERCADOLIBRE,MLA-NOTEBOOKS,Dell Vostro 3590
MLA901292365,Dell Vostro,1,gold_special,17,0,96499.0,MLA16639105,True,Argentina,active,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",179571326,96499.0,,,MLA-NOTEBOOKS,0.66,buy_it_now,Notebook Dell Vostro I3 15.6 8gb 1tb + 240ssd Ubuntu Ñ,new,MLA1652,1482,2020-12-16T16:18:49.000Z,Capital Federal,0.0,brand,0.96,0.02,5_green,6795.0,508.0,platinum,0.02,TIENDASMERCADOLIBRE,MLA-NOTEBOOKS,Dell Vostro 3590
MLA900687782,Dell Vostro,1,gold_special,7,0,89999.0,MLA16639105,True,Argentina,active,"['extended_warranty_eligible', 'good_quality_picture', 'brand_verified', 'immediate_payment', 'cart_eligible']",179571326,89999.0,Garantía de fábrica: 1 años,103999,MLA-NOTEBOOKS,0.88,buy_it_now,Notebook Dell Vostro I3 15.6 4g 1tb Ubuntu Teclado Con Ñ,new,MLA1652,69,2020-12-11T15:57:19.000Z,Capital Federal,0.0,brand,0.96,0.02,5_green,6795.0,508.0,platinum,0.02,TIENDASMERCADOLIBRE,MLA-NOTEBOOKS,Dell Vostro 3590
MLA881143425,Dell Vostro,1,gold_pro,10,0,185098.0,MLA16173015,True,Argentina,active,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",179571326,185098.0,,,MLA-NOTEBOOKS,0.9,buy_it_now,Notebook Laptop Dell Vostro I5 32gb 1tb + 480ssd 14 Win,new,MLA1652,69,2020-09-28T13:26:26.000Z,Capital Federal,0.0,brand,0.96,0.02,5_green,6795.0,508.0,platinum,0.02,TIENDASMERCADOLIBRE,MLA-NOTEBOOKS,Dell Vostro 3490
MLA897907528,Dell Vostro,1,gold_special,3,0,128000.0,MLA16639105,True,Argentina,active,"['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",66921256,128000.0,Garantía de fábrica: 12 meses,,MLA-NOTEBOOKS,0.7,buy_it_now,"Notebook Dell Intel I5 10° Gen 1 Tb+ 240 Ssd 8gb 15,6  Dvd ",new,MLA1652,,2020-11-19T14:07:02.000Z,Capital Federal,3.0,normal,0.99,0.01,5_green,449.0,23.0,silver,0.0,HARD-BAIRES,MLA-NOTEBOOKS,Dell Vostro 3590
MLA901292425,Dell Vostro,1,gold_special,11,0,108799.0,MLA16639105,True,Argentina,active,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",179571326,108799.0,,,MLA-NOTEBOOKS,0.66,buy_it_now,Notebook Dell Vostro I3 15.6 24 Gb 1tb + 240ssd Ubuntu Ñ,new,MLA1652,1482,2020-12-16T16:20:37.000Z,Capital Federal,0.0,brand,0.96,0.02,5_green,6795.0,508.0,platinum,0.02,TIENDASMERCADOLIBRE,MLA-NOTEBOOKS,Dell Vostro 3590
MLA897909525,Dell Vostro,1,gold_pro,3,0,159000.0,MLA16639105,True,Argentina,active,"['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",66921256,159000.0,Garantía de fábrica: 12 meses,,MLA-NOTEBOOKS,0.8,buy_it_now,"Notebook Dell Intel I5 10° Gen 1 Tb+ 240 Ssd 15,6 Dvd*cuotas",new,MLA1652,,2020-11-19T14:20:02.000Z,Capital Federal,0.0,normal,0.99,0.01,5_green,449.0,23.0,silver,0.0,HARD-BAIRES,MLA-NOTEBOOKS,Dell Vostro 3590
MLA897911874,Dell Vostro,1,gold_special,3,0,98000.0,MLA16639105,True,Argentina,active,"['poor_quality_thumbnail', 'extended_warranty_eligible', 'poor_quality_picture', 'immediate_payment', 'cart_eligible']",66921256,98000.0,Garantía de fábrica: 12 meses,,MLA-NOTEBOOKS,0.7,buy_it_now,"Notebook Dell Intel I3 10° Gen 1 Tb+ 240 Ssd 15,6 8gb Ubuntu",new,MLA1652,,2020-11-19T14:30:12.000Z,Capital Federal,0.0,normal,0.99,0.01,5_green,449.0,23.0,silver,0.0,HARD-BAIRES,MLA-NOTEBOOKS,Dell Vostro 3590
MLA897926533,Dell Vostro,1,gold_pro,3,0,124000.0,MLA16639105,True,Argentina,active,"['good_quality_picture', 'good_quality_thumbnail', 'brand_verified', 'immediate_payment', 'cart_eligible']",66921256,124000.0,Garantía de fábrica: 12 meses,,MLA-NOTEBOOKS,0.9,buy_it_now,"Notebook Dell Intel I3 10° Gen 1 Tb+ 240 Ssd 15,6 8gb*cuotas",new,MLA1652,,2020-11-19T15:54:53.000Z,Capital Federal,0.0,normal,0.99,0.01,5_green,449.0,23.0,silver,0.0,HARD-BAIRES,MLA-NOTEBOOKS,Dell Vostro 3590
MLA881142329,Dell Vostro,1,gold_pro,10,0,181698.0,MLA16173015,True,Argentina,active,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",179571326,181698.0,,,MLA-NOTEBOOKS,0.9,buy_it_now,Notebook Laptop Dell Vostro I5 32gb 1tb + 240ssd 14 Win,new,MLA1652,69,2020-09-28T13:26:12.000Z,Capital Federal,0.0,brand,0.96,0.02,5_green,6795.0,508.0,platinum,0.02,TIENDASMERCADOLIBRE,MLA-NOTEBOOKS,Dell Vostro 3490
MLA881142327,Dell Vostro,1,gold_pro,10,0,168698.0,MLA16173015,True,Argentina,active,"['good_quality_picture', 'good_quality_thumbnail', 'brand_verified', 'immediate_payment', 'cart_eligible']",179571326,168698.0,,,MLA-NOTEBOOKS,0.9,buy_it_now,Notebook Laptop Dell Vostro I5 20gb 1tb + 240ssd 14 Win,new,MLA1652,69,2020-09-28T13:26:10.000Z,Capital Federal,0.0,brand,0.96,0.02,5_green,6795.0,508.0,platinum,0.02,TIENDASMERCADOLIBRE,MLA-NOTEBOOKS,Dell Vostro 3490
MLA904258618,Dell Vostro,1,gold_special,10,0,110999.0,MLA16173015,True,Argentina,active,"['extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",293425181,110999.0,Garantía de fábrica: 12 meses,,MLA-NOTEBOOKS,0.88,buy_it_now,Notebook Dell Vostro I5 10ª Gen 14  1tb 4gb Slim Win10 Pro,new,MLA1652,1545,2021-01-14T20:09:59.000Z,Capital Federal,0.0,brand,0.9,0.03,5_green,11412.0,541.0,platinum,0.07,SHOPNOWSRL,MLA-NOTEBOOKS,Dell Vostro 3490
MLA881142342,Dell Vostro,1,gold_pro,10,0,171998.0,MLA16173015,True,Argentina,active,"['good_quality_thumbnail', 'brand_verified', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",179571326,171998.0,,,MLA-NOTEBOOKS,0.9,buy_it_now,Notebook Laptop Dell Vostro I5 20gb 1tb + 480ssd 14 Win,new,MLA1652,69,2020-09-28T13:26:23.000Z,Capital Federal,0.0,brand,0.96,0.02,5_green,6795.0,508.0,platinum,0.02,TIENDASMERCADOLIBRE,MLA-NOTEBOOKS,Dell Vostro 3490
MLA881142433,Dell Vostro,1,gold_special,10,0,139033.95,MLA16173015,True,Argentina,active,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",140152798,139033.95,,,MLA-NOTEBOOKS,0.75,buy_it_now,Notebook Laptop Dell Vostro I5 16gb 1tb + 480ssd 14 Win,new,MLA1652,,2020-09-28T13:27:49.000Z,Capital Federal,0.0,normal,0.97,0.02,5_green,754.0,81.0,silver,0.01,OPORTUTEK,MLA-NOTEBOOKS,Dell Vostro 3490
MLA896875118,Dell Vostro,1,gold_pro,6,0,224613.99,MLA15504025,True,Argentina,active,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",140152798,224613.99,,,MLA-NOTEBOOKS,0.87,buy_it_now,"Notebook Dell Vostro I5 8gb Ssd 256gb 13,3 Fhd Win10 Pro",new,MLA1652,,2020-11-12T14:11:01.000Z,Capital Federal,0.0,normal,0.97,0.02,5_green,754.0,81.0,silver,0.01,OPORTUTEK,MLA-NOTEBOOKS,Dell Vostro 5391
MLA881142340,Dell Vostro,1,gold_pro,10,0,171898.0,MLA16173015,True,Argentina,active,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",179571326,171898.0,,,MLA-NOTEBOOKS,0.9,buy_it_now,Notebook Laptop Dell Vostro I5 16gb 1tb + 480ssd 14 Win,new,MLA1652,69,2020-09-28T13:26:21.000Z,Capital Federal,0.0,brand,0.96,0.02,5_green,6795.0,508.0,platinum,0.02,TIENDASMERCADOLIBRE,MLA-NOTEBOOKS,Dell Vostro 3490
MLA881143381,Dell Vostro,1,gold_pro,10,0,168498.0,MLA16173015,True,Argentina,active,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",179571326,168498.0,,,MLA-NOTEBOOKS,0.9,buy_it_now,Notebook Laptop Dell Vostro I5 16gb 1tb + 240ssd 14 Win,new,MLA1652,69,2020-09-28T13:26:05.000Z,Capital Federal,0.0,brand,0.96,0.02,5_green,6795.0,508.0,platinum,0.02,TIENDASMERCADOLIBRE,MLA-NOTEBOOKS,Dell Vostro 3490
MLA881142410,Dell Vostro,1,gold_special,10,0,131622.95,MLA16173015,True,Argentina,active,"['good_quality_thumbnail', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",140152798,131622.95,,,MLA-NOTEBOOKS,0.77,buy_it_now,Notebook Laptop Dell Vostro I5 8gb 1tb + 480ssd 14 Win,new,MLA1652,,2020-09-28T13:27:32.000Z,Capital Federal,0.0,normal,0.97,0.02,5_green,754.0,81.0,silver,0.01,OPORTUTEK,MLA-NOTEBOOKS,Dell Vostro 3490
