;item_id;product;official_store_id;initial_quantity;seller_address.country.name;buying_mode;title;health;listing_type_id;seller_address.state.name;warranty;status;price;category_id;available_quantity;catalog_product_id;original_price;base_price;accepts_mercadopago;tags;start_time;condition;seller_id;domain_id;sold_quantity;questions_total;user_seller_reputation.level_id;user_seller_reputation.transactions.canceled;user_seller_reputation.power_seller_status;user_user_type;user_seller_reputation.transactions.ratings.neutral;user_seller_reputation.transactions.completed;user_seller_reputation.transactions.ratings.positive;user_seller_reputation.transactions.ratings.negative;user_nickname;product_domain_id;product_sold_quantity;product_name
0;MLA865606925;Apple Macbook Air;;33;Argentina;buy_it_now;Apple Macbook Air 13.3' 2020 Intel I3 8gb 256gb;0.75;gold_special;Capital Federal;Garantía del vendedor: 6 meses;active;160000.0;MLA1652;1;MLA15913938;;160000.0;TRUE;['good_quality_thumbnail', 'loyalty_discount_eligible', 'brand_verified', 'good_quality_picture', 'immediate_payment', 'cart_eligible'];2020-07-02T00:57:57.000Z;new;5276693;MLA-NOTEBOOKS;15;;5_green;249.0;platinum;normal;0.02;2673.0;0.97;0.01;HARLEM;MLA-NOTEBOOKS;0.0;Apple MacBook Air A2179
1;MLA902168595;Apple Macbook Air;;5;Argentina;buy_it_now;Apple Macbook Air 13.3 Intel Core I3 256gb Ssd, 8gb Envios;0.87;gold_special;Córdoba;Garantía de fábrica: 12 meses;active;154900.0;MLA1652;1;MLA15913938;;154900.0;TRUE;['good_quality_thumbnail', 'brand_verified', 'good_quality_picture', 'immediate_payment', 'cart_eligible'];2020-12-24T15:15:11.000Z;new;158169010;MLA-NOTEBOOKS;4;21.0;5_green;360.0;platinum;normal;0.01;4422.0;0.98;0.01;COATI DIGITAL;MLA-NOTEBOOKS;0.0;Apple MacBook Air A2179
2;MLA871311137;Apple Macbook Air;;8;Argentina;buy_it_now;Apple Macbook Air 13 Core I5 8gb 512gb Ssd Modelo 2020;0.87;gold_special;Capital Federal;Garantía del vendedor: 6 meses;active;200000.0;MLA1652;1;;;200000.0;TRUE;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2020-08-02T06:21:45.000Z;new;5276693;MLA-NOTEBOOKS;6;;5_green;249.0;platinum;normal;0.02;2673.0;0.97;0.01;HARLEM;;;
3;MLA831825009;Apple Macbook Air;;20901;Argentina;buy_it_now;Macbook Air 2020 Retina Sensor Id Ssd256gb 18 Cuotas Sin Int;1.0;gold_pro;Capital Federal;Garantía del vendedor: 12 meses;active;259999.0;MLA1652;10500;MLA15913938;;259999.0;TRUE;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2019-12-26T17:37:14.000Z;new;225480741;MLA-NOTEBOOKS;12;;5_green;335.0;platinum;normal;0.0;4410.0;1.0;0.0;MLSERCOFIN;MLA-NOTEBOOKS;0.0;Apple MacBook Air A2179
4;MLA896864876;Apple Macbook Air;;10;Argentina;buy_it_now;Apple Macbook Air 2020 13.3 Core I3 8gb 256gb A2179 1,29kg;0.87;gold_special;Capital Federal;Garantía de fábrica: 12 meses;active;154499.0;MLA1652;2;MLA15913938;;154499.0;TRUE;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible'];2020-11-12T13:17:42.000Z;new;86898163;MLA-NOTEBOOKS;6;;5_green;1415.0;platinum;normal;0.01;27385.0;0.98;0.01;OFERTAS INFORMATICAS;MLA-NOTEBOOKS;0.0;Apple MacBook Air A2179
5;MLA865569740;Apple Macbook Air;;34;Argentina;buy_it_now;Macbook Air 13.3 Intel Core I5 512gb Ssd, 8gb (nuevo Modelo);0.87;gold_special;Capital Federal;Garantía de fábrica: 12 meses;active;225000.0;MLA1652;1;;;225000.0;TRUE;['good_quality_thumbnail', 'loyalty_discount_eligible', 'brand_verified', 'good_quality_picture', 'immediate_payment', 'cart_eligible'];2020-07-01T20:54:03.000Z;new;44778367;MLA-NOTEBOOKS;15;143.0;5_green;436.0;platinum;normal;0.0;7697.0;0.99;0.01;EAGLETECHNOLOGY;;;
6;MLA869569614;Apple Macbook Air;;11;Argentina;buy_it_now;Apple Macbook Air 13  I5 1.1 Ghz 8gb 512gb Ssd Mvh22le/a;0.8;gold_special;Capital Federal;Garantía del vendedor: 6 meses;active;264999.0;MLA1652;1;;;264999.0;TRUE;['good_quality_picture', 'good_quality_thumbnail', 'brand_verified', 'immediate_payment', 'cart_eligible'];2020-07-22T20:07:23.000Z;new;176546321;MLA-NOTEBOOKS;5;;5_green;346.0;platinum;normal;0.01;4696.0;0.98;0.01;GOPRO STORE;;;
7;MLA903404556;Apple Macbook Air;;3;Argentina;buy_it_now;Apple Macbook Air 13.3 Español Intel Core I3 256gb Ssd 8gb;0.87;gold_special;Capital Federal;Garantía de fábrica: 1 años;active;155999.0;MLA1652;1;MLA15913938;;155999.0;TRUE;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2021-01-07T02:09:31.000Z;new;53644240;MLA-NOTEBOOKS;2;;5_green;31.0;silver;normal;0.01;623.0;0.99;0.0;TRICU3O;MLA-NOTEBOOKS;0.0;Apple MacBook Air A2179
8;MLA896870097;Apple Macbook Air;;14;Argentina;buy_it_now;Apple Macbook Air 2020 13.3 A2179 Intel Core I3 8gb 256gb ;0.9;gold_special;Capital Federal;Garantía de fábrica: 12 meses;active;154000.0;MLA1652;2;MLA15913938;;154000.0;TRUE;['loyalty_discount_eligible', 'brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2020-11-12T13:39:30.000Z;new;69526727;MLA-NOTEBOOKS;7;46.0;5_green;1467.0;platinum;normal;0.02;28154.0;0.96;0.02;ELECTRONIC-MARKET;MLA-NOTEBOOKS;0.0;Apple MacBook Air A2179
9;MLA874749314;Apple Macbook Air;;3000;Argentina;buy_it_now;Macbook Air 13.3 2020 Retina Sensor Id Ssd 256gb Gtia Oficia;0.9;gold_special;Capital Federal;Garantía de fábrica: 12 meses;active;189999.0;MLA1652;1500;MLA15913938;;189999.0;TRUE;['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2020-08-23T13:30:49.000Z;new;225480741;MLA-NOTEBOOKS;3;;5_green;335.0;platinum;normal;0.0;4410.0;1.0;0.0;MLSERCOFIN;MLA-NOTEBOOKS;0.0;Apple MacBook Air A2179
10;MLA885542068;Apple Macbook Air;;22;Argentina;buy_it_now;Apple Macbook Air 2020 Mwtl2ll/a 13.3  Core I3 256gb Dorado;0.88;gold_special;Capital Federal;Garantía de fábrica: 12 meses;active;153799.0;MLA1652;2;MLA15913938;;153799.0;TRUE;['loyalty_discount_eligible', 'brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2020-10-26T21:48:14.000Z;new;82274172;MLA-NOTEBOOKS;8;;5_green;1545.0;platinum;normal;0.02;27189.0;0.97;0.01;BH COMPUTACION;MLA-NOTEBOOKS;0.0;Apple MacBook Air A2179
11;MLA653282516;Apple Macbook Air;;1125;Argentina;buy_it_now;Macbook Air Modelo A1466 13.3 I5 8gb Ssd 512/256/128 Garanti;0.9;gold_special;Capital Federal;12 MESES CON FACTURA;active;189999.0;MLA1652;500;MLA15306717;;189999.0;TRUE;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2017-02-07T23:19:45.000Z;new;225480741;MLA-NOTEBOOKS;5;;5_green;335.0;platinum;normal;0.0;4410.0;1.0;0.0;MLSERCOFIN;MLA-NOTEBOOKS;0.0;Apple MacBook Air A1466 - Silver - 8 GB - 128 GB - 1440 px x 900 px - Intel HD Graphics 6000 - Intel - Core i5 - 5350U - macOS - Sierra - 10
12;MLA865003694;Apple Macbook Air;;1;Argentina;buy_it_now;Macbook M3 Retina 12-inch 2015 8gb Ram Permu X iMac O Drone;0.66;gold_special;Capital Federal;Garantía del vendedor: 6 meses;active;120000.0;MLA1652;1;;;120000.0;TRUE;['poor_quality_picture', 'immediate_payment', 'cart_eligible'];2020-06-28T17:10:47.000Z;used;147639453;MLA-NOTEBOOKS;0;;5_green;45.0;silver;normal;0.03;394.0;0.96;0.01;ALTOSPRECIOS.COM;;;
13;MLA886466077;Apple Macbook Air;;2;Argentina;buy_it_now;Nueva Macbook Air 2020 I5 512gb Sellada Garantia;0.9;gold_special;Capital Federal;Garantía de fábrica: 6 meses;active;239000.0;MLA1652;1;MLA15913938;;239000.0;TRUE;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2020-11-02T16:41:34.000Z;new;115018658;MLA-NOTEBOOKS;1;14.0;5_green;1117.0;platinum;normal;0.01;17716.0;0.99;0.0;DEVOTOELECTRONICS;MLA-NOTEBOOKS;0.0;Apple MacBook Air A2179
14;MLA869735308;Apple Macbook Air;;3;Argentina;buy_it_now;Apple Macbook Air 13  Mvh22le/a Core I5 8gb 512gb Space Gray;0.9;gold_special;Capital Federal;Garantía de fábrica: 12 meses;active;254999.0;MLA1652;1;;;254999.0;TRUE;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2020-07-23T18:33:05.000Z;new;4641264;MLA-NOTEBOOKS;2;;5_green;11545.0;platinum;normal;0.02;190536.0;0.96;0.02;PHOTOSTORE;;;
15;MLA869570604;Apple Macbook Air;;4;Argentina;buy_it_now;Apple Macbook Air 13  I5 1.1 Ghz 8gb 512gb Ssd Mvh22le/a;0.9;gold_pro;Capital Federal;Garantía de fábrica: 12 meses;active;320649.0;MLA1652;1;;;320649.0;TRUE;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2020-07-22T20:10:54.000Z;new;176546321;MLA-NOTEBOOKS;2;8.0;5_green;346.0;platinum;normal;0.01;4696.0;0.98;0.01;GOPRO STORE;;;
16;MLA678667577;Apple Macbook Air;;768;Argentina;buy_it_now;New Macbook Air 13' I5 8gb Ssd 512/256/128 Gb 2.9ghz Garanti;1.0;gold_pro;Capital Federal;12 MESES CON FACTURA;active;259999.0;MLA1652;500;MLA15306717;;259999.0;TRUE;['good_quality_thumbnail', 'brand_verified', 'good_quality_picture', 'immediate_payment', 'cart_eligible'];2017-08-14T17:38:07.000Z;new;225480741;MLA-NOTEBOOKS;25;789.0;5_green;335.0;platinum;normal;0.0;4410.0;1.0;0.0;MLSERCOFIN;MLA-NOTEBOOKS;0.0;Apple MacBook Air A1466 - Silver - 8 GB - 128 GB - 1440 px x 900 px - Intel HD Graphics 6000 - Intel - Core i5 - 5350U - macOS - Sierra - 10
17;MLA874545708;Apple Macbook Air;;1;Argentina;buy_it_now;Macbook Air 13  2013 I7 1.7gz 8g Ram Ssd 120g Catalina 10.15;0.77;gold_special;Capital Federal;Garantía del vendedor: 1 meses;active;105000.0;MLA1652;1;MLA15306716;;105000.0;TRUE;['poor_quality_picture', 'immediate_payment', 'cart_eligible'];2020-08-21T23:04:22.000Z;used;164032151;MLA-NOTEBOOKS;0;;5_green;107.0;silver;normal;0.02;341.0;0.97;0.01;SERVICIOSAPPLEMAC;MLA-NOTEBOOKS;0.0;Apple MacBook Air A1466
18;MLA896869106;Apple Macbook Air;;8;Argentina;buy_it_now;Apple Macbook Air 2020 13.3 Core I3 8gb 256gb A2179 +mp;1.0;gold_pro;Capital Federal;Garantía de fábrica: 12 meses;active;194999.0;MLA1652;2;MLA15913938;;194999.0;TRUE;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2020-11-12T13:28:47.000Z;new;86898163;MLA-NOTEBOOKS;2;10.0;5_green;1415.0;platinum;normal;0.01;27385.0;0.98;0.01;OFERTAS INFORMATICAS;MLA-NOTEBOOKS;0.0;Apple MacBook Air A2179
19;MLA879066374;Apple Macbook Air;;23;Argentina;buy_it_now;Macbook Air 13  1.1 Ghz 2020 New Dual-core Core I3, 256gb;0.88;gold_pro;Santa Fe;Garantía de fábrica: 1 años;active;289999.0;MLA1652;1;MLA15913938;;289999.0;TRUE;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2020-09-16T17:49:44.000Z;new;208137579;MLA-NOTEBOOKS;10;68.0;5_green;872.0;platinum;normal;0.01;16458.0;0.98;0.01;ONECLICKARG;MLA-NOTEBOOKS;0.0;Apple MacBook Air A2179
20;MLA903179553;Apple Macbook Air;1938;30;Argentina;buy_it_now;Apple Macbook Air 13.3 2020 Intel Core I5 512gb;0.87;gold_special;Buenos Aires;Garantía de fábrica: 12 meses;active;244999.0;MLA1652;1;;;244999.0;TRUE;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2021-01-05T15:15:30.000Z;new;608846165;MLA-NOTEBOOKS;0;1.0;5_green;8498.0;platinum;brand;0.03;190014.0;0.9;0.07;ELECTRONICAFLA;;;
21;MLA875692228;Apple Macbook Air;;1;Argentina;buy_it_now;Macbook Air 13  2011 Core I5 1.7gz 4g Ram 256g Ssd;0.66;gold_special;Capital Federal;Garantía del vendedor: 1 meses;active;73000.0;MLA1652;1;MLA15306716;;73000.0;TRUE;['poor_quality_picture', 'immediate_payment', 'cart_eligible'];2020-08-29T17:14:00.000Z;used;164032151;MLA-NOTEBOOKS;0;;5_green;107.0;silver;normal;0.02;341.0;0.97;0.01;SERVICIOSAPPLEMAC;MLA-NOTEBOOKS;0.0;Apple MacBook Air A1466
22;MLA878881367;Apple Macbook Air;;1;Argentina;buy_it_now;Macbook Air 11 Apple A1370, S/drive Apple A1379 Permuto Moto;0.62;gold_special;Capital Federal;Sin garantía;active;64999.0;MLA1652;1;;;64999.0;TRUE;['immediate_payment', 'cart_eligible'];2020-09-15T18:08:40.000Z;used;716743;MLA-NOTEBOOKS;0;;5_green;7.0;;normal;0.0;55.0;1.0;0.0;MELODIASDEMIVIDA;;;
23;MLA903194453;Apple Macbook Air;;1;Argentina;buy_it_now;Macbook Air 11, Mid 2012 128 Gb Ram 4gb Intel I5;0.87;gold_pro;Capital Federal;Sin garantía;active;89999.0;MLA1652;1;;;89999.0;TRUE;['immediate_payment', 'cart_eligible'];2021-01-05T17:16:40.000Z;used;159926741;MLA-NOTEBOOKS;0;3.0;5_green;3.0;;normal;0.06;27.0;0.94;0.0;DOGRAN-D;;;
24;MLA881436663;Apple Macbook Air;;1;Argentina;buy_it_now;Macbook Air 13 Ultimo Modelo 2020 Space Gray;0.8;gold_special;Capital Federal;Garantía de fábrica: 1 años;active;196900.0;MLA1652;1;MLA15555683;;196900.0;TRUE;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2020-09-29T19:33:35.000Z;new;11884210;MLA-NOTEBOOKS;0;;5_green;412.0;platinum;normal;0.01;4786.0;0.97;0.02;RYKLATINO;MLA-NOTEBOOKS;0.0;Apple MacBook Air A1932 (True Tone 2019)
25;MLA899034634;Apple Macbook Air;;3;Argentina;buy_it_now;Apple Macbook Air 13.3 Intel Core I5 512gb Ssd, 8gb 2020;0.87;gold_special;Capital Federal;Garantía de fábrica: 1 años;active;219900.0;MLA1652;3;MLA15913938;;219900.0;TRUE;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2020-11-27T14:26:01.000Z;new;76356569;MLA-NOTEBOOKS;0;;5_green;666.0;platinum;normal;0.0;13624.0;0.99;0.01;TRICUBO;MLA-NOTEBOOKS;0.0;Apple MacBook Air A2179
26;MLA843187260;Apple Macbook Air;;1;Argentina;buy_it_now;Macbook Air 13.3´ Mjve2ll/a Modelo 2015;0.62;gold_special;Buenos Aires;Sin garantía;active;165000.0;MLA1652;1;;;165000.0;TRUE;['dragged_bids_and_visits', 'incomplete_technical_specs', 'poor_quality_picture', 'immediate_payment', 'cart_eligible'];2020-03-11T09:23:32.000Z;used;31599555;MLA-NOTEBOOKS;0;19.0;5_green;1.0;;normal;0.01;16.0;0.99;0.0;MARIA ESCO;;;
27;MLA885432260;Apple Macbook Air;;1200;Argentina;buy_it_now;Macbook Air 2020 Ssd256+adaptador Hub+auriculares I12+funda;1.0;gold_pro;Capital Federal;Garantía de fábrica: 12 meses;active;269999.0;MLA1652;600;MLA15913938;;269999.0;TRUE;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2020-10-26T12:04:38.000Z;new;225480741;MLA-NOTEBOOKS;1;;5_green;335.0;platinum;normal;0.0;4410.0;1.0;0.0;MLSERCOFIN;MLA-NOTEBOOKS;0.0;Apple MacBook Air A2179
28;MLA903997549;Apple Macbook Air;;1000;Argentina;buy_it_now;Laptop Macbook Air Apple 256gb M1 Chip 16-core Neural Engine;0.9;gold_special;Capital Federal;Garantía del vendedor: 3 meses;active;199999.0;MLA1652;500;MLA16591146;;199999.0;TRUE;['good_quality_thumbnail', 'good_quality_picture', 'immediate_payment', 'cart_eligible'];2021-01-12T20:31:40.000Z;new;284824585;MLA-NOTEBOOKS;1;;5_green;1704.0;platinum;normal;0.02;16671.0;0.93;0.05;SKY.VISION ELECTRONICA;MLA-NOTEBOOKS;0.0;Apple MacBook Air A2337
29;MLA885311175;Apple Macbook Air;;1;Argentina;buy_it_now;Macbook Air 13 Mwtk2ll/a-i3-8gb-256ssd- Caja Cerrada Sellada;0.77;gold_special;Capital Federal;Sin garantía;active;184999.0;MLA1652;1;MLA15913938;;184999.0;TRUE;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2020-10-25T03:50:53.000Z;new;75108434;MLA-NOTEBOOKS;0;;5_green;17.0;;normal;0.0;53.0;0.99;0.01;HERNAN.IDIARTE;MLA-NOTEBOOKS;0.0;Apple MacBook Air A2179
30;MLA901493149;Apple Macbook Air;;10;Argentina;buy_it_now;Notebook Apple Macbook Air 13  I5 8gb Ram 512gb Ssd 1.1 Ghz;0.7;gold_special;Capital Federal;Garantía de fábrica: 12 meses;active;269000.0;MLA1652;1;;;269000.0;TRUE;['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2020-12-17T21:31:48.000Z;new;15096445;MLA-NOTEBOOKS;0;0.0;5_green;4291.0;platinum;normal;0.01;66256.0;0.98;0.01;TECNOLIFE ARG;;;
31;MLA874750542;Apple Macbook Air;;99999;Argentina;buy_it_now;Macbook Air 13 2020 Retina Ssd 512gb I5 10ma Grantia Oficial;0.81;gold_special;Capital Federal;Garantía de fábrica: 12 meses;active;349999.0;MLA1652;50000;MLA15913938;;349999.0;TRUE;['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2020-08-23T13:49:56.000Z;new;225480741;MLA-NOTEBOOKS;1;19.0;5_green;335.0;platinum;normal;0.0;4410.0;1.0;0.0;MLSERCOFIN;MLA-NOTEBOOKS;0.0;Apple MacBook Air A2179
32;MLA881249003;Apple Macbook Air;;1;Argentina;buy_it_now;Macbook Air 13intel Core I5, 8gb Ddr3, Ssd 256gb. Poco Uso;0.66;gold_special;Capital Federal;Sin garantía;active;162740.0;MLA1652;1;MLA15306716;;162740.0;TRUE;['poor_quality_picture', 'immediate_payment', 'cart_eligible'];2020-09-28T21:05:48.000Z;used;89573481;MLA-NOTEBOOKS;0;;5_green;1.0;;normal;0.0;14.0;1.0;0.0;VIRREYLORETO 1959;MLA-NOTEBOOKS;0.0;Apple MacBook Air A1466
33;MLA884070503;Apple Macbook Air;;1;Argentina;buy_it_now;Apple Macbook Air Modelo A2179 1.2ghz/16gb/256gb Nuevo;0.8;gold_special;Capital Federal;Garantía del vendedor: 3 meses;active;222049.0;MLA1652;1;MLA15913938;;222049.0;TRUE;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2020-10-15T19:58:00.000Z;new;11884210;MLA-NOTEBOOKS;0;9.0;5_green;412.0;platinum;normal;0.01;4786.0;0.97;0.02;RYKLATINO;MLA-NOTEBOOKS;0.0;Apple MacBook Air A2179
34;MLA903339842;Apple Macbook Air;;1;Argentina;buy_it_now;Macbook Air 13 2018 Touch Id Intel I5 - 16 Gb - 256gb ;0.77;gold_special;Capital Federal;Garantía del vendedor: 3 meses;active;169999.0;MLA1652;1;MLA15543662;;169999.0;TRUE;['immediate_payment', 'cart_eligible'];2021-01-06T18:00:57.000Z;used;541855;MLA-NOTEBOOKS;0;0.0;5_green;132.0;gold;normal;0.0;1543.0;1.0;0.0;TELOVENDO_ARG;MLA-NOTEBOOKS;0.0;Apple MacBook Air A1932 (late 2018)
35;MLA869735177;Apple Macbook Air;;4;Argentina;buy_it_now;Apple Macbook Air 13 I5 1.1 Ghz 8gb 512gb Ssd Mvh22le/a ;0.8;gold_special;Capital Federal;Garantía de fábrica: 12 meses;active;264999.0;MLA1652;1;;;264999.0;TRUE;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2020-07-23T18:31:01.000Z;new;310646112;MLA-NOTEBOOKS;1;;5_green;182.0;gold;normal;0.01;2488.0;0.98;0.01;OUTTEC;;;
36;MLA863814925;Apple Macbook Air;;1;Argentina;buy_it_now;Macbook Air 13 I7 1.2ghz (10th Gen) 8gb 256gb Spacegray 2020;0.77;gold_special;Capital Federal;Garantía de fábrica: 1 años;active;249999.99;MLA1652;1;MLA15913938;;249999.99;TRUE;['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2020-06-22T22:46:00.000Z;new;162133415;MLA-NOTEBOOKS;0;46.0;;1.0;;normal;1.0;1.0;0.0;0.0;MUCHOPARAVER1;MLA-NOTEBOOKS;0.0;Apple MacBook Air A2179
37;MLA871859024;Apple Macbook Air;;17;Argentina;buy_it_now;Macbook Air 13  1.1 Ghz 2020 New Dual-core Core I3, 256gb;0.77;gold_special;Santa Fe;Garantía de fábrica: 1 años;active;249999.0;MLA1652;1;;;249999.0;TRUE;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2020-08-05T19:12:10.000Z;new;208137579;MLA-NOTEBOOKS;7;;5_green;872.0;platinum;normal;0.01;16458.0;0.98;0.01;ONECLICKARG;;;
38;MLA900048065;Apple Macbook Air;;1;Argentina;buy_it_now;Macbook Air 13 2017 Core I5 1,8gz 8gb Ram- Ssd256gb- En Caja;0.75;gold_special;Capital Federal;Sin garantía;active;155000.17;MLA1652;1;MLA15313470;;155000.17;TRUE;['immediate_payment', 'cart_eligible'];2020-12-05T15:13:50.000Z;used;79268188;MLA-NOTEBOOKS;0;;;1.0;;normal;0.0;6.0;1.0;0.0;XERO 1;MLA-NOTEBOOKS;0.0;Apple MacBook Air A1466 - Silver - 8 GB - 256 GB - 1440 px x 900 px - Intel HD Graphics 6000 - Intel - Core i5 - 5350U - macOS - Sierra - 10
39;MLA898324902;Apple Macbook Air;;1;Argentina;buy_it_now;Macbook Air 2017 Core I5 1.8 Ghz + 8 Gb 128 Ssd Impecable;0.75;gold_special;Buenos Aires;Sin garantía;active;130000.0;MLA1652;1;MLA15306717;;130000.0;TRUE;['poor_quality_picture', 'immediate_payment', 'cart_eligible'];2020-11-22T16:15:11.000Z;used;85758072;MLA-NOTEBOOKS;0;8.0;;0.0;;normal;0.0;6.0;1.0;0.0;RAM_SALG2009;MLA-NOTEBOOKS;0.0;Apple MacBook Air A1466 - Silver - 8 GB - 128 GB - 1440 px x 900 px - Intel HD Graphics 6000 - Intel - Core i5 - 5350U - macOS - Sierra - 10
40;MLA903603208;Apple Macbook Air;;1;Argentina;buy_it_now;Macbook Air Apple Intel Core I5 Ram 4gb 13,3 Inch ;0.55;gold_special;Capital Federal;Sin garantía;active;87000.0;MLA1652;1;;;87000.0;TRUE;['immediate_payment', 'cart_eligible'];2021-01-08T18:16:00.000Z;used;36552322;MLA-NOTEBOOKS;0;;5_green;1036.0;platinum;normal;0.01;9425.0;0.98;0.01;GRIMAXARGENTINA.COM.AR;;;
41;MLA902700328;Apple Macbook Air;;48;Argentina;buy_it_now;Macbook Air M1 2021 256gb 8gb 8 Cores Garantía Oficial;1.0;gold_pro;Capital Federal;Garantía de fábrica: 12 meses;active;299999.0;MLA1652;1;MLA16591146;;299999.0;TRUE;['good_quality_thumbnail', 'brand_verified', 'good_quality_picture', 'immediate_payment', 'cart_eligible'];2020-12-30T20:08:24.000Z;new;225480741;MLA-NOTEBOOKS;0;;5_green;335.0;platinum;normal;0.0;4410.0;1.0;0.0;MLSERCOFIN;MLA-NOTEBOOKS;0.0;Apple MacBook Air A2337
42;MLA903956324;Apple Macbook Air;;1;Argentina;buy_it_now;Apple Macbook Air 13-inch 2015 (a1466) I5 8gb Ram/256gb Ssd;0.88;gold_special;Capital Federal;Garantía del vendedor: 6 meses;active;150000.0;MLA1652;1;MLA15313470;;150000.0;TRUE;['brand_verified', 'immediate_payment', 'cart_eligible'];2021-01-12T16:37:47.000Z;new;455063291;MLA-NOTEBOOKS;0;0.0;5_green;7.0;;normal;0.0;49.0;1.0;0.0;MODEL-COMPUTER;MLA-NOTEBOOKS;0.0;Apple MacBook Air A1466 - Silver - 8 GB - 256 GB - 1440 px x 900 px - Intel HD Graphics 6000 - Intel - Core i5 - 5350U - macOS - Sierra - 10
43;MLA899044506;Apple Macbook Air;;1;Argentina;buy_it_now;Macbook Air 13 Early 2015 Core I5 4gb Ram Hd  121gb Leer;0.55;gold_special;Capital Federal;Sin garantía;active;95000.0;MLA1652;1;MLA15306716;;95000.0;TRUE;['poor_quality_picture', 'immediate_payment', 'cart_eligible'];2020-11-27T15:18:04.000Z;used;166330168;MLA-NOTEBOOKS;0;4.0;5_green;15.0;silver;normal;0.03;497.0;0.95;0.02;ELOJODETHUNDERA;MLA-NOTEBOOKS;0.0;Apple MacBook Air A1466
44;MLA860006729;Apple Macbook Air;;1;Argentina;buy_it_now;Mac Book Air (13-inch, Early 2015) Procesador 1,6 Ghz Intel ;0.55;gold_special;Capital Federal;Sin garantía;active;130000.0;MLA1652;1;;;130000.0;TRUE;['poor_quality_picture', 'immediate_payment', 'cart_eligible'];2020-06-04T02:54:34.000Z;used;19307565;MLA-NOTEBOOKS;0;;5_green;7.0;;normal;0.04;40.0;0.96;0.0;MOPATI;;;
45;MLA902748729;Apple Macbook Air;;100;Argentina;buy_it_now;Macbook Air 2021 M1 8 Cores Ssd512 Nuevo Procesador Grtia Of;0.9;gold_special;Capital Federal;Garantía de fábrica: 12 meses;active;399999.0;MLA1652;50;MLA16591146;;399999.0;TRUE;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2020-12-31T12:40:56.000Z;new;225480741;MLA-NOTEBOOKS;0;0.0;5_green;335.0;platinum;normal;0.0;4410.0;1.0;0.0;MLSERCOFIN;MLA-NOTEBOOKS;0.0;Apple MacBook Air A2337
46;MLA902357173;Apple Macbook Air;;1;Argentina;buy_it_now;Caja De Macbook Air Apple 2020;0.75;gold_special;Capital Federal;Sin garantía;active;4000.0;MLA1652;1;MLA15306716;;4000.0;TRUE;['poor_quality_picture', 'immediate_payment', 'cart_eligible'];2020-12-27T19:18:06.000Z;used;137840897;MLA-NOTEBOOKS;0;;5_green;9.0;;normal;0.0;31.0;1.0;0.0;MELEUG;MLA-NOTEBOOKS;0.0;Apple MacBook Air A1466
