;item_id;product;official_store_id;initial_quantity;seller_address.country.name;buying_mode;title;health;listing_type_id;seller_address.state.name;warranty;status;price;category_id;available_quantity;catalog_product_id;original_price;base_price;accepts_mercadopago;tags;start_time;condition;seller_id;domain_id;sold_quantity;questions_total;user_seller_reputation.level_id;user_seller_reputation.transactions.canceled;user_seller_reputation.power_seller_status;user_user_type;user_seller_reputation.transactions.ratings.neutral;user_seller_reputation.transactions.completed;user_seller_reputation.transactions.ratings.positive;user_seller_reputation.transactions.ratings.negative;user_nickname;product_domain_id;product_sold_quantity;product_name
98;MLA827646109;Apple Macbook Air;;2;Argentina;buy_it_now;Macbook Air 2010 11.6 2gb Ram Ssd 64gb Impecable Promo ;0.8;gold_special;Buenos Aires;Sin garantía;active;99899.0;MLA1652;1;;;99899.0;TRUE;['poor_quality_picture', 'immediate_payment', 'cart_eligible'];2019-11-27T20:51:27.000Z;used;111099187;MLA-NOTEBOOKS;0;;5_green;74.0;silver;normal;0.0;201.0;0.98;0.02;YAMICELL CELULARESYNOTEBOOKS;;;
99;MLA901896704;Apple Macbook Air;;10;Argentina;buy_it_now;Macbook Air 13 I3 8gb Ram 256gb Ssd Mwtj2le/a;1.0;gold_pro;Capital Federal;Garantía de fábrica: 12 meses;active;272249.0;MLA1652;1;;;272249.0;TRUE;['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2020-12-21T21:40:45.000Z;new;556508298;MLA-NOTEBOOKS;0;0.0;5_green;37.0;silver;normal;0.01;433.0;0.97;0.02;ILOVEMOBILEML;;;
100;MLA902644123;Apple Macbook Air;;15;Argentina;buy_it_now;Macbook Air 13  1.1 Ghz Dc Intel I5 512gb (teclado Inglés);0.9;gold_special;Santa Fe;Garantía de fábrica: 1 años;active;339999.0;MLA1652;1;MLA15913938;;339999.0;TRUE;['good_quality_picture', 'good_quality_thumbnail', 'brand_verified', 'immediate_payment', 'cart_eligible'];2020-12-30T13:16:07.000Z;new;208137579;MLA-NOTEBOOKS;0;;5_green;872.0;platinum;normal;0.01;16458.0;0.98;0.01;ONECLICKARG;MLA-NOTEBOOKS;0.0;Apple MacBook Air A2179
101;MLA903393261;Apple Macbook Air;;1;Argentina;buy_it_now;Mac 05 High Sierra;0.44;gold_special;Buenos Aires;Sin garantía;active;49900.0;MLA1652;1;;;49900.0;TRUE;['immediate_payment', 'cart_eligible'];2021-01-06T23:47:23.000Z;used;32261693;MLA-NOTEBOOKS;0;0.0;3_yellow;18.0;;normal;0.02;157.0;0.97;0.01;VENDEDORVIRTUAL_SUR;;;
102;MLA886341676;Apple Macbook Air;;1;Argentina;buy_it_now;Macbook Air Mid 2012 Con Ssd Usb 256gb;1.0;gold_pro;Buenos Aires;Sin garantía;active;74900.0;MLA1652;1;MLA15306716;;74900.0;TRUE;['immediate_payment', 'cart_eligible'];2020-11-01T16:21:27.000Z;used;59849293;MLA-NOTEBOOKS;0;4.0;;0.0;;normal;0.0;7.0;1.0;0.0;NETTSURFFER;MLA-NOTEBOOKS;0.0;Apple MacBook Air A1466
103;MLA901891113;Apple Macbook Air;;1;Argentina;buy_it_now;Macbook Air 13  I3 8gb Ram 256gb Ssd Mwtj2le/a;0.8;gold_special;Capital Federal;Garantía de fábrica: 12 meses;active;272249.0;MLA1652;1;;;272249.0;TRUE;['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2020-12-21T21:12:27.000Z;new;176546321;MLA-NOTEBOOKS;0;0.0;5_green;346.0;platinum;normal;0.01;4696.0;0.98;0.01;GOPRO STORE;;;
104;MLA843295426;Apple Macbook Air;;1;Argentina;buy_it_now;Macbook Air A1466 2015 13.3 I5 4 Gb Ram 250 Gb Ssd 200 Ciclo;0.77;gold_special;Buenos Aires;Sin garantía;active;166000.0;MLA1652;1;MLA15306716;;166000.0;TRUE;['poor_quality_picture', 'immediate_payment', 'cart_eligible'];2020-03-11T18:32:13.000Z;used;142880583;MLA-NOTEBOOKS;0;8.0;5_green;1190.0;platinum;normal;0.0;47841.0;1.0;0.0;RTN_SUPLEMENTOS;MLA-NOTEBOOKS;0.0;Apple MacBook Air A1466
105;MLA900287104;Apple Macbook Air;;1;Argentina;buy_it_now;Macbook Air M1 8gb 512ssd En Stock!!;0.77;gold_special;Buenos Aires;Garantía de fábrica: 12 meses;active;240000.0;MLA1652;1;MLA16591146;;240000.0;TRUE;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2020-12-08T17:41:38.000Z;new;553652950;MLA-NOTEBOOKS;0;13.0;4_light_green;5.0;;normal;0.0;13.0;1.0;0.0;NICOLASBASSO2020;MLA-NOTEBOOKS;0.0;Apple MacBook Air A2337
106;MLA876997874;Apple Macbook Air;;1;Argentina;buy_it_now;Macbook Air;0.77;gold_special;Capital Federal;Sin garantía;active;139900.0;MLA1652;1;MLA15306716;;139900.0;TRUE;['poor_quality_picture', 'immediate_payment', 'cart_eligible'];2020-09-06T01:40:09.000Z;used;206177556;MLA-NOTEBOOKS;0;5.0;;0.0;;normal;0.0;7.0;1.0;0.0;KEC20;MLA-NOTEBOOKS;0.0;Apple MacBook Air A1466
107;MLA872999674;Apple Macbook Air;;1;Argentina;buy_it_now;Macbook Air 13.3  (256gb Ssd, Intel Core I3 10th 8gb Ram);0.7;gold_pro;Capital Federal;Garantía de fábrica: 6 meses;active;279999.0;MLA1652;1;;;279999.0;TRUE;['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2020-08-12T17:30:27.000Z;new;231364681;MLA-NOTEBOOKS;0;;;1.0;;normal;0.0;4.0;1.0;0.0;LACGUIDO;;;
108;MLA622862609;Apple Macbook Air;;3;Argentina;buy_it_now;Apple Macbook Air Mjve2le/a 13.3 Core I5 Ñ En Stock Ya!!!!! ;0.77;gold_special;Capital Federal;12 MESES OTORGADA POR EL FABRICANTE;active;349999.0;MLA1652;1;;;349999.0;TRUE;['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2016-06-04T00:14:53.000Z;new;8682999;MLA-NOTEBOOKS;0;;3_yellow;48.0;;normal;0.0;250.0;0.99;0.01;TYSAN2;;;
109;MLA884428585;Apple Macbook Air;;3;Argentina;buy_it_now;Macbook Air M1 En Stock;0.7;gold_special;Capital Federal;Garantía de fábrica: 12 meses;active;265000.0;MLA1652;1;MLA15913938;;265000.0;TRUE;['poor_quality_picture', 'poor_quality_thumbnail', 'brand_verified', 'immediate_payment', 'cart_eligible'];2020-10-19T03:16:57.000Z;new;471224926;MLA-NOTEBOOKS;0;35.0;4_light_green;5.0;;normal;0.0;19.0;1.0;0.0;DESEOSDEUSA;MLA-NOTEBOOKS;0.0;Apple MacBook Air A2179
110;MLA886806106;Apple Macbook Air;;2;Argentina;buy_it_now;Apple Macbook Air 13.3 I3 8gb Ssd 256gb 2020 Retina;0.9;gold_special;Capital Federal;Garantía de fábrica: 12 meses;active;205000.0;MLA1652;1;;;205000.0;TRUE;['good_quality_thumbnail', 'good_quality_picture', 'immediate_payment', 'cart_eligible'];2020-11-04T19:33:41.000Z;new;183000192;MLA-NOTEBOOKS;0;0.0;5_green;544.0;platinum;normal;0.02;6685.0;0.96;0.02;STECSOLUCIONESTECNOLÓGICAS;;;
111;MLA879926564;Apple Macbook Air;;1;Argentina;buy_it_now;Macbook Air A1466 Emc 2925;0.8;gold_special;Capital Federal;Garantía del vendedor: 1 días;active;130000.0;MLA1652;1;MLA15306716;;130000.0;TRUE;['poor_quality_picture', 'immediate_payment', 'cart_eligible'];2020-09-21T19:56:25.000Z;used;75572091;MLA-NOTEBOOKS;0;1.0;5_green;3.0;;normal;0.0;64.0;1.0;0.0;TIC_SHOPS;MLA-NOTEBOOKS;0.0;Apple MacBook Air A1466
112;MLA901896504;Apple Macbook Air;;10;Argentina;buy_it_now;Macbook Air 13 I3 8gb Ram 256gb Ssd Mwtj2le/a;0.8;gold_special;Capital Federal;Garantía de fábrica: 12 meses;active;224999.0;MLA1652;1;;;224999.0;TRUE;['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2020-12-21T21:33:47.000Z;new;310646112;MLA-NOTEBOOKS;0;;5_green;182.0;gold;normal;0.01;2488.0;0.98;0.01;OUTTEC;;;
113;MLA903191797;Apple Macbook Air;;100;Argentina;buy_it_now;Apple Macbook Air 13.3 Retina /m1 Chip 8-core Gpu/8gb /512gb;0.7;gold_special;Capital Federal;Garantía del vendedor: 12 meses;active;374999.99;MLA1652;50;MLA16591146;;374999.99;TRUE;['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2021-01-05T17:10:36.000Z;new;280992944;MLA-NOTEBOOKS;0;0.0;5_green;18.0;;normal;0.01;237.0;0.99;0.0;RAM TECHWEB;MLA-NOTEBOOKS;0.0;Apple MacBook Air A2337
114;MLA903797395;Apple Macbook Air;;2;Argentina;buy_it_now;Macbook Air 2020 Gold Oferta $145.000 -core-i3-8gb-ssd 256gb;0.75;gold_special;Capital Federal;Garantía de fábrica: 12 meses;active;162900.0;MLA1652;1;MLA15913938;;162900.0;TRUE;['poor_quality_picture', 'immediate_payment', 'cart_eligible'];2021-01-11T01:48:19.000Z;new;482819026;MLA-NOTEBOOKS;0;;3_yellow;8.0;;normal;0.0;41.0;1.0;0.0;FEEDBACKGROUP-LA PATERNAL;MLA-NOTEBOOKS;0.0;Apple MacBook Air A2179
115;MLA869049544;Apple Macbook Air;;1;Argentina;buy_it_now;Macbook Air 13 Mod 2015 128gb;0.7;gold_special;Capital Federal;Sin garantía;active;135000.0;MLA1652;1;MLA15306716;;135000.0;TRUE;['poor_quality_picture', 'immediate_payment', 'cart_eligible'];2020-07-19T18:58:49.000Z;used;169681719;MLA-NOTEBOOKS;0;31.0;;0.0;;normal;0.09;2.0;0.91;0.0;JOOLISSEY;MLA-NOTEBOOKS;0.0;Apple MacBook Air A1466
116;MLA899725284;Apple Macbook Air;;1;Argentina;buy_it_now;Macbook Air M1 / 8gb/ 256 / 2021/// U$d1400;0.77;gold_special;Capital Federal;Garantía de fábrica: 1 años;active;275000.0;MLA1652;1;;;275000.0;TRUE;['good_quality_thumbnail', 'brand_verified', 'good_quality_picture', 'immediate_payment', 'cart_eligible'];2020-12-02T20:50:22.000Z;new;143604720;MLA-NOTEBOOKS;0;8.0;4_light_green;6.0;;normal;0.0;4.0;1.0;0.0;KARAMHE;;;
117;MLA819028506;Apple Macbook Air;;1;Argentina;buy_it_now;Macbook Air 2011 I5 4gb Ram Promo Outlet;0.9;gold_special;Buenos Aires;Garantía del vendedor: 6 meses;active;159899.0;MLA1652;1;;;159899.0;TRUE;['poor_quality_picture', 'immediate_payment', 'cart_eligible'];2019-10-10T03:25:43.000Z;used;111099187;MLA-NOTEBOOKS;0;;5_green;74.0;silver;normal;0.0;201.0;0.98;0.02;YAMICELL CELULARESYNOTEBOOKS;;;
118;MLA899610191;Apple Macbook Air;;1;Argentina;buy_it_now;Macbook Air Core I5, 8gb Ram, 1.5 Gb Video 128 Gb Ssd;0.77;gold_special;Capital Federal;Garantía del vendedor: 1 meses;active;99999.0;MLA1652;1;MLA15306717;;99999.0;TRUE;['poor_quality_picture', 'immediate_payment', 'cart_eligible'];2020-12-02T00:16:55.000Z;used;263522581;MLA-NOTEBOOKS;0;22.0;5_green;4.0;;normal;0.0;42.0;1.0;0.0;TECNOLOGIAPROFESIONAL;MLA-NOTEBOOKS;0.0;Apple MacBook Air A1466 - Silver - 8 GB - 128 GB - 1440 px x 900 px - Intel HD Graphics 6000 - Intel - Core i5 - 5350U - macOS - Sierra - 10
119;MLA902644277;Apple Macbook Air;;15;Argentina;buy_it_now;Macbook Air 13  1.1 Ghz Dc Intel I5 512gb (teclado Inglés);0.9;gold_pro;Santa Fe;Garantía de fábrica: 1 años;active;359999.0;MLA1652;1;MLA15913938;;359999.0;TRUE;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2020-12-30T13:21:00.000Z;new;208137579;MLA-NOTEBOOKS;0;0.0;5_green;872.0;platinum;normal;0.01;16458.0;0.98;0.01;ONECLICKARG;MLA-NOTEBOOKS;0.0;Apple MacBook Air A2179
120;MLA899323287;Apple Macbook Air;;2;Argentina;buy_it_now;Macbook Air;1.0;gold_pro;Capital Federal;Garantía de fábrica: 12 meses;active;1150.0;MLA1652;1;MLA15913938;;1150.0;TRUE;['extended_warranty_eligible', 'poor_quality_picture', 'immediate_payment', 'cart_eligible'];2020-11-30T00:54:05.000Z;new;83198684;MLA-NOTEBOOKS;0;1.0;;3.0;;normal;0.0;1.0;1.0;0.0;ERNESLITE;MLA-NOTEBOOKS;0.0;Apple MacBook Air A2179
121;MLA873041249;Apple Macbook Air;;1;Argentina;buy_it_now;Macbook ;0.77;gold_special;Buenos Aires;Sin garantía;active;165000.0;MLA1652;1;;;165000.0;TRUE;['poor_quality_picture', 'immediate_payment', 'cart_eligible'];2020-08-12T21:14:54.000Z;used;215131246;MLA-NOTEBOOKS;0;;;1.0;;normal;0.0;5.0;1.0;0.0;OSCARCLAVELLINO;;;
122;MLA871293186;Apple Macbook Air;;1;Argentina;buy_it_now;Macbook Air A1304 Para Repuesto;0.6;gold_special;Capital Federal;Sin garantía;active;11500.0;MLA1652;1;;;11500.0;TRUE;['poor_quality_picture', 'immediate_payment', 'cart_eligible'];2020-08-02T01:01:38.000Z;used;93755399;MLA-NOTEBOOKS;0;;4_light_green;6.0;;normal;0.01;70.0;0.97;0.02;GDF_TECH;;;
123;MLA902071049;Apple Macbook Air;;1;Argentina;buy_it_now;Macbook Air 13.3  I5 1,3 Mhz 4gd Ddr3, Ssd 250 Gb Mid 2013;0.88;gold_special;Buenos Aires;Sin garantía;active;90000.0;MLA1652;1;MLA15306716;;90000.0;TRUE;['poor_quality_picture', 'immediate_payment', 'cart_eligible'];2020-12-23T12:28:26.000Z;used;407292504;MLA-NOTEBOOKS;0;5.0;3_yellow;65.0;;normal;0.01;1074.0;0.99;0.0;MATILDE INDUMENTARIA;MLA-NOTEBOOKS;0.0;Apple MacBook Air A1466
124;MLA869895875;Apple Macbook Air;;5;Argentina;buy_it_now;Macbook Apple Air 13 I5 1.1 Ghz 8gb 512gb Ssd Mvh22le/a;0.8;gold_special;Capital Federal;Garantía de fábrica: 12 meses;active;264999.0;MLA1652;1;;;264999.0;TRUE;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2020-07-24T15:56:57.000Z;new;556508298;MLA-NOTEBOOKS;0;6.0;5_green;37.0;silver;normal;0.01;433.0;0.97;0.02;ILOVEMOBILEML;;;
125;MLA742831476;Apple Macbook Air;;1;Argentina;buy_it_now;Macbook Air 2015 13  I5 4gb 128 Ssd - No Hago Envios!!;0.62;gold_special;Capital Federal;;active;110000.0;MLA1652;1;MLA15306716;;110000.0;TRUE;['poor_quality_picture', 'immediate_payment', 'cart_eligible'];2018-08-13T21:43:21.000Z;used;158435567;MLA-NOTEBOOKS;0;;3_yellow;2.0;;normal;0.04;22.0;0.96;0.0;UCO14;MLA-NOTEBOOKS;0.0;Apple MacBook Air A1466
126;MLA869641424;Apple Macbook Air;;6;Argentina;buy_it_now;Macbook Apple Air 13 I5 1.1 Ghz 8gb 512gb Ssd Mvh22le/a;0.8;gold_special;Capital Federal;Garantía de fábrica: 12 meses;active;264999.0;MLA1652;1;;;264999.0;TRUE;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2020-07-23T02:44:29.000Z;new;583145152;MLA-NOTEBOOKS;0;0.0;5_green;10.0;silver;normal;0.07;178.0;0.93;0.0;ONE_WORLD_LATAM;;;
127;MLA861989311;Apple Macbook Air;;1;Argentina;buy_it_now;Macbook Air;0.4;gold_special;Buenos Aires;Sin garantía;active;155000.0;MLA1652;1;MLA15306716;;155000.0;TRUE;['incomplete_technical_specs', 'poor_quality_picture', 'immediate_payment', 'cart_eligible'];2020-06-12T22:47:58.000Z;used;27299465;MLA-NOTEBOOKS;0;;;4.0;;normal;0.0;5.0;1.0;0.0;ENANO8864;MLA-NOTEBOOKS;0.0;Apple MacBook Air A1466
128;MLA811580813;Apple Macbook Air;;12000;Argentina;buy_it_now;Macbook Air 2019 13.3'' Core I5 1,6ghz 8gb 128gb;0.7;gold_special;Capital Federal;Sin garantía;active;299990.0;MLA1652;6000;;;299990.0;TRUE;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2019-08-27T18:40:21.000Z;new;210018018;MLA-NOTEBOOKS;1;52.0;5_green;477.0;platinum;normal;0.01;5209.0;0.97;0.02;LATITUDES SUR;;;
129;MLA902541734;Apple Macbook Air;;10;Argentina;buy_it_now;Macbook Air 13  1.1 Qc Intel I5, 512gb (teclado Inglés) 2020;0.9;gold_pro;Santa Fe;Garantía de fábrica: 1 años;active;359999.0;MLA1652;1;MLA15913938;;359999.0;TRUE;['good_quality_thumbnail', 'good_quality_picture', 'immediate_payment', 'cart_eligible'];2020-12-29T15:48:36.000Z;new;208137579;MLA-NOTEBOOKS;0;0.0;5_green;872.0;platinum;normal;0.01;16458.0;0.98;0.01;ONECLICKARG;MLA-NOTEBOOKS;0.0;Apple MacBook Air A2179
130;MLA902902538;Apple Macbook Air;;1;Argentina;buy_it_now;Macbookair 2020 Retina Sensor Id Ssd 256gb Nueva Sellada!!!;0.87;gold_special;Capital Federal;Garantía del vendedor: 7 días;active;250000.0;MLA1652;1;MLA15313470;;250000.0;TRUE;['poor_quality_picture', 'immediate_payment', 'cart_eligible'];2021-01-02T18:09:13.000Z;new;229143729;MLA-NOTEBOOKS;0;;;0.0;;normal;0.0;6.0;1.0;0.0;JUANSILEONE;MLA-NOTEBOOKS;0.0;Apple MacBook Air A1466 - Silver - 8 GB - 256 GB - 1440 px x 900 px - Intel HD Graphics 6000 - Intel - Core i5 - 5350U - macOS - Sierra - 10
131;MLA902901885;Apple Macbook Air;;1;Argentina;buy_it_now;Macbookair 2020 Retina Sensor Id Ssd 256gb Nueva Sellada!!!;0.87;gold_pro;Capital Federal;Garantía del vendedor: 7 días;active;280000.0;MLA1652;1;MLA15313470;;280000.0;TRUE;['poor_quality_picture', 'immediate_payment', 'cart_eligible'];2021-01-02T18:12:13.000Z;new;229143729;MLA-NOTEBOOKS;0;;;0.0;;normal;0.0;6.0;1.0;0.0;JUANSILEONE;MLA-NOTEBOOKS;0.0;Apple MacBook Air A1466 - Silver - 8 GB - 256 GB - 1440 px x 900 px - Intel HD Graphics 6000 - Intel - Core i5 - 5350U - macOS - Sierra - 10
132;MLA901919634;Apple Macbook Air;;1;Argentina;buy_it_now;Apple Macbook Air Z0uu3ll/a I7 2.2-3.1ghz 8gb 128ssd 45ciclo;0.75;gold_special;Capital Federal;Sin garantía;active;175000.0;MLA1652;1;MLA15306716;;175000.0;TRUE;['poor_quality_picture', 'immediate_payment', 'cart_eligible'];2020-12-22T00:15:57.000Z;used;84313675;MLA-NOTEBOOKS;0;0.0;;1.0;;normal;0.02;6.0;0.97;0.01;I TRONICS;MLA-NOTEBOOKS;0.0;Apple MacBook Air A1466
133;MLA896191886;Apple Macbook Air;;100;Argentina;buy_it_now;Macbook Air 2020 256gb Adaptador Hub+auriculares+carcasa Col;0.9;gold_special;Capital Federal;Garantía de fábrica: 12 meses;active;199999.0;MLA1652;50;MLA15913938;;199999.0;TRUE;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2020-11-07T13:52:50.000Z;new;225480741;MLA-NOTEBOOKS;0;;5_green;335.0;platinum;normal;0.0;4410.0;1.0;0.0;MLSERCOFIN;MLA-NOTEBOOKS;0.0;Apple MacBook Air A2179
134;MLA904604937;Apple Macbook Air;;1;Argentina;buy_it_now;Macbook Air 13 (early 2015) 8gb 1.6ghz Intel Core I5 Usd700;0.87;gold_pro;Capital Federal;Sin garantía;active;160000.0;MLA1652;1;MLA15306716;;160000.0;TRUE;['immediate_payment', 'cart_eligible'];2021-01-17T23:38:51.000Z;used;74936360;MLA-NOTEBOOKS;0;0.0;;0.0;;normal;0.0;1.0;1.0;0.0;JPCAMPORA;MLA-NOTEBOOKS;0.0;Apple MacBook Air A1466
135;MLA900094591;Apple Macbook Air;;1;Argentina;buy_it_now;Macbook White Blanca 2010 13,3'' 256g,  Excelente Estado!;0.85;gold_pro;Buenos Aires;Sin garantía;active;400.0;MLA1652;1;;;400.0;TRUE;['poor_quality_picture', 'immediate_payment', 'cart_eligible'];2020-12-06T03:47:24.000Z;used;11310317;MLA-NOTEBOOKS;0;;2_orange;9.0;;normal;0.02;152.0;0.98;0.0;FUMAGALLIDANI;;;
136;MLA870078490;Apple Macbook Air;;94;Argentina;buy_it_now;Apple Macbook Air 13'' Mvh22le/a Corei5 Ram 8gb Ssd 512gb;0.9;gold_special;Capital Federal;Garantía de fábrica: 1 años;active;293620.07;MLA1652;50;MLA15913938;;293620.07;TRUE;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2020-07-25T15:31:58.000Z;new;47277478;MLA-NOTEBOOKS;0;2.0;5_green;2750.0;platinum;normal;0.01;31446.0;0.98;0.01;TRES MARES;MLA-NOTEBOOKS;0.0;Apple MacBook Air A2179
137;MLA880696350;Apple Macbook Air;;1;Argentina;buy_it_now;Macbook Air 13,3 Modelo 2020 Sellada Tengo Stock 6 A 18 Ctas;0.9;gold_pro;Capital Federal;Garantía de fábrica: 12 meses;active;249999.0;MLA1652;1;MLA15913938;;249999.0;TRUE;['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2020-09-25T18:16:17.000Z;new;583951298;MLA-NOTEBOOKS;0;;;0.0;;normal;0.32;9.0;0.68;0.0;NEJO45;MLA-NOTEBOOKS;0.0;Apple MacBook Air A2179
138;MLA886696043;Apple Macbook Air;;1;Argentina;buy_it_now;Macbook Air (13 Pulgadas, 2017) Impecable C/caja Completa;0.6;gold_pro;Buenos Aires;Sin garantía;active;180000.0;MLA1652;1;MLA15306716;;180000.0;TRUE;['poor_quality_picture', 'immediate_payment', 'cart_eligible'];2020-11-04T01:05:35.000Z;used;85566614;MLA-NOTEBOOKS;0;5.0;4_light_green;1.0;;normal;0.0;12.0;1.0;0.0;LOPEZTELESCADANIEL;MLA-NOTEBOOKS;0.0;Apple MacBook Air A1466
139;MLA902543114;Apple Macbook Air;;10;Argentina;buy_it_now;Macbook Air 13  1.1 Qc Intel I5, 512gb (teclado Inglés) 2020;0.8;gold_special;Santa Fe;Garantía de fábrica: 1 años;active;349999.0;MLA1652;1;MLA15913938;;349999.0;TRUE;['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2020-12-29T15:46:28.000Z;new;208137579;MLA-NOTEBOOKS;0;0.0;5_green;872.0;platinum;normal;0.01;16458.0;0.98;0.01;ONECLICKARG;MLA-NOTEBOOKS;0.0;Apple MacBook Air A2179
140;MLA904461733;Apple Macbook Air;;1;Argentina;buy_it_now;Apple Macbook Pro M1 16gb Ram 512 Gb Ssd Modelo 2020;0.75;gold_special;Capital Federal;Garantía de fábrica: 1 años;active;549999.0;MLA1652;1;MLA17323084;;549999.0;TRUE;['poor_quality_picture', 'immediate_payment', 'cart_eligible'];2021-01-16T04:56:35.000Z;new;186083580;MLA-NOTEBOOKS;0;0.0;2_orange;13.0;;normal;0.0;73.0;0.96;0.04;SORISOUND;MLA-NOTEBOOKS;0.0;Apple MacBook Air M1 2020
141;MLA884523539;Apple Macbook Air;;1;Argentina;buy_it_now;Macbook Air 2015;0.66;gold_special;Capital Federal;Sin garantía;active;115000.0;MLA1652;1;MLA15306716;;115000.0;TRUE;['poor_quality_picture', 'immediate_payment', 'cart_eligible'];2020-10-19T19:01:05.000Z;used;70600557;MLA-NOTEBOOKS;0;1.0;;0.0;;normal;0.0;6.0;1.0;0.0;JGCRISTIANO;MLA-NOTEBOOKS;0.0;Apple MacBook Air A1466
142;MLA900547388;Apple Macbook Air;;1;Argentina;buy_it_now;Nueva Macbook Air - Chip M1 -13.3- 256 Gb Ssd- 8gb Ram ;0.9;gold_special;Capital Federal;Garantía de fábrica: 12 meses;active;244999.0;MLA1652;1;MLA15913938;;244999.0;TRUE;['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2020-12-10T18:27:45.000Z;new;83671985;MLA-NOTEBOOKS;0;8.0;5_green;2.0;;normal;0.0;16.0;1.0;0.0;NEW GADGETS;MLA-NOTEBOOKS;0.0;Apple MacBook Air A2179
143;MLA851822682;Apple Macbook Air;;1;Argentina;buy_it_now;Macbook Air 2020 8gb/256ssd/ I3 /u$d1300 U$dblue;0.8;gold_special;Capital Federal;Garantía de fábrica: 12 meses;active;240000.0;MLA1652;1;;;240000.0;TRUE;['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2020-04-27T17:39:07.000Z;new;262693539;MLA-NOTEBOOKS;0;3.0;;3.0;;normal;0.0;0.0;1.0;0.0;NAJANA41;;;
144;MLA872140458;Apple Macbook Air;;1;Argentina;buy_it_now;Macbook Air 13  2017 I5 1.8gz 8g Ram 120g Ssd 400 Ciclos;0.66;gold_special;Capital Federal;Garantía del vendedor: 1 meses;active;125000.0;MLA1652;1;MLA15306716;;125000.0;TRUE;['immediate_payment', 'cart_eligible'];2020-08-07T04:22:39.000Z;used;164032151;MLA-NOTEBOOKS;0;1.0;5_green;107.0;silver;normal;0.02;341.0;0.97;0.01;SERVICIOSAPPLEMAC;MLA-NOTEBOOKS;0.0;Apple MacBook Air A1466
145;MLA901764606;Apple Macbook Air;;1;Argentina;buy_it_now;Macbook Air 13.3  Space Gray A1932 (true Tone 2019) 256 Gb ;0.66;gold_special;Capital Federal;Garantía de fábrica: 2 meses;active;165000.0;MLA1652;1;MLA15555683;;165000.0;TRUE;['poor_quality_picture', 'immediate_payment', 'cart_eligible'];2020-12-20T18:30:38.000Z;used;36250189;MLA-NOTEBOOKS;0;1.0;5_green;0.0;;normal;0.0;14.0;1.0;0.0;FREDDI7025;MLA-NOTEBOOKS;0.0;Apple MacBook Air A1932 (True Tone 2019)
146;MLA904667820;Apple Macbook Air;;1;Argentina;buy_it_now;Macbook Air 13 2020 Ssd 256 Gb I3 8gb Ram En Español Retina;0.66;gold_special;Buenos Aires;Garantía de fábrica: 12 meses;active;195000.0;MLA1652;1;MLA15555683;;195000.0;TRUE;['good_quality_picture', 'immediate_payment', 'cart_eligible'];2021-01-18T16:37:30.000Z;used;79436918;MLA-NOTEBOOKS;0;;4_light_green;0.0;;normal;0.0;12.0;1.0;0.0;CRISTIANLP87;MLA-NOTEBOOKS;0.0;Apple MacBook Air A1932 (True Tone 2019)
147;MLA844111703;Apple Macbook Air;;1;Argentina;buy_it_now;Macbook Air 13 4g Ram 256gb Con Carcaza Y Mouse Apple;0.75;gold_pro;Capital Federal;;active;190000.0;MLA1652;1;;;190000.0;TRUE;['dragged_bids_and_visits', 'poor_quality_picture', 'immediate_payment', 'cart_eligible'];2020-03-16T17:16:47.000Z;used;36449914;MLA-NOTEBOOKS;0;3.0;;0.0;;normal;0.0;1.0;1.0;0.0;BLASTIMAN;;;
