,reviews,rating_average,attributes,paging.total,paging.limit,paging.offset,rating_levels.one_star,rating_levels.two_star,rating_levels.three_star,rating_levels.four_star,rating_levels.five_star,helpful_reviews.best_max_stars,helpful_reviews.best_min_stars
0,[],0,[],0,5,0,0,0,0,0,0,,
