;index;item_id;product;price;accepts_mercadopago;listing_type_id;available_quantity;initial_quantity;original_price;title;category_id;health;catalog_product_id;warranty;domain_id;sold_quantity;buying_mode;official_store_id;seller_address.state.name;start_time;status;condition;tags;seller_address.country.name;seller_id;base_price;questions_total;user_seller_reputation.transactions.completed;user_seller_reputation.transactions.ratings.neutral;user_nickname;user_seller_reputation.transactions.ratings.negative;user_seller_reputation.level_id;user_seller_reputation.transactions.ratings.positive;user_seller_reputation.power_seller_status;user_user_type;user_seller_reputation.transactions.canceled;product_sold_quantity;product_domain_id;product_name
106;106;MLA750866820;Microsoft Surface;4290.0;TRUE;gold_special;1;5;;Fan Cooler Ventilador Microsoft Surface Pro 2 Original Norte;MLA418545;0.6;;Garantía de fábrica: 30.0 días;MLA-INTERNAL_LAPTOP_COOLING_FANS;0;buy_it_now;;Buenos Aires;2018-10-01T17:43:04.000Z;active;new;['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible'];Argentina;16962390;4290.0;;3760.0;0.0;NEXT-SALE;0.02;5_green;0.98;platinum;normal;448.0;;;
107;107;MLA620731906;Microsoft Surface;500.0;TRUE;gold_pro;1;21;;Protector Film Tech Armor Microsoft Surface Pro 3 12 ;MLA94882;0.62;;;MLA-CELLPHONE_TABLET_AND_GPS_SCREEN_PROTECTORS;5;buy_it_now;;Capital Federal;2016-05-17T20:25:32.000Z;active;new;['poor_quality_thumbnail', 'dragged_bids_and_visits', 'poor_quality_picture', 'immediate_payment', 'cart_eligible'];Argentina;58340165;500.0;;20.0;0.0;LIZADRICA;0.0;4_light_green;1.0;;normal;0.0;;;
108;108;MLA896967476;Microsoft Surface;294499.0;TRUE;gold_special;1;10;;Notebook Microsoft Surface Book 2 Hnm-00001 Laptop Windows 1;MLA1652;0.66;;Garantía de fábrica: 6 meses;MLA-NOTEBOOKS;0;buy_it_now;;Capital Federal;2020-11-12T23:08:22.000Z;active;new;['poor_quality_thumbnail', 'poor_quality_picture', 'immediate_payment', 'cart_eligible'];Argentina;72912690;294499.0;0.0;11.0;0.0;CAMCAFA;0.0;4_light_green;1.0;;normal;0.0;;;
109;109;MLA899721718;Microsoft Surface;14779.0;TRUE;gold_special;1;20;;Cargador Microsoft Surface Book Pro 4/5/6 Surface Go 15v 1.6;MLA3577;0.66;;;MLA-LAPTOP_CHARGERS;0;buy_it_now;;Capital Federal;2020-12-02T20:33:49.000Z;active;new;['incomplete_technical_specs', 'poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible'];Argentina;129171116;14779.0;;3061.0;0.01;DON.DIGITAL;0.02;5_green;0.97;gold;normal;200.0;;;
110;110;MLA739258045;Microsoft Surface;8094.69;TRUE;gold_special;1;1;;Original Microsoft Surface Pro 3 Dock Conector X893740-001;MLA403000;0.77;;Garantía: 90 días;MLA-COMPUTER_EQUIPMENT_AND_SPARE_PARTS;0;buy_it_now;;Capital Federal;2018-07-25T20:21:46.000Z;active;new;['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible'];Argentina;105665176;8094.69;;7594.0;0.01;TODOSLOSRUBROS;0.0;5_green;0.99;platinum;normal;416.0;;;
111;111;MLA896966710;Microsoft Surface;368499.0;TRUE;gold_special;1;10;;Notebook Microsoft Surface Book 3 Smg-00001 | 15in 3240 X 21;MLA1652;0.66;;Garantía de fábrica: 6 meses;MLA-NOTEBOOKS;0;buy_it_now;;Capital Federal;2020-11-12T23:09:12.000Z;active;new;['poor_quality_thumbnail', 'poor_quality_picture', 'immediate_payment', 'cart_eligible'];Argentina;72912690;368499.0;0.0;11.0;0.0;CAMCAFA;0.0;4_light_green;1.0;;normal;0.0;;;
112;112;MLA876534830;Microsoft Surface;18999.0;TRUE;gold_special;1;48;;Cargador Microsoft Surface 44w 15v 2.58a Surface Book Pro ;MLA3577;0.88;;Garantía del vendedor: 6 meses;MLA-LAPTOP_CHARGERS;5;buy_it_now;;Capital Federal;2020-09-03T13:13:41.000Z;active;new;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];Argentina;610838024;18999.0;;799.0;0.0;SYNET PLACE;0.0;5_green;1.0;gold;normal;20.0;;;
113;113;MLA884802558;Microsoft Surface;15990.0;TRUE;gold_special;1;3;;Lapiz Optico Pen Para Microsoft Surface 3, 4, 5, 6 Y 7;MLA1912;0.87;;;MLA-COMPUTER_EQUIPMENT_AND_SPARE_PARTS;1;buy_it_now;;Buenos Aires;2020-10-21T15:37:43.000Z;active;new;['good_quality_picture', 'good_quality_thumbnail', 'brand_verified', 'immediate_payment', 'cart_eligible'];Argentina;132869197;15990.0;2.0;39.0;0.0;NAGA40;0.0;5_green;1.0;;normal;11.0;;;
114;114;MLA896974691;Microsoft Surface;345499.0;TRUE;gold_special;1;10;;Notebook Microsoft Surface Laptop Intel Core I7 16gb Ra 2004;MLA1652;0.77;;Garantía de fábrica: 6 meses;MLA-NOTEBOOKS;0;buy_it_now;;Capital Federal;2020-11-12T23:12:20.000Z;active;new;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];Argentina;72912690;345499.0;;11.0;0.0;CAMCAFA;0.0;4_light_green;1.0;;normal;0.0;;;
115;115;MLA638417601;Microsoft Surface;2580.0;TRUE;gold_pro;1;7;;Templado Glass Screen Protector Film Microsoft Surface Pro 2;MLA94882;1.0;;Garantía de fábrica: 30.0 días;MLA-CELLPHONE_TABLET_AND_GPS_SCREEN_PROTECTORS;4;buy_it_now;;Buenos Aires;2016-10-11T21:24:19.000Z;active;new;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];Argentina;16962390;2580.0;;3760.0;0.0;NEXT-SALE;0.02;5_green;0.98;platinum;normal;448.0;;;
116;116;MLA896974360;Microsoft Surface;401499.0;TRUE;gold_special;1;10;;Notebook Microsoft Surface Laptop 3  15 Touch-screen  Amd;MLA1652;0.77;;Garantía de fábrica: 6 meses;MLA-NOTEBOOKS;0;buy_it_now;;Capital Federal;2020-11-12T23:11:47.000Z;active;new;['good_quality_picture', 'good_quality_thumbnail', 'brand_verified', 'immediate_payment', 'cart_eligible'];Argentina;72912690;401499.0;;11.0;0.0;CAMCAFA;0.0;4_light_green;1.0;;normal;0.0;;;
117;117;MLA852995192;Microsoft Surface;9999.0;TRUE;gold_special;1;3;;Cargador Microsoft Surface 2 1513 Surface 2 1572 P3w-00001;MLA125135;0.8;;Garantía del vendedor: 3 meses;MLA-MOBILE_DEVICE_CHARGERS;1;buy_it_now;;Capital Federal;2020-05-03T13:03:27.000Z;active;new;['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible'];Argentina;58896557;9999.0;9.0;6798.0;0.02;ENERGYPRO.COM.AR;0.0;5_green;0.98;platinum;normal;823.0;;;
118;118;MLA903369810;Microsoft Surface;47000.0;TRUE;gold_special;1;1;;Microsoft Surface Dock 2 - Nuevo Sin Usar Dock Station;MLA125133;0.87;;Sin garantía;MLA-TABLET_KEYBOARDS;0;buy_it_now;;Buenos Aires;2021-01-06T20:43:35.000Z;active;new;['poor_quality_picture', 'immediate_payment', 'cart_eligible'];Argentina;271921044;47000.0;;215.0;0.04;REPUESTOS_ORIGINALES ONLINE;0.02;3_yellow;0.94;;normal;19.0;;;
119;119;MLA896973815;Microsoft Surface;342499.0;TRUE;gold_special;1;10;;Notebook Microsoft Surface Pro Intel Core I7 16gb Ram 5 6646;MLA1652;0.77;;Garantía de fábrica: 6 meses;MLA-NOTEBOOKS;0;buy_it_now;;Capital Federal;2020-11-12T23:12:54.000Z;active;new;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];Argentina;72912690;342499.0;;11.0;0.0;CAMCAFA;0.0;4_light_green;1.0;;normal;0.0;;;
120;120;MLA876537038;Microsoft Surface;22999.0;TRUE;gold_pro;1;44;;Cargador Microsoft Surface 44w 15v 2.58a Surface Book Pro ;MLA3577;1.0;;Garantía del vendedor: 6 meses;MLA-LAPTOP_CHARGERS;4;buy_it_now;;Capital Federal;2020-09-03T13:17:10.000Z;active;new;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];Argentina;610838024;22999.0;8.0;799.0;0.0;SYNET PLACE;0.0;5_green;1.0;gold;normal;20.0;;;
121;121;MLA874499169;Microsoft Surface;15449.0;TRUE;gold_special;1;20;;Cargador Microsoft Surface Book Pro 4/5/6 Surface Go 15v 1.6;MLA82335;0.66;;;MLA-COMPUTER_EQUIPMENT_AND_SPARE_PARTS;0;buy_it_now;;Buenos Aires;2020-08-21T17:24:43.000Z;active;new;['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible'];Argentina;213407036;15449.0;;399.0;0.06;BUJU230415;0.0;5_green;0.94;silver;normal;38.0;;;
122;122;MLA827078978;Microsoft Surface;237192.74;TRUE;gold_special;1;1;;Microsoft Surface Laptop 13,5 I7-7660u 16gb 512gb Ssd;MLA1652;0.88;;Garantía de fábrica: 12 meses;MLA-NOTEBOOKS;0;buy_it_now;;Capital Federal;2019-11-25T10:18:14.000Z;active;new;['good_quality_picture', 'good_quality_thumbnail', 'brand_verified', 'immediate_payment', 'cart_eligible'];Argentina;96750163;237192.74;;20.0;0.02;HARDWARE-EXTREME WEB;0.0;4_light_green;0.98;;normal;6.0;;;
123;123;MLA841648782;Microsoft Surface;12500.0;TRUE;gold_special;1;4;;Mouse Inalambrico Microsoft Surface Mobile Recien Llegado!!;MLA1714;0.9;MLA9635830;Garantía del vendedor: 30 días;MLA-COMPUTER_MICE;3;buy_it_now;;Capital Federal;2020-03-01T15:39:53.000Z;active;new;['brand_verified', 'good_quality_picture', 'immediate_payment', 'cart_eligible'];Argentina;227884484;12500.0;5.0;188.0;0.0;ARGENTINAFRAGANCIAS;0.0;5_green;1.0;;normal;17.0;0.0;MLA-COMPUTER_MICE;Microsoft Arc Touch Surface
124;124;MLA898072461;Microsoft Surface;65000.0;TRUE;gold_special;1;1;;Surface Pro 4;MLA126689;0.71;;Sin garantía;MLA-ULTRABOOKS;0;buy_it_now;;Capital Federal;2020-11-20T14:18:01.000Z;active;used;['poor_quality_picture', 'immediate_payment', 'cart_eligible'];Argentina;178492218;65000.0;4.0;6.0;0.0;BRIANOSOFIA;0.0;;1.0;;normal;1.0;;;
125;125;MLA896973671;Microsoft Surface;244499.0;TRUE;gold_special;1;10;;Notebook Microsoft Surface Book 3 13.5 Touch-screen 10th Ge;MLA1652;0.77;;Garantía de fábrica: 6 meses;MLA-NOTEBOOKS;0;buy_it_now;;Capital Federal;2020-11-12T23:12:29.000Z;active;new;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];Argentina;72912690;244499.0;0.0;11.0;0.0;CAMCAFA;0.0;4_light_green;1.0;;normal;0.0;;;
126;126;MLA886835915;Microsoft Surface;18999.0;TRUE;gold_special;1;24;;Cargador P/ Microsoft Surface Pro 6 Pro 7 15v 4.0a 65w;MLA3577;0.88;;Garantía del vendedor: 6 meses;MLA-LAPTOP_CHARGERS;1;buy_it_now;;Capital Federal;2020-11-04T23:02:36.000Z;active;new;['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];Argentina;610838024;18999.0;3.0;799.0;0.0;SYNET PLACE;0.0;5_green;1.0;gold;normal;20.0;;;
127;127;MLA896283943;Microsoft Surface;18999.0;TRUE;gold_special;1;50;;Cargador Surface 36w 12v 2.58a  Surface Pro 3 / 4 Original;MLA3577;0.88;;Garantía del vendedor: 6 meses;MLA-LAPTOP_CHARGERS;2;buy_it_now;;Capital Federal;2020-11-08T16:35:11.000Z;active;new;['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];Argentina;610838024;18999.0;2.0;799.0;0.0;SYNET PLACE;0.0;5_green;1.0;gold;normal;20.0;;;
128;128;MLA896962552;Microsoft Surface;217499.0;TRUE;gold_special;1;10;;Notebook Microsoft Surface Pro 3 256 Gb Intel Core I7 Window;MLA1652;0.66;;Garantía de fábrica: 6 meses;MLA-NOTEBOOKS;0;buy_it_now;;Capital Federal;2020-11-12T22:56:42.000Z;active;new;['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible'];Argentina;72912690;217499.0;;11.0;0.0;CAMCAFA;0.0;4_light_green;1.0;;normal;0.0;;;
129;129;MLA874586431;Microsoft Surface;82200.0;TRUE;gold_special;1;10;;Tablet Microsoft Surface Go 2 10.5 Touch-screen Intel Penti;MLA82085;0.6;;Garantía de fábrica: 6 meses;MLA-TABLETS;0;buy_it_now;;Capital Federal;2020-08-22T04:59:07.000Z;active;new;['good_quality_picture', 'good_quality_thumbnail', 'incomplete_technical_specs', 'immediate_payment', 'cart_eligible'];Argentina;629655808;82200.0;14.0;0.0;1.0;VECA8533626;0.0;;0.0;;normal;5.0;;;
130;130;MLA901843034;Microsoft Surface;551249.99;TRUE;gold_special;50;100;;Microsoft Surface Laptop 3 (vgs-00022)13,5 -ci7-16gb-512ssd;MLA126689;0.77;MLA13936842;Garantía del vendedor: 12 meses;MLA-ULTRABOOKS;0;buy_it_now;;Capital Federal;2020-12-21T16:56:42.000Z;active;new;['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible'];Argentina;280992944;551249.99;0.0;237.0;0.01;RAM TECHWEB;0.0;5_green;0.99;;normal;18.0;0.0;MLA-ULTRABOOKS;Microsoft Surface Laptop
131;131;MLA896973091;Microsoft Surface;305499.0;TRUE;gold_special;1;10;;Notebook Microsoft Surface Pro 7  12.3 Touch-screen 10th Ge;MLA1652;0.66;;Garantía de fábrica: 6 meses;MLA-NOTEBOOKS;0;buy_it_now;;Capital Federal;2020-11-12T23:11:11.000Z;active;new;['brand_verified', 'poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible'];Argentina;72912690;305499.0;;11.0;0.0;CAMCAFA;0.0;4_light_green;1.0;;normal;0.0;;;
132;132;MLA899723521;Microsoft Surface;13580.9;TRUE;gold_special;1;20;;Cargador P/ Microsoft Surface Pro 4/5/6 Surface Go 15v 1.6;MLA3577;0.75;;;MLA-LAPTOP_CHARGERS;0;buy_it_now;;Capital Federal;2020-12-02T20:33:53.000Z;active;new;['poor_quality_picture', 'immediate_payment', 'cart_eligible'];Argentina;171660285;13580.9;;5219.0;0.02;MORENO.1127;0.03;3_yellow;0.95;;normal;789.0;;;
133;133;MLA863810097;Microsoft Surface;98500.0;TRUE;gold_special;1;1;;Microsoft Surface Go Ssd: 128 Gb Ram: 8gb;MLA82085;0.87;;Sin garantía;MLA-TABLETS;0;buy_it_now;;Buenos Aires;2020-06-22T22:25:31.000Z;active;used;['poor_quality_picture', 'immediate_payment', 'cart_eligible'];Argentina;46456006;98500.0;;5.0;0.0;FEDE_CAMPA;0.0;;1.0;;normal;1.0;;;
134;134;MLA896971038;Microsoft Surface;358499.0;TRUE;gold_special;1;10;;Notebook Microsoft Surface Pro Intel Core I7 16gb Ram 5 2172;MLA1652;0.77;;Garantía de fábrica: 6 meses;MLA-NOTEBOOKS;0;buy_it_now;;Capital Federal;2020-11-12T23:09:58.000Z;active;new;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];Argentina;72912690;358499.0;;11.0;0.0;CAMCAFA;0.0;4_light_green;1.0;;normal;0.0;;;
135;135;MLA899723555;Microsoft Surface;14829.0;TRUE;gold_special;1;20;;Cargador Microsoft Surface Book Pro 4/5/6 Surface Go 15v 1.6;MLA3577;0.55;;;MLA-LAPTOP_CHARGERS;0;buy_it_now;;Buenos Aires;2020-12-02T20:34:15.000Z;active;new;['incomplete_technical_specs', 'poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible'];Argentina;243993348;14829.0;;436.0;0.02;JAVIERALEJANDROURBE;0.0;3_yellow;0.98;;normal;39.0;;;
136;136;MLA874585259;Microsoft Surface;255499.0;TRUE;gold_special;1;10;;Tablet Microsoft Surface Pro X  13 Touch-screen  Sq1 16gb;MLA82085;0.55;;Garantía de fábrica: 6 meses;MLA-TABLETS;0;buy_it_now;;Capital Federal;2020-08-22T04:58:39.000Z;active;new;['good_quality_picture', 'incomplete_technical_specs', 'immediate_payment', 'cart_eligible'];Argentina;629655808;255499.0;;0.0;1.0;VECA8533626;0.0;;0.0;;normal;5.0;;;
137;137;MLA842085093;Microsoft Surface;243932.23;TRUE;gold_special;1;1;;Microsoft Surface Laptop 3 I5-1035g7 8gb 256gb (por Encargo);MLA1652;0.88;;Garantía de fábrica: 12 meses;MLA-NOTEBOOKS;0;buy_it_now;;Capital Federal;2020-03-04T12:50:43.000Z;active;new;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];Argentina;96750163;243932.23;11.0;20.0;0.02;HARDWARE-EXTREME WEB;0.0;4_light_green;0.98;;normal;6.0;;;
138;138;MLA874583387;Microsoft Surface;633499.0;TRUE;gold_special;1;10;;Tablet Microsoft Surface Studio 2 Intel Core I7 32gb Ram 1tb;MLA82085;0.6;;Garantía de fábrica: 6 meses;MLA-TABLETS;0;buy_it_now;;Capital Federal;2020-08-22T04:57:49.000Z;active;new;['good_quality_picture', 'good_quality_thumbnail', 'incomplete_technical_specs', 'immediate_payment', 'cart_eligible'];Argentina;629655808;633499.0;3.0;0.0;1.0;VECA8533626;0.0;;0.0;;normal;5.0;;;
139;139;MLA896287004;Microsoft Surface;18999.0;TRUE;gold_special;1;42;;Cargador Surface 44w 15v 2.58a Surface Book Pro Original;MLA3577;0.88;;Garantía del vendedor: 6 meses;MLA-LAPTOP_CHARGERS;2;buy_it_now;;Capital Federal;2020-11-08T16:38:00.000Z;active;new;['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];Argentina;610838024;18999.0;;799.0;0.0;SYNET PLACE;0.0;5_green;1.0;gold;normal;20.0;;;
140;140;MLA896968176;Microsoft Surface;448499.0;TRUE;gold_special;1;10;;Notebook Microsoft Surface Laptop 3 Business 15 Touchscreen;MLA1652;0.66;;Garantía de fábrica: 6 meses;MLA-NOTEBOOKS;0;buy_it_now;;Capital Federal;2020-11-12T23:07:59.000Z;active;new;['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible'];Argentina;72912690;448499.0;0.0;11.0;0.0;CAMCAFA;0.0;4_light_green;1.0;;normal;0.0;;;
141;141;MLA876254082;Microsoft Surface;145000.0;TRUE;gold_special;1;1;;Microsoft Surface Pro 4 Intel M3 128gb;MLA126689;0.57;;Sin garantía;MLA-ULTRABOOKS;0;buy_it_now;;Capital Federal;2020-09-02T03:45:15.000Z;active;used;['poor_quality_picture', 'immediate_payment', 'cart_eligible'];Argentina;119572870;145000.0;;0.0;0.0;AMJOR2014;0.0;;1.0;;normal;0.0;;;
142;142;MLA874588315;Microsoft Surface;197499.0;TRUE;gold_special;1;10;;Tablet Microsoft Surface Pro 6 12.3 256gb Wifi Intel Co 1344;MLA82085;0.55;;Garantía de fábrica: 6 meses;MLA-TABLETS;0;buy_it_now;;Capital Federal;2020-08-22T04:59:08.000Z;active;new;['good_quality_picture', 'incomplete_technical_specs', 'immediate_payment', 'cart_eligible'];Argentina;629655808;197499.0;1.0;0.0;1.0;VECA8533626;0.0;;0.0;;normal;5.0;;;
143;143;MLA896974822;Microsoft Surface;430499.0;TRUE;gold_special;1;10;;Notebook Microsoft Surface Book 3 15 Touch-screen 10th 9261;MLA1652;0.8;MLA16267566;Garantía de fábrica: 6 meses;MLA-NOTEBOOKS;0;buy_it_now;;Capital Federal;2020-11-12T23:12:38.000Z;active;new;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];Argentina;72912690;430499.0;;11.0;0.0;CAMCAFA;0.0;4_light_green;1.0;;normal;0.0;0.0;MLA-NOTEBOOKS;"Microsoft Surface Book 3 15"""
144;144;MLA901846396;Microsoft Surface;738674.99;TRUE;gold_special;50;100;;Microsoft Surface Book 3(slk-00001)13,5touch-i7-32gb-512 Ssd;MLA126689;0.88;;Garantía del vendedor: 12 meses;MLA-ULTRABOOKS;0;buy_it_now;;Capital Federal;2020-12-21T17:29:06.000Z;active;new;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];Argentina;280992944;738674.99;0.0;237.0;0.01;RAM TECHWEB;0.0;5_green;0.99;;normal;18.0;;;
145;145;MLA874582758;Microsoft Surface;362499.0;TRUE;gold_special;1;10;;Tablet Microsoft Surface Pro Intel Core I7 16gb Ram 512 Gb B;MLA82085;0.55;;Garantía de fábrica: 6 meses;MLA-TABLETS;0;buy_it_now;;Capital Federal;2020-08-22T04:58:41.000Z;active;new;['good_quality_picture', 'incomplete_technical_specs', 'immediate_payment', 'cart_eligible'];Argentina;629655808;362499.0;0.0;0.0;1.0;VECA8533626;0.0;;0.0;;normal;5.0;;;
146;146;MLA896966263;Microsoft Surface;336499.0;TRUE;gold_special;1;10;;Notebook Microsoft Surface Book 3 Sky-00001 | 13.3in 3000 X;MLA1652;0.66;;Garantía de fábrica: 6 meses;MLA-NOTEBOOKS;0;buy_it_now;;Capital Federal;2020-11-12T23:06:51.000Z;active;new;['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible'];Argentina;72912690;336499.0;;11.0;0.0;CAMCAFA;0.0;4_light_green;1.0;;normal;0.0;;;
147;147;MLA901843839;Microsoft Surface;848924.99;TRUE;gold_special;1;1;;Microsoft Surface Book 3(sls-00001)13,5touch-i7-32gb-1tb Ssd;MLA126689;0.88;;Garantía del vendedor: 12 meses;MLA-ULTRABOOKS;0;buy_it_now;;Capital Federal;2020-12-21T17:16:29.000Z;active;new;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];Argentina;280992944;848924.99;;237.0;0.01;RAM TECHWEB;0.0;5_green;0.99;;normal;18.0;;;
148;148;MLA874585301;Microsoft Surface;180499.0;TRUE;gold_special;1;10;;Tablet Microsoft Surface Pro 7 12.3 Intel Core I5 8gb Ram 25;MLA82085;0.5;MLA16836124;Garantía de fábrica: 6 meses;MLA-TABLETS;0;buy_it_now;;Capital Federal;2020-08-22T04:58:39.000Z;active;new;['incomplete_technical_specs', 'poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible'];Argentina;629655808;180499.0;4.0;0.0;1.0;VECA8533626;0.0;;0.0;;normal;5.0;0.0;MLA-TABLETS;Microsoft Surface Pro 7 i5
149;149;MLA896974767;Microsoft Surface;217499.0;TRUE;gold_special;1;10;;Notebook Microsoft Surface Pro 7  12.3 Touch-screen Intel C;MLA1652;0.66;;Garantía de fábrica: 6 meses;MLA-NOTEBOOKS;0;buy_it_now;;Capital Federal;2020-11-12T23:12:33.000Z;active;new;['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible'];Argentina;72912690;217499.0;;11.0;0.0;CAMCAFA;0.0;4_light_green;1.0;;normal;0.0;;;
150;150;MLA896287074;Microsoft Surface;18999.0;TRUE;gold_special;1;24;;Cargador Surface 65w 15v 4.0a Surface Book Pro 4/5 Original;MLA3577;0.88;;Garantía del vendedor: 6 meses;MLA-LAPTOP_CHARGERS;1;buy_it_now;;Capital Federal;2020-11-08T16:40:35.000Z;active;new;['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];Argentina;610838024;18999.0;;799.0;0.0;SYNET PLACE;0.0;5_green;1.0;gold;normal;20.0;;;
151;151;MLA874586760;Microsoft Surface;190499.0;TRUE;gold_special;1;10;;Tablet Microsoft Surface Pro 6 2 In 1 Pc 12.3 2736 X 1824 To;MLA82085;0.55;;Garantía de fábrica: 6 meses;MLA-TABLETS;0;buy_it_now;;Capital Federal;2020-08-22T04:59:42.000Z;active;new;['good_quality_picture', 'incomplete_technical_specs', 'immediate_payment', 'cart_eligible'];Argentina;629655808;190499.0;;0.0;1.0;VECA8533626;0.0;;0.0;;normal;5.0;;;
152;152;MLA896966337;Microsoft Surface;284499.0;TRUE;gold_special;1;10;;Notebook Microsoft Surface Pro 7 12.3 Latest Model 10th Gen;MLA1652;0.66;;Garantía de fábrica: 6 meses;MLA-NOTEBOOKS;0;buy_it_now;;Capital Federal;2020-11-12T23:07:24.000Z;active;new;['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible'];Argentina;72912690;284499.0;;11.0;0.0;CAMCAFA;0.0;4_light_green;1.0;;normal;0.0;;;
153;153;MLA874587000;Microsoft Surface;165499.0;TRUE;gold_special;1;10;;Tablet Microsoft Surface Pro 6 Intel Core I7 8gb Ram 256gb B;MLA82085;0.55;;Garantía de fábrica: 6 meses;MLA-TABLETS;0;buy_it_now;;Capital Federal;2020-08-22T04:58:53.000Z;active;new;['good_quality_picture', 'incomplete_technical_specs', 'immediate_payment', 'cart_eligible'];Argentina;629655808;165499.0;4.0;0.0;1.0;VECA8533626;0.0;;0.0;;normal;5.0;;;
154;154;MLA896969389;Microsoft Surface;357499.0;TRUE;gold_special;1;10;;Notebook Microsoft Surface Book 1tb I7 16gb Gpu 2yn-00001;MLA1652;0.66;;Garantía de fábrica: 6 meses;MLA-NOTEBOOKS;0;buy_it_now;;Capital Federal;2020-11-12T23:08:58.000Z;active;new;['poor_quality_thumbnail', 'poor_quality_picture', 'immediate_payment', 'cart_eligible'];Argentina;72912690;357499.0;;11.0;0.0;CAMCAFA;0.0;4_light_green;1.0;;normal;0.0;;;
155;155;MLA874587952;Microsoft Surface;297499.0;TRUE;gold_special;1;10;;Tablet Microsoft Vat-00016 Surface Pro 7 12.3-inch Touch Int;MLA82085;0.55;;Garantía de fábrica: 6 meses;MLA-TABLETS;0;buy_it_now;;Capital Federal;2020-08-22T04:58:54.000Z;active;new;['good_quality_picture', 'incomplete_technical_specs', 'immediate_payment', 'cart_eligible'];Argentina;629655808;297499.0;;0.0;1.0;VECA8533626;0.0;;0.0;;normal;5.0;;;
156;156;MLA874585780;Microsoft Surface;158499.0;TRUE;gold_special;1;10;;Tablet Microsoft Qwu-00001 Surface Pro 7 12.3 Inch Touch Int;MLA82085;0.55;;Garantía de fábrica: 6 meses;MLA-TABLETS;0;buy_it_now;;Capital Federal;2020-08-22T04:58:50.000Z;active;new;['good_quality_picture', 'incomplete_technical_specs', 'immediate_payment', 'cart_eligible'];Argentina;629655808;158499.0;0.0;0.0;1.0;VECA8533626;0.0;;0.0;;normal;5.0;;;
157;157;MLA896969932;Microsoft Surface;355499.0;TRUE;gold_special;1;10;;Notebook Microsoft Surface Book 1tb Performance Base 2.6ghz;MLA1652;0.77;;Garantía de fábrica: 6 meses;MLA-NOTEBOOKS;0;buy_it_now;;Capital Federal;2020-11-12T23:10:47.000Z;active;new;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];Argentina;72912690;355499.0;;11.0;0.0;CAMCAFA;0.0;4_light_green;1.0;;normal;0.0;;;
158;158;MLA874585822;Microsoft Surface;106499.0;TRUE;gold_special;1;10;;Tablet 2019 Microsoft Surface Go Bundle 10 Fhd Ips Touchscre;MLA82085;0.6;;Garantía de fábrica: 6 meses;MLA-TABLETS;0;buy_it_now;;Capital Federal;2020-08-22T04:58:51.000Z;active;new;['good_quality_picture', 'good_quality_thumbnail', 'incomplete_technical_specs', 'immediate_payment', 'cart_eligible'];Argentina;629655808;106499.0;;0.0;1.0;VECA8533626;0.0;;0.0;;normal;5.0;;;
